Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Water level at (IJssel02_B_B_B_ 347_718)_ Flow1D [m AD];905.00_IJ: Water level at (IJssel03_B_A_ 724_952)_ Flow1D [m AD];50844ObsUS: Water level at (IJssel03_B_A_ 12529_48)_ Flow1D [m AD];923.00_IJ: Water level at (IJssel03_B_B_B_ 248_43)_ Flow1D [m AD];50848ObsUS: Water level at (IJssel04_A_ 218_803)_ Flow1D [m AD];940.00_IJ: Water level at (IJssel05_B_ 415_46)_ Flow1D [m AD];50842ObsUS: Water level at (IJssel06_A_ 1402_323)_ Flow1D [m AD];Veessenboven: Water level at (IJssel07_B_B_ 597_517)_ Flow1D [m AD];odd_006: Water level at (IJssel07_A_ 0)_ Flow1D [m AD];944.00_IJ: Water level at (IJssel06_B_B_A_ 375_661)_ Flow1D [m AD];947.00_IJ: Water level at (IJssel06_B_B_B_A_ 685_299)_ Flow1D [m AD];949.00_IJ: Water level at (IJssel06_B_B_B_B_A_ 85_744)_ Flow1D [m AD];950.00_IJ: Water level at (IJssel06_B_B_B_B_B_ 131_201)_ Flow1D [m AD];977.00_IJ: Water level at (IJssel09_B_ 200_75)_ Flow1D [m AD]
20-01-00 21:00;12.247;10.523;9.3394;9.2178;8.3472;7.7376;7.5476;6.1303;6.4026;7.4823;7.176;7.0569;7.0015;4.8805
20-01-00 22:00;12.235;10.51;9.3282;9.2061;8.3336;7.7186;7.5274;6.1118;6.3838;7.4617;7.1555;7.0368;6.9816;4.8603
20-01-00 23:00;12.222;10.497;9.3173;9.1946;8.3202;7.6996;7.5073;6.0936;6.3651;7.4413;7.1352;7.0171;6.9619;4.8402
21-01-00 00:00;12.21;10.484;9.3066;9.1833;8.3068;7.6808;7.4874;6.0756;6.3468;7.4212;7.1152;6.9976;6.9426;4.82
21-01-00 01:00;12.198;10.471;9.2962;9.1723;8.2936;7.6621;7.4678;6.058;6.3288;7.4013;7.0954;6.9784;6.9235;4.7999
21-01-00 02:00;12.186;10.459;9.2861;9.1616;8.2805;7.6436;7.4484;6.0407;6.3111;7.3815;7.0759;6.9594;6.9047;4.7798
21-01-00 03:00;12.174;10.447;9.2763;9.1511;8.2676;7.6252;7.4293;6.0237;6.2936;7.362;7.0567;6.9407;6.8861;4.7598
21-01-00 04:00;12.161;10.436;9.2667;9.1408;8.255;7.6071;7.4104;6.0071;6.2765;7.3428;7.0377;6.9223;6.8678;4.7398
21-01-00 05:00;12.149;10.424;9.2573;9.1307;8.2426;7.5892;7.3917;5.9907;6.2597;7.3238;7.019;6.9041;6.8497;4.7199
21-01-00 06:00;12.135;10.413;9.2482;9.1209;8.2305;7.5716;7.3734;5.9747;6.2431;7.305;7.0005;6.8863;6.832;4.7
21-01-00 07:00;12.122;10.402;9.2393;9.1112;8.2186;7.5543;7.3553;5.959;6.2269;7.2866;6.9824;6.8687;6.8146;4.6802
21-01-00 08:00;12.108;10.391;9.2305;9.1017;8.2069;7.5373;7.3376;5.9436;6.211;7.2684;6.9647;6.8515;6.7974;4.6606
21-01-00 09:00;12.094;10.38;9.2219;9.0923;8.1953;7.5206;7.3202;5.9286;6.1955;7.2506;6.9473;6.8345;6.7807;4.641
21-01-00 10:00;12.08;10.37;9.2133;9.0829;8.1838;7.5042;7.3029;5.914;6.1802;7.2329;6.9304;6.8181;6.7643;4.6216
21-01-00 11:00;12.066;10.359;9.2048;9.0735;8.1724;7.4876;7.2855;5.8997;6.1656;7.2151;6.9144;6.8025;6.7488;4.6023
21-01-00 12:00;12.052;10.348;9.1962;9.064;8.1609;7.4711;7.2682;5.8861;6.1514;7.1974;6.8986;6.7872;6.7336;4.5832
21-01-00 13:00;12.037;10.337;9.1875;9.0545;8.1493;7.4545;7.251;5.8728;6.1376;7.1798;6.883;6.7721;6.7187;4.5644
21-01-00 14:00;12.022;10.326;9.1788;9.0447;8.1377;7.438;7.2338;5.8598;6.1239;7.1622;6.8675;6.7572;6.7038;4.5459
21-01-00 15:00;12.007;10.315;9.1701;9.035;8.126;7.4216;7.2167;5.847;6.1105;7.1448;6.8521;6.7423;6.6891;4.5276
21-01-00 16:00;11.991;10.305;9.1614;9.0252;8.1143;7.4053;7.1997;5.8344;6.0973;7.1275;6.8368;6.7276;6.6745;4.5096
21-01-00 17:00;11.974;10.294;9.1527;9.0155;8.1024;7.3891;7.1828;5.822;6.0842;7.1103;6.8217;6.713;6.6601;4.4917
21-01-00 18:00;11.958;10.282;9.144;9.0058;8.0904;7.3729;7.1658;5.8098;6.0713;7.0931;6.8066;6.6985;6.6458;4.4741
21-01-00 19:00;11.941;10.271;9.1353;8.9959;8.0785;7.357;7.1488;5.7977;6.0584;7.0758;6.7915;6.684;6.6314;4.4567
21-01-00 20:00;11.924;10.259;9.1264;8.986;8.0664;7.3415;7.1323;5.7857;6.0455;7.0578;6.776;6.6691;6.6168;4.4395
21-01-00 21:00;11.907;10.248;9.1174;8.9759;8.0545;7.3262;7.1159;5.7737;6.0325;7.0398;6.7603;6.6542;6.6021;4.4224
21-01-00 22:00;11.89;10.235;9.1084;8.9658;8.0426;7.311;7.0996;5.7616;6.0195;7.0218;6.7446;6.6391;6.5873;4.4054
21-01-00 23:00;11.873;10.223;9.0992;8.9555;8.0308;7.2959;7.0834;5.7494;6.0064;7.0039;6.729;6.6242;6.5725;4.3886
22-01-00 00:00;11.856;10.211;9.0899;8.9451;8.0191;7.2805;7.067;5.7373;5.9934;6.9859;6.7134;6.6092;6.5578;4.3718
22-01-00 01:00;11.84;10.199;9.0807;8.9347;8.0079;7.2656;7.0501;5.7252;5.9803;6.9671;6.6973;6.594;6.5428;4.355
22-01-00 02:00;11.824;10.188;9.0715;8.9244;7.997;7.251;7.0333;5.713;5.9669;6.9485;6.6811;6.5785;6.5275;4.3384
22-01-00 03:00;11.808;10.176;9.0623;8.9141;7.9861;7.2366;7.0167;5.7007;5.9536;6.9301;6.665;6.5631;6.5124;4.3219
22-01-00 04:00;11.793;10.164;9.0532;8.9037;7.9755;7.2224;7.0004;5.6884;5.9403;6.9118;6.649;6.5478;6.4974;4.3055
22-01-00 05:00;11.778;10.153;9.044;8.8934;7.9648;7.2085;6.9842;5.6761;5.9269;6.8937;6.6331;6.5327;6.4825;4.2894
22-01-00 06:00;11.765;10.141;9.0349;8.883;7.9543;7.1947;6.9682;5.6638;5.9137;6.8758;6.6173;6.5176;6.4677;4.2732
22-01-00 07:00;11.751;10.13;9.0258;8.8727;7.9437;7.181;6.9523;5.6515;5.9005;6.858;6.6017;6.5026;6.453;4.2569
22-01-00 08:00;11.739;10.119;9.0167;8.8624;7.9333;7.1676;6.9365;5.6394;5.8874;6.8403;6.5861;6.4877;6.4383;4.2408
22-01-00 09:00;11.727;10.109;9.0078;8.8522;7.9229;7.1543;6.9209;5.6274;5.8743;6.8227;6.5706;6.4728;6.4238;4.2248
22-01-00 10:00;11.715;10.099;8.9989;8.8421;7.9127;7.1411;6.9054;5.6154;5.8614;6.8052;6.5552;6.4581;6.4093;4.209
22-01-00 11:00;11.704;10.089;8.9902;8.8322;7.9026;7.1279;6.8896;5.6036;5.8486;6.7875;6.5404;6.4438;6.3953;4.1934
22-01-00 12:00;11.693;10.08;8.9816;8.8224;7.8925;7.1149;6.874;5.592;5.836;6.7699;6.5257;6.4297;6.3814;4.178
22-01-00 13:00;11.682;10.071;8.9731;8.8128;7.8825;7.102;6.8586;5.5805;5.8236;6.7525;6.5111;6.4158;6.3677;4.1629
22-01-00 14:00;11.671;10.062;8.9648;8.8033;7.8726;7.0893;6.8433;5.5692;5.8114;6.7353;6.4966;6.402;6.3542;4.1479
22-01-00 15:00;11.66;10.053;8.9566;8.794;7.8629;7.0768;6.8283;5.558;5.7992;6.7183;6.4824;6.3883;6.3407;4.1332
22-01-00 16:00;11.65;10.045;8.9485;8.7849;7.8534;7.0646;6.8135;5.547;5.7872;6.7017;6.4682;6.3748;6.3275;4.1186
22-01-00 17:00;11.639;10.037;8.9406;8.7759;7.844;7.0526;6.7991;5.536;5.7753;6.6854;6.4543;6.3615;6.3144;4.1043
22-01-00 18:00;11.628;10.029;8.9328;8.7671;7.8348;7.041;6.7849;5.5251;5.7636;6.6694;6.4406;6.3483;6.3015;4.0902
22-01-00 19:00;11.617;10.021;8.925;8.7583;7.8258;7.0296;6.7711;5.5143;5.752;6.6538;6.4271;6.3354;6.2888;4.0763
22-01-00 20:00;11.606;10.014;8.9174;8.7497;7.817;7.0185;6.7576;5.5036;5.7405;6.6385;6.4138;6.3227;6.2764;4.0628
22-01-00 21:00;11.594;10.006;8.9098;8.7413;7.8083;7.0077;6.7444;5.4931;5.7293;6.6236;6.4008;6.3103;6.2641;4.0494
22-01-00 22:00;11.582;9.9989;8.9023;8.7329;7.7997;6.9972;6.7316;5.4827;5.7183;6.6091;6.388;6.298;6.2521;4.0364
22-01-00 23:00;11.57;9.9915;8.8948;8.7245;7.7913;6.9869;6.719;5.4724;5.7074;6.5949;6.3754;6.286;6.2403;4.0237
23-01-00 00:00;11.558;9.9841;8.8874;8.7163;7.7831;6.9769;6.7067;5.4623;5.6968;6.5809;6.363;6.2741;6.2287;4.0111
23-01-00 01:00;11.545;9.9766;8.8799;8.708;7.7749;6.9671;6.6947;5.4524;5.6864;6.5673;6.3509;6.2625;6.2172;3.9988
23-01-00 02:00;11.532;9.9692;8.8725;8.6998;7.7669;6.9574;6.6828;5.4426;5.6761;6.5539;6.3389;6.2511;6.206;3.9867
23-01-00 03:00;11.518;9.9617;8.865;8.6917;7.7589;6.948;6.6712;5.433;5.6661;6.5409;6.3272;6.2398;6.195;3.9751
23-01-00 04:00;11.505;9.9541;8.8575;8.6835;7.751;6.9387;6.6598;5.4235;5.6563;6.528;6.3157;6.2288;6.1842;3.9637
23-01-00 05:00;11.491;9.9465;8.8499;8.6753;7.7431;6.9295;6.6486;5.4142;5.6466;6.5155;6.3043;6.2179;6.1735;3.9527
23-01-00 06:00;11.478;9.939;8.8423;8.667;7.7353;6.9204;6.6375;5.405;5.6371;6.5031;6.2931;6.2072;6.163;3.9419
23-01-00 07:00;11.464;9.9314;8.8347;8.6588;7.7274;6.9115;6.6266;5.3959;5.6278;6.4908;6.282;6.1966;6.1526;3.9315
23-01-00 08:00;11.451;9.9238;8.827;8.6505;7.7196;6.9026;6.6158;5.3869;5.6185;6.4788;6.271;6.1861;6.1423;3.9213
23-01-00 09:00;11.437;9.9162;8.8192;8.6422;7.7118;6.8939;6.6051;5.378;5.6094;6.4669;6.2601;6.1757;6.1321;3.9114
23-01-00 10:00;11.424;9.9087;8.8114;8.6338;7.704;6.8852;6.5946;5.3692;5.6004;6.4551;6.2493;6.1653;6.122;3.9017
23-01-00 11:00;11.411;9.9012;8.8035;8.6255;7.6962;6.8765;6.5841;5.3604;5.5915;6.4435;6.2385;6.155;6.112;3.8923
23-01-00 12:00;11.397;9.8937;8.7956;8.6172;7.6883;6.868;6.5738;5.3518;5.5827;6.4319;6.2278;6.1448;6.102;3.883
23-01-00 13:00;11.384;9.8864;8.7878;8.6089;7.6805;6.8595;6.5635;5.3431;5.574;6.4205;6.2172;6.1346;6.0921;3.874
23-01-00 14:00;11.37;9.879;8.7799;8.6007;7.6726;6.851;6.5533;5.3345;5.5653;6.4092;6.2066;6.1244;6.0822;3.8651
23-01-00 15:00;11.357;9.8717;8.7721;8.5925;7.6647;6.8425;6.5432;5.326;5.5566;6.398;6.1961;6.1142;6.0723;3.8563
23-01-00 16:00;11.343;9.8644;8.7643;8.5844;7.6569;6.8341;6.5332;5.3174;5.5481;6.3868;6.1856;6.1041;6.0625;3.8476
23-01-00 17:00;11.33;9.8571;8.7565;8.5763;7.649;6.8258;6.5232;5.3089;5.5396;6.3758;6.1752;6.0941;6.0527;3.8391
23-01-00 18:00;11.316;9.8498;8.7486;8.5681;7.6411;6.8175;6.5133;5.3005;5.5312;6.3649;6.1648;6.0841;6.043;3.8307
23-01-00 19:00;11.302;9.8426;8.7408;8.5601;7.6332;6.8091;6.5034;5.2921;5.5228;6.354;6.1546;6.0742;6.0334;3.8223
23-01-00 20:00;11.288;9.8355;8.733;8.552;7.6253;6.8008;6.4935;5.2837;5.5146;6.343;6.1446;6.0644;6.0239;3.8141
23-01-00 21:00;11.274;9.8287;8.7253;8.5441;7.6174;6.7924;6.4836;5.2755;5.5065;6.3321;6.1345;6.0547;6.0145;3.8059
23-01-00 22:00;11.26;9.8219;8.7176;8.5362;7.6095;6.7841;6.4738;5.2672;5.4984;6.3213;6.1246;6.0451;6.0051;3.7979
23-01-00 23:00;11.246;9.8151;8.71;8.5284;7.6016;6.7758;6.4641;5.259;5.4904;6.3107;6.1147;6.0354;5.9957;3.7899
24-01-00 00:00;11.232;9.8084;8.7024;8.5207;7.5938;6.7676;6.4545;5.2508;5.4825;6.3002;6.1048;6.0259;5.9864;3.7821
24-01-00 01:00;11.218;9.8015;8.6948;8.513;7.586;6.7595;6.4449;5.2426;5.4747;6.2898;6.0951;6.0164;5.9772;3.7743
24-01-00 02:00;11.203;9.7945;8.6872;8.5053;7.5782;6.7514;6.4355;5.2344;5.467;6.2796;6.0854;6.0069;5.9681;3.7666
24-01-00 03:00;11.189;9.7875;8.6795;8.4975;7.5704;6.7434;6.4262;5.2263;5.4593;6.2695;6.0758;5.9975;5.9589;3.7589
24-01-00 04:00;11.174;9.7806;8.6718;8.4897;7.5627;6.7353;6.417;5.2182;5.4517;6.2595;6.0663;5.9881;5.9499;3.7514
24-01-00 05:00;11.16;9.7736;8.664;8.4818;7.5549;6.7274;6.4079;5.2102;5.4442;6.2497;6.0569;5.9788;5.9408;3.7438
24-01-00 06:00;11.145;9.7667;8.6563;8.474;7.5471;6.7194;6.3988;5.2021;5.4368;6.24;6.0475;5.9695;5.9318;3.7364
24-01-00 07:00;11.131;9.7598;8.6485;8.4662;7.5393;6.7115;6.3899;5.194;5.4294;6.2305;6.0382;5.9603;5.9229;3.729
24-01-00 08:00;11.116;9.7528;8.6407;8.4584;7.5316;6.7036;6.381;5.186;5.422;6.221;6.029;5.9511;5.914;3.7215
24-01-00 09:00;11.101;9.7459;8.6328;8.4505;7.5238;6.6957;6.3722;5.1779;5.4147;6.2118;6.0198;5.9419;5.9051;3.7141
24-01-00 10:00;11.087;9.739;8.6249;8.4426;7.5161;6.6879;6.3635;5.1699;5.4074;6.2026;6.0106;5.9328;5.8962;3.7067
24-01-00 11:00;11.072;9.732;8.617;8.4348;7.5083;6.6801;6.3549;5.1619;5.4001;6.1936;6.0015;5.9236;5.8874;3.6994
24-01-00 12:00;11.058;9.7251;8.6091;8.4269;7.5005;6.6723;6.3464;5.1539;5.3929;6.1847;5.9925;5.9145;5.8786;3.6921
24-01-00 13:00;11.043;9.7181;8.6011;8.419;7.4928;6.6646;6.338;5.1458;5.3857;6.1759;5.9835;5.9055;5.8698;3.6848
24-01-00 14:00;11.028;9.7112;8.5931;8.4111;7.485;6.6568;6.3296;5.1378;5.3786;6.1673;5.9746;5.8965;5.8611;3.6775
24-01-00 15:00;11.014;9.7043;8.5851;8.4032;7.4773;6.6492;6.3213;5.1297;5.3715;6.1587;5.9657;5.8875;5.8524;3.6702
24-01-00 16:00;10.999;9.6974;8.5771;8.3954;7.4696;6.6415;6.3131;5.1216;5.3645;6.1503;5.9569;5.8785;5.8438;3.6628
24-01-00 17:00;10.984;9.6903;8.569;8.3875;7.4619;6.634;6.3049;5.1134;5.3575;6.142;5.9481;5.8696;5.8351;3.6555
24-01-00 18:00;10.97;9.683;8.5608;8.3795;7.4543;6.6264;6.2968;5.1052;5.3505;6.1338;5.9394;5.8607;5.8265;3.6481
24-01-00 19:00;10.955;9.6758;8.5526;8.3715;7.4466;6.619;6.2888;5.097;5.3436;6.1257;5.9308;5.8518;5.8179;3.6407
24-01-00 20:00;10.941;9.6685;8.5442;8.3634;7.4389;6.6115;6.2809;5.0888;5.3368;6.1177;5.9222;5.8429;5.8094;3.6332
24-01-00 21:00;10.926;9.6612;8.5357;8.3552;7.4313;6.6041;6.273;5.0805;5.33;6.1098;5.9137;5.8341;5.8009;3.6257
24-01-00 22:00;10.912;9.654;8.5272;8.347;7.4236;6.5968;6.2651;5.0722;5.3232;6.1021;5.9053;5.8253;5.7924;3.6181
24-01-00 23:00;10.899;9.6468;8.5187;8.3388;7.4159;6.5894;6.2574;5.0638;5.3165;6.0944;5.8968;5.8166;5.7839;3.6105
25-01-00 00:00;10.885;9.6397;8.5101;8.3306;7.4083;6.5822;6.2497;5.0555;5.3098;6.0869;5.8885;5.8078;5.7755;3.6029
25-01-00 01:00;10.872;9.6327;8.5016;8.3224;7.4007;6.575;6.2421;5.047;5.3031;6.0794;5.8801;5.7991;5.767;3.5952
25-01-00 02:00;10.858;9.6257;8.4931;8.3143;7.3931;6.5678;6.2346;5.0385;5.2964;6.0722;5.8719;5.7903;5.7586;3.5874
25-01-00 03:00;10.845;9.6187;8.4847;8.3062;7.3856;6.5608;6.2272;5.03;5.2898;6.065;5.8637;5.7816;5.7502;3.5796
25-01-00 04:00;10.832;9.6119;8.4763;8.2982;7.3782;6.5538;6.2199;5.0214;5.2831;6.058;5.8555;5.773;5.7419;3.5717
25-01-00 05:00;10.82;9.6051;8.468;8.2902;7.3709;6.547;6.2127;5.0128;5.2765;6.0511;5.8474;5.7644;5.7336;3.5637
25-01-00 06:00;10.807;9.5984;8.4598;8.2824;7.3637;6.5402;6.2056;5.0042;5.2699;6.0443;5.8395;5.7558;5.7253;3.5557
25-01-00 07:00;10.794;9.5917;8.4517;8.2746;7.3565;6.5335;6.1986;4.9955;5.2633;6.0377;5.8316;5.7473;5.717;3.5477
25-01-00 08:00;10.782;9.5851;8.4437;8.2669;7.3495;6.5269;6.1918;4.9868;5.2566;6.0312;5.8237;5.7388;5.7089;3.5396
25-01-00 09:00;10.77;9.5786;8.4357;8.2592;7.3426;6.5205;6.185;4.9781;5.25;6.0248;5.816;5.7304;5.7007;3.5314
25-01-00 10:00;10.758;9.572;8.4277;8.2517;7.3358;6.5141;6.1785;4.9693;5.2434;6.0186;5.8084;5.7221;5.6927;3.5232
25-01-00 11:00;10.746;9.5656;8.4199;8.2442;7.329;6.5078;6.172;4.9605;5.2369;6.0125;5.801;5.7138;5.6847;3.5149
25-01-00 12:00;10.734;9.5592;8.4121;8.2368;7.3224;6.5017;6.1656;4.9518;5.2303;6.0065;5.7936;5.7057;5.6768;3.5066
25-01-00 13:00;10.722;9.5528;8.4044;8.2294;7.3159;6.4956;6.1594;4.943;5.2238;6.0007;5.7864;5.6976;5.669;3.4982
25-01-00 14:00;10.711;9.5465;8.3967;8.2222;7.3094;6.4896;6.1533;4.9342;5.2173;5.9949;5.7792;5.6896;5.6613;3.4898
25-01-00 15:00;10.699;9.5403;8.3892;8.215;7.3031;6.4837;6.1472;4.9254;5.2109;5.9893;5.7722;5.6818;5.6536;3.4814
25-01-00 16:00;10.687;9.5341;8.3817;8.2079;7.2968;6.4779;6.1413;4.9165;5.2044;5.9837;5.7653;5.674;5.6461;3.473
25-01-00 17:00;10.676;9.5279;8.3742;8.2008;7.2906;6.4721;6.1355;4.9077;5.198;5.9783;5.7585;5.6663;5.6387;3.4646
25-01-00 18:00;10.664;9.5217;8.3668;8.1938;7.2845;6.4665;6.1298;4.8989;5.1917;5.9729;5.7517;5.6587;5.6313;3.4563
25-01-00 19:00;10.652;9.5155;8.3594;8.1869;7.2784;6.4609;6.1241;4.8901;5.1854;5.9677;5.7451;5.6512;5.624;3.4479
25-01-00 20:00;10.64;9.5094;8.3521;8.18;7.2724;6.4554;6.1186;4.8813;5.1791;5.9626;5.7386;5.6438;5.6168;3.4396
25-01-00 21:00;10.629;9.5033;8.3448;8.1731;7.2665;6.45;6.1131;4.8724;5.1728;5.9575;5.7321;5.6364;5.6097;3.4313
25-01-00 22:00;10.617;9.4972;8.3374;8.1662;7.2606;6.4446;6.1077;4.8636;5.1666;5.9525;5.7258;5.6292;5.6027;3.4231
25-01-00 23:00;10.605;9.4912;8.3301;8.1594;7.2548;6.4392;6.1024;4.8547;5.1604;5.9475;5.7195;5.622;5.5958;3.4149
26-01-00 00:00;10.594;9.4851;8.3229;8.1526;7.249;6.4339;6.0972;4.8458;5.1542;5.9427;5.7134;5.615;5.5889;3.4068
26-01-00 01:00;10.582;9.4791;8.3156;8.1458;7.2432;6.4287;6.0919;4.8369;5.1481;5.9379;5.7073;5.6079;5.5821;3.3986
26-01-00 02:00;10.57;9.4731;8.3083;8.139;7.2375;6.4235;6.0868;4.828;5.1419;5.9331;5.7013;5.601;5.5754;3.3906
26-01-00 03:00;10.559;9.4671;8.3011;8.1322;7.2319;6.4183;6.0816;4.819;5.1358;5.9284;5.6953;5.5941;5.5687;3.3826
26-01-00 04:00;10.547;9.4611;8.2939;8.1255;7.2262;6.4132;6.0765;4.81;5.1297;5.9237;5.6895;5.5873;5.5621;3.3746
26-01-00 05:00;10.535;9.455;8.2867;8.1188;7.2206;6.4081;6.0715;4.801;5.1236;5.9191;5.6836;5.5806;5.5555;3.3666
26-01-00 06:00;10.524;9.4489;8.2795;8.1121;7.2151;6.4031;6.0667;4.7919;5.1175;5.9147;5.6778;5.5738;5.5489;3.3588
26-01-00 07:00;10.512;9.4427;8.2723;8.1054;7.2095;6.3981;6.0619;4.7828;5.1114;5.9103;5.6721;5.5671;5.5424;3.3509
26-01-00 08:00;10.5;9.4365;8.265;8.0987;7.204;6.3932;6.0571;4.7736;5.1052;5.906;5.6664;5.5604;5.536;3.3432
26-01-00 09:00;10.489;9.4302;8.2578;8.092;7.1985;6.3884;6.0524;4.7644;5.0991;5.9017;5.6608;5.5539;5.5296;3.3354
26-01-00 10:00;10.478;9.4239;8.2505;8.0852;7.193;6.3835;6.0477;4.7552;5.093;5.8974;5.6553;5.5473;5.5233;3.3277
26-01-00 11:00;10.466;9.4177;8.2432;8.0785;7.1875;6.3786;6.043;4.746;5.0868;5.8932;5.6499;5.5409;5.517;3.3201
26-01-00 12:00;10.455;9.4114;8.2359;8.0717;7.1821;6.3738;6.0384;4.7368;5.0807;5.889;5.6445;5.5344;5.5107;3.3125
26-01-00 13:00;10.444;9.4051;8.2286;8.065;7.1766;6.369;6.0338;4.7276;5.0745;5.8848;5.6391;5.528;5.5045;3.3049
26-01-00 14:00;10.433;9.3989;8.2213;8.0583;7.1711;6.3642;6.0292;4.7184;5.0684;5.8807;5.6338;5.5217;5.4983;3.2973
26-01-00 15:00;10.421;9.3926;8.214;8.0516;7.1657;6.3594;6.0246;4.7091;5.0622;5.8766;5.6286;5.5153;5.4922;3.2898
26-01-00 16:00;10.41;9.3864;8.2068;8.0449;7.1602;6.3546;6.02;4.6999;5.056;5.8725;5.6233;5.5091;5.4861;3.2823
26-01-00 17:00;10.399;9.3801;8.1995;8.0382;7.1548;6.3498;6.0155;4.6908;5.0498;5.8684;5.6181;5.5028;5.48;3.2749
26-01-00 18:00;10.388;9.3739;8.1923;8.0315;7.1494;6.345;6.0109;4.6816;5.0436;5.8643;5.613;5.4967;5.474;3.2674
26-01-00 19:00;10.377;9.3676;8.1851;8.0249;7.144;6.3402;6.0064;4.6725;5.0374;5.8603;5.6079;5.4905;5.468;3.2599
26-01-00 20:00;10.366;9.3614;8.1778;8.0183;7.1387;6.3354;6.0019;4.6635;5.0312;5.8562;5.6028;5.4845;5.4621;3.2525
26-01-00 21:00;10.355;9.3551;8.1707;8.0117;7.1333;6.3306;5.9974;4.6544;5.025;5.8522;5.5978;5.4784;5.4562;3.2451
26-01-00 22:00;10.343;9.3489;8.1635;8.0051;7.128;6.3258;5.9929;4.6455;5.0187;5.8482;5.5927;5.4724;5.4503;3.2376
26-01-00 23:00;10.332;9.3426;8.1563;7.9986;7.1226;6.321;5.9884;4.6366;5.0125;5.8441;5.5877;5.4665;5.4445;3.2302
27-01-00 00:00;10.321;9.3363;8.1492;7.9921;7.1173;6.3163;5.9839;4.6277;5.0062;5.8401;5.5828;5.4606;5.4387;3.2228
27-01-00 01:00;10.31;9.3299;8.1421;7.9856;7.112;6.3115;5.9794;4.619;4.9999;5.8361;5.5778;5.4547;5.433;3.2154
27-01-00 02:00;10.299;9.3235;8.135;7.9791;7.1067;6.3067;5.9749;4.6102;4.9936;5.8321;5.5729;5.4489;5.4273;3.208
27-01-00 03:00;10.287;9.3171;8.128;7.9726;7.1014;6.302;5.9705;4.6015;4.9873;5.8282;5.568;5.4431;5.4217;3.2006
27-01-00 04:00;10.276;9.3107;8.1209;7.9662;7.0962;6.2972;5.966;4.5929;4.981;5.8242;5.5631;5.4373;5.416;3.1932
27-01-00 05:00;10.265;9.3042;8.1138;7.9597;7.0909;6.2925;5.9615;4.5843;4.9747;5.8202;5.5583;5.4316;5.4104;3.1858
27-01-00 06:00;10.254;9.2977;8.1067;7.9532;7.0857;6.2877;5.9571;4.5758;4.9684;5.8162;5.5534;5.4259;5.4048;3.1784
27-01-00 07:00;10.243;9.2912;8.0996;7.9467;7.0805;6.283;5.9526;4.5673;4.962;5.8123;5.5486;5.4202;5.3993;3.1711
27-01-00 08:00;10.232;9.2847;8.0925;7.9403;7.0753;6.2782;5.9482;4.5589;4.9557;5.8083;5.5439;5.4146;5.3938;3.1637
27-01-00 09:00;10.222;9.2781;8.0854;7.9338;7.0701;6.2734;5.9437;4.5505;4.9494;5.8043;5.5391;5.409;5.3883;3.1564
27-01-00 10:00;10.211;9.2716;8.0784;7.9273;7.0649;6.2687;5.9392;4.5422;4.943;5.8003;5.5344;5.4035;5.3829;3.149
27-01-00 11:00;10.201;9.2651;8.0713;7.9209;7.0597;6.2639;5.9348;4.534;4.9366;5.7963;5.5297;5.3979;5.3774;3.1417
27-01-00 12:00;10.191;9.2586;8.0643;7.9145;7.0546;6.2592;5.9303;4.5258;4.9303;5.7924;5.525;5.3924;5.3721;3.1344
27-01-00 13:00;10.181;9.2522;8.0573;7.9081;7.0495;6.2544;5.9258;4.5177;4.9239;5.7884;5.5203;5.387;5.3667;3.127
27-01-00 14:00;10.171;9.2458;8.0503;7.9017;7.0444;6.2497;5.9214;4.5097;4.9174;5.7844;5.5157;5.3816;5.3614;3.1197
27-01-00 15:00;10.161;9.2394;8.0434;7.8953;7.0393;6.2449;5.9169;4.5017;4.911;5.7804;5.511;5.3762;5.3561;3.1123
27-01-00 16:00;10.151;9.233;8.0366;7.889;7.0343;6.2402;5.9125;4.4938;4.9045;5.7764;5.5065;5.3708;5.3508;3.105
27-01-00 17:00;10.141;9.2267;8.0297;7.8827;7.0293;6.2355;5.9081;4.4859;4.898;5.7725;5.5019;5.3655;5.3456;3.0976
27-01-00 18:00;10.132;9.2205;8.023;7.8764;7.0243;6.2308;5.9036;4.4781;4.8915;5.7685;5.4974;5.3602;5.3404;3.0903
27-01-00 19:00;10.122;9.2143;8.0163;7.8702;7.0194;6.2261;5.8993;4.4704;4.8849;5.7646;5.4929;5.355;5.3352;3.083
27-01-00 20:00;10.113;9.2081;8.0096;7.864;7.0145;6.2215;5.8949;4.4627;4.8784;5.7607;5.4884;5.3498;5.3301;3.0757
27-01-00 21:00;10.103;9.2019;8.003;7.8579;7.0097;6.2168;5.8905;4.4551;4.8718;5.7568;5.484;5.3446;5.325;3.0684
27-01-00 22:00;10.094;9.1958;7.9965;7.8518;7.0049;6.2123;5.8862;4.4476;4.8653;5.7529;5.4797;5.3395;5.32;3.0611
27-01-00 23:00;10.084;9.1896;7.9901;7.8458;7.0002;6.2077;5.8819;4.4402;4.8587;5.749;5.4753;5.3345;5.315;3.0539
28-01-00 00:00;10.075;9.1835;7.9836;7.8398;6.9955;6.2032;5.8776;4.4327;4.8522;5.7451;5.471;5.3295;5.31;3.0466
