Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Water level at (IJssel02_B_B_B_ 347_718)_ Flow1D [m AD];905.00_IJ: Water level at (IJssel03_B_A_ 724_952)_ Flow1D [m AD];50844ObsUS: Water level at (IJssel03_B_A_ 12529_48)_ Flow1D [m AD];923.00_IJ: Water level at (IJssel03_B_B_B_ 248_43)_ Flow1D [m AD];50848ObsUS: Water level at (IJssel04_A_ 218_803)_ Flow1D [m AD];940.00_IJ: Water level at (IJssel05_B_ 415_46)_ Flow1D [m AD];50842ObsUS: Water level at (IJssel06_A_ 1402_323)_ Flow1D [m AD];Veessenboven: Water level at (IJssel07_B_B_ 597_517)_ Flow1D [m AD];odd_006: Water level at (IJssel07_A_ 0)_ Flow1D [m AD];944.00_IJ: Water level at (IJssel06_B_B_A_ 375_661)_ Flow1D [m AD];947.00_IJ: Water level at (IJssel06_B_B_B_A_ 685_299)_ Flow1D [m AD];949.00_IJ: Water level at (IJssel06_B_B_B_B_A_ 85_744)_ Flow1D [m AD];950.00_IJ: Water level at (IJssel06_B_B_B_B_B_ 131_201)_ Flow1D [m AD];977.00_IJ: Water level at (IJssel09_B_ 200_75)_ Flow1D [m AD]
06-01-00 10:00;9.4765;8.7442;7.5996;7.4813;6.7807;5.959;5.6251;3.9129;4.3252;5.5058;5.1973;5.0185;4.9966;2.4374
06-01-00 11:00;9.4841;8.7509;7.6054;7.4871;6.786;5.9657;5.6326;3.9223;4.3358;5.5131;5.205;5.0263;5.0045;2.4451
06-01-00 12:00;9.492;8.7579;7.6113;7.4929;6.7912;5.9724;5.6401;3.9316;4.3463;5.5203;5.2126;5.034;5.0123;2.453
06-01-00 13:00;9.5002;8.7649;7.6173;7.4988;6.7964;5.979;5.6474;3.9409;4.3569;5.5274;5.2202;5.0417;5.02;2.4609
06-01-00 14:00;9.5086;8.7722;7.6232;7.5046;6.8017;5.9855;5.6546;3.9503;4.3676;5.5344;5.2276;5.0493;5.0277;2.4689
06-01-00 15:00;9.5172;8.7797;7.6292;7.5106;6.8069;5.992;5.6617;3.9598;4.3783;5.5412;5.235;5.0568;5.0353;2.477
06-01-00 16:00;9.526;8.7873;7.6354;7.5166;6.8122;5.9984;5.6688;3.9692;4.389;5.548;5.2422;5.0643;5.0429;2.4852
06-01-00 17:00;9.5351;8.7951;7.6416;7.5226;6.8174;6.0048;5.6757;3.9786;4.3998;5.5546;5.2494;5.0718;5.0504;2.4935
06-01-00 18:00;9.5444;8.803;7.6479;7.5288;6.8227;6.0111;5.6826;3.9881;4.4105;5.5612;5.2565;5.0792;5.0579;2.5019
06-01-00 19:00;9.5538;8.8111;7.6542;7.535;6.828;6.0174;5.6893;3.9975;4.4214;5.5677;5.2635;5.0865;5.0653;2.5104
06-01-00 20:00;9.5633;8.8193;7.6607;7.5412;6.8333;6.0236;5.696;4.007;4.4322;5.5741;5.2705;5.0938;5.0726;2.5189
06-01-00 21:00;9.573;8.8276;7.6672;7.5476;6.8386;6.0298;5.7027;4.0165;4.4432;5.5803;5.2773;5.1009;5.0799;2.5276
06-01-00 22:00;9.5828;8.8359;7.6738;7.5539;6.8439;6.036;5.7092;4.026;4.4541;5.5865;5.2841;5.1081;5.0871;2.5364
06-01-00 23:00;9.5926;8.8443;7.6804;7.5604;6.8493;6.0421;5.7157;4.0355;4.4651;5.5927;5.2907;5.1151;5.0942;2.5452
07-01-00 00:00;9.6026;8.8527;7.6871;7.5668;6.8551;6.0483;5.7221;4.0451;4.4761;5.5987;5.2974;5.1222;5.1013;2.5542
07-01-00 01:00;9.6126;8.8612;7.694;7.5735;6.8615;6.0547;5.7286;4.0546;4.4871;5.6048;5.3039;5.1291;5.1083;2.5632
07-01-00 02:00;9.6228;8.8698;7.701;7.5804;6.8683;6.0614;5.7354;4.0641;4.4981;5.611;5.3106;5.1361;5.1153;2.5723
07-01-00 03:00;9.6335;8.8784;7.7083;7.5876;6.8753;6.0684;5.7423;4.0737;4.5092;5.6175;5.3174;5.1433;5.1225;2.5815
07-01-00 04:00;9.6446;8.8872;7.7158;7.5949;6.8827;6.0757;5.7496;4.0834;4.5205;5.6241;5.3244;5.1505;5.1298;2.5907
07-01-00 05:00;9.6562;8.8961;7.7235;7.6025;6.8902;6.0831;5.757;4.0932;4.532;5.6309;5.3315;5.158;5.1372;2.6001
07-01-00 06:00;9.6681;8.9052;7.7313;7.6102;6.8979;6.0907;5.7645;4.1031;4.5437;5.6379;5.3387;5.1656;5.1448;2.6095
07-01-00 07:00;9.6804;8.9144;7.7393;7.618;6.9053;6.0985;5.7722;4.1132;4.5557;5.6449;5.3461;5.1733;5.1526;2.6191
07-01-00 08:00;9.6931;8.9239;7.7474;7.6259;6.9123;6.1061;5.7798;4.1235;4.568;5.6519;5.3535;5.1812;5.1604;2.6288
07-01-00 09:00;9.7061;8.9335;7.7555;7.6337;6.9193;6.1135;5.7873;4.134;4.5805;5.6587;5.3608;5.189;5.1683;2.6386
07-01-00 10:00;9.7194;8.9432;7.7637;7.6416;6.9262;6.1209;5.7946;4.1447;4.5932;5.6654;5.3681;5.1969;5.1762;2.6487
07-01-00 11:00;9.7329;8.9532;7.772;7.6495;6.9331;6.1281;5.8018;4.1554;4.6059;5.672;5.3752;5.2047;5.184;2.659
07-01-00 12:00;9.7467;8.9632;7.7803;7.6575;6.94;6.1353;5.8089;4.1663;4.6187;5.6785;5.3822;5.2124;5.1917;2.6695
07-01-00 13:00;9.7607;8.9733;7.7886;7.6655;6.9464;6.1424;5.8158;4.1773;4.6315;5.6848;5.3891;5.2201;5.1993;2.6801
07-01-00 14:00;9.7747;8.9834;7.797;7.6734;6.9524;6.149;5.8224;4.1883;4.6441;5.6908;5.3957;5.2276;5.2068;2.6909
07-01-00 15:00;9.7887;8.9935;7.8053;7.6813;6.9576;6.1552;5.8286;4.1993;4.6565;5.6965;5.4021;5.2348;5.214;2.7018
07-01-00 16:00;9.8027;9.0035;7.8135;7.6889;6.9623;6.1609;5.8343;4.2102;4.6685;5.7018;5.4081;5.2418;5.221;2.7129
07-01-00 17:00;9.8167;9.0133;7.8216;7.6964;6.9667;6.1661;5.8395;4.221;4.6802;5.7067;5.4138;5.2484;5.2277;2.724
07-01-00 18:00;9.8306;9.023;7.8295;7.7037;6.9709;6.171;5.8444;4.2316;4.6914;5.7112;5.4191;5.2548;5.234;2.7353
07-01-00 19:00;9.8443;9.0325;7.8374;7.7109;6.9749;6.1755;5.849;4.2418;4.702;5.7155;5.4241;5.2608;5.2401;2.7466
07-01-00 20:00;9.858;9.0419;7.8451;7.718;6.9787;6.1798;5.8533;4.2517;4.7121;5.7195;5.4289;5.2665;5.2458;2.758
07-01-00 21:00;9.8716;9.0511;7.8527;7.7249;6.9819;6.1839;5.8574;4.2613;4.7217;5.7233;5.4334;5.272;5.2513;2.7693
07-01-00 22:00;9.8851;9.0602;7.8601;7.7316;6.9847;6.1874;5.8611;4.2705;4.7308;5.7268;5.4376;5.2772;5.2564;2.7805
07-01-00 23:00;9.8985;9.069;7.8673;7.7382;6.9871;6.1906;5.8644;4.2792;4.7393;5.7299;5.4415;5.282;5.2613;2.7915
08-01-00 00:00;9.9118;9.0777;7.8744;7.7445;6.9894;6.1935;5.8674;4.2876;4.7473;5.7327;5.4451;5.2865;5.2658;2.8024
08-01-00 01:00;9.925;9.0861;7.8813;7.7507;6.9915;6.1961;5.8701;4.2956;4.7547;5.7353;5.4484;5.2907;5.27;2.813
08-01-00 02:00;9.938;9.0944;7.8881;7.7567;6.9935;6.1985;5.8726;4.3031;4.7616;5.7377;5.4515;5.2945;5.2739;2.8233
08-01-00 03:00;9.9509;9.1025;7.8948;7.7626;6.9956;6.2007;5.8749;4.3102;4.7679;5.7398;5.4543;5.2981;5.2775;2.8334
08-01-00 04:00;9.9635;9.1104;7.9013;7.7685;6.9983;6.203;5.8771;4.3169;4.7739;5.742;5.457;5.3015;5.2808;2.8431
08-01-00 05:00;9.9758;9.118;7.9079;7.7745;7.0014;6.2056;5.8795;4.3233;4.7794;5.7441;5.4596;5.3048;5.2841;2.8525
08-01-00 06:00;9.9879;9.1255;7.9145;7.7804;7.0046;6.2083;5.8821;4.3293;4.7847;5.7465;5.4623;5.308;5.2873;2.8615
08-01-00 07:00;10;9.1327;7.9211;7.7864;7.0079;6.2112;5.8848;4.3352;4.7898;5.7489;5.465;5.3113;5.2905;2.8701
08-01-00 08:00;10.013;9.1399;7.9276;7.7924;7.0114;6.2143;5.8876;4.3408;4.7948;5.7514;5.4678;5.3146;5.2938;2.8784
08-01-00 09:00;10.025;9.1471;7.9341;7.7983;7.0148;6.2174;5.8904;4.3464;4.7998;5.7539;5.4707;5.3179;5.2971;2.8863
08-01-00 10:00;10.037;9.1542;7.9406;7.8042;7.0184;6.2205;5.8933;4.3518;4.8047;5.7565;5.4735;5.3213;5.3005;2.894
08-01-00 11:00;10.05;9.1613;7.9471;7.8101;7.0219;6.2237;5.8962;4.3573;4.8096;5.7591;5.4764;5.3247;5.3038;2.9013
08-01-00 12:00;10.062;9.1684;7.9535;7.8161;7.0255;6.2269;5.8991;4.3626;4.8144;5.7617;5.4794;5.3282;5.3072;2.9085
08-01-00 13:00;10.074;9.1754;7.96;7.822;7.0291;6.2301;5.9021;4.368;4.8193;5.7643;5.4823;5.3316;5.3107;2.9153
08-01-00 14:00;10.087;9.1824;7.9665;7.8279;7.0327;6.2333;5.905;4.3733;4.8241;5.7669;5.4852;5.3351;5.3141;2.922
08-01-00 15:00;10.099;9.1893;7.9731;7.8339;7.0364;6.2366;5.908;4.3786;4.8288;5.7695;5.4882;5.3386;5.3175;2.9284
08-01-00 16:00;10.111;9.1962;7.9796;7.8398;7.04;6.2398;5.9109;4.3839;4.8336;5.7722;5.4911;5.3421;5.3209;2.9347
08-01-00 17:00;10.123;9.2031;7.986;7.8457;7.0437;6.2431;5.9139;4.3891;4.8383;5.7748;5.4941;5.3456;5.3244;2.9408
08-01-00 18:00;10.135;9.2099;7.9925;7.8516;7.0474;6.2464;5.9169;4.3944;4.843;5.7774;5.4971;5.3491;5.3279;2.9468
08-01-00 19:00;10.147;9.2166;7.999;7.8575;7.0511;6.2496;5.9198;4.3997;4.8477;5.7801;5.5001;5.3526;5.3314;2.9527
08-01-00 20:00;10.159;9.2233;8.0055;7.8634;7.0548;6.2529;5.9228;4.405;4.8524;5.7827;5.5031;5.3562;5.3349;2.9584
08-01-00 21:00;10.171;9.2299;8.0119;7.8693;7.0585;6.2562;5.9258;4.4103;4.857;5.7854;5.5061;5.3597;5.3384;2.9641
08-01-00 22:00;10.183;9.2365;8.0184;7.8752;7.0622;6.2595;5.9288;4.4155;4.8616;5.788;5.5092;5.3633;5.3419;2.9696
08-01-00 23:00;10.194;9.243;8.0249;7.8811;7.066;6.2628;5.9318;4.4208;4.8662;5.7907;5.5122;5.3669;5.3454;2.9751
09-01-00 00:00;10.206;9.2494;8.0313;7.887;7.0697;6.266;5.9348;4.4261;4.8708;5.7933;5.5153;5.3705;5.349;2.9805
09-01-00 01:00;10.217;9.2558;8.0378;7.8928;7.0735;6.2693;5.9378;4.4314;4.8754;5.796;5.5184;5.3742;5.3526;2.9858
09-01-00 02:00;10.228;9.262;8.0442;7.8987;7.0773;6.2726;5.9408;4.4367;4.88;5.7987;5.5215;5.3778;5.3562;2.9911
09-01-00 03:00;10.24;9.2682;8.0506;7.9045;7.0811;6.276;5.9438;4.4419;4.8845;5.8013;5.5246;5.3815;5.3598;2.9963
09-01-00 04:00;10.251;9.2744;8.057;7.9102;7.0849;6.2793;5.9469;4.4472;4.8891;5.804;5.5277;5.3852;5.3634;3.0015
09-01-00 05:00;10.262;9.2805;8.0634;7.916;7.0887;6.2826;5.9499;4.4525;4.8936;5.8067;5.5309;5.3889;5.3671;3.0066
09-01-00 06:00;10.274;9.2866;8.0697;7.9217;7.0924;6.2859;5.9529;4.4579;4.8981;5.8093;5.534;5.3926;5.3707;3.0117
09-01-00 07:00;10.286;9.2927;8.076;7.9274;7.0962;6.2892;5.9559;4.4632;4.9026;5.812;5.5372;5.3964;5.3744;3.0167
09-01-00 08:00;10.298;9.2987;8.0824;7.9331;7.1;6.2925;5.9589;4.4686;4.9071;5.8147;5.5403;5.4002;5.3781;3.0217
09-01-00 09:00;10.31;9.3048;8.0887;7.9388;7.1038;6.2958;5.9619;4.4739;4.9116;5.8173;5.5435;5.4039;5.3818;3.0267
09-01-00 10:00;10.322;9.3109;8.095;7.9445;7.1076;6.2991;5.9649;4.4793;4.916;5.82;5.5466;5.4077;5.3855;3.0317
09-01-00 11:00;10.334;9.317;8.1014;7.9502;7.1115;6.3024;5.9679;4.4847;4.9204;5.8226;5.5498;5.4115;5.3892;3.0367
09-01-00 12:00;10.346;9.3231;8.1078;7.956;7.1153;6.3056;5.9709;4.4901;4.9248;5.8253;5.553;5.4153;5.3929;3.0417
09-01-00 13:00;10.358;9.3293;8.1142;7.9617;7.1192;6.3089;5.9739;4.4956;4.9292;5.8279;5.5562;5.4191;5.3966;3.0466
09-01-00 14:00;10.371;9.3354;8.1207;7.9676;7.1231;6.3123;5.977;4.5011;4.9336;5.8306;5.5594;5.4229;5.4004;3.0515
09-01-00 15:00;10.383;9.3416;8.1272;7.9734;7.127;6.3156;5.98;4.5066;4.938;5.8333;5.5627;5.4268;5.4042;3.0565
09-01-00 16:00;10.395;9.3477;8.1338;7.9793;7.131;6.319;5.9831;4.5122;4.9423;5.836;5.566;5.4307;5.408;3.0614
09-01-00 17:00;10.408;9.3539;8.1404;7.9853;7.135;6.3224;5.9862;4.5178;4.9467;5.8387;5.5693;5.4346;5.4118;3.0663
09-01-00 18:00;10.42;9.36;8.147;7.9912;7.1391;6.3258;5.9893;4.5234;4.9511;5.8414;5.5726;5.4386;5.4157;3.0712
09-01-00 19:00;10.432;9.3662;8.1537;7.9972;7.1431;6.3292;5.9924;4.5291;4.9555;5.8442;5.576;5.4426;5.4196;3.0761
09-01-00 20:00;10.444;9.3723;8.1604;8.0033;7.1472;6.3327;5.9956;4.5348;4.9599;5.847;5.5794;5.4466;5.4235;3.0811
09-01-00 21:00;10.457;9.3784;8.1671;8.0094;7.1514;6.3362;5.9988;4.5406;4.9643;5.8498;5.5828;5.4507;5.4275;3.086
09-01-00 22:00;10.469;9.3845;8.1739;8.0155;7.1555;6.3397;6.002;4.5464;4.9687;5.8526;5.5862;5.4548;5.4315;3.091
09-01-00 23:00;10.481;9.3905;8.1807;8.0216;7.1597;6.3432;6.0052;4.5523;4.9731;5.8554;5.5897;5.459;5.4356;3.096
10-01-00 00:00;10.493;9.3965;8.1874;8.0277;7.1639;6.3467;6.0084;4.5582;4.9776;5.8583;5.5932;5.4632;5.4396;3.101
10-01-00 01:00;10.505;9.4025;8.1942;8.0339;7.1681;6.3503;6.0116;4.5642;4.982;5.8612;5.5968;5.4674;5.4438;3.1061
10-01-00 02:00;10.517;9.4085;8.201;8.04;7.1723;6.3538;6.0149;4.5702;4.9865;5.8641;5.6003;5.4717;5.4479;3.1111
10-01-00 03:00;10.53;9.4145;8.2078;8.0462;7.1765;6.3574;6.0182;4.5763;4.991;5.8669;5.6039;5.476;5.4521;3.1162
10-01-00 04:00;10.542;9.4205;8.2145;8.0524;7.1807;6.3609;6.0214;4.5825;4.9954;5.8698;5.6075;5.4803;5.4563;3.1213
10-01-00 05:00;10.555;9.4264;8.2213;8.0585;7.185;6.3645;6.0247;4.5887;4.9999;5.8728;5.6111;5.4847;5.4606;3.1265
10-01-00 06:00;10.568;9.4325;8.2281;8.0647;7.1893;6.3681;6.028;4.5949;5.0044;5.8757;5.6147;5.4891;5.4648;3.1316
10-01-00 07:00;10.581;9.4386;8.2349;8.0709;7.1936;6.3717;6.0314;4.6011;5.0089;5.8787;5.6184;5.4935;5.4692;3.1368
10-01-00 08:00;10.595;9.4447;8.2417;8.0772;7.198;6.3753;6.0347;4.6075;5.0135;5.8816;5.6221;5.498;5.4736;3.1419
10-01-00 09:00;10.609;9.4509;8.2487;8.0835;7.2024;6.379;6.0381;4.6139;5.018;5.8846;5.6259;5.5026;5.478;3.1471
10-01-00 10:00;10.624;9.4573;8.2556;8.0898;7.2068;6.3827;6.0415;4.6203;5.0226;5.8877;5.6297;5.5072;5.4825;3.1523
10-01-00 11:00;10.639;9.4637;8.2627;8.0963;7.2113;6.3864;6.0449;4.6269;5.0272;5.8907;5.6335;5.5118;5.487;3.1575
10-01-00 12:00;10.654;9.4703;8.2698;8.1028;7.2159;6.3902;6.0484;4.6335;5.0318;5.8938;5.6374;5.5165;5.4915;3.1627
10-01-00 13:00;10.671;9.4771;8.2771;8.1095;7.2205;6.394;6.0519;4.6401;5.0364;5.8969;5.6413;5.5213;5.4962;3.168
10-01-00 14:00;10.688;9.484;8.2846;8.1162;7.2252;6.3978;6.0555;4.6469;5.0411;5.9001;5.6453;5.5261;5.5009;3.1733
10-01-00 15:00;10.706;9.4912;8.2922;8.1232;7.23;6.4017;6.0591;4.6537;5.0458;5.9033;5.6494;5.531;5.5056;3.1786
10-01-00 16:00;10.725;9.4987;8.3;8.1304;7.2349;6.4057;6.0629;4.6606;5.0505;5.9066;5.6536;5.5361;5.5105;3.1839
10-01-00 17:00;10.746;9.5064;8.3081;8.1377;7.24;6.4099;6.0667;4.6676;5.0553;5.91;5.6579;5.5412;5.5154;3.1893
10-01-00 18:00;10.767;9.5146;8.3165;8.1454;7.2452;6.4141;6.0706;4.6747;5.0601;5.9135;5.6624;5.5464;5.5205;3.1947
10-01-00 19:00;10.79;9.5231;8.3251;8.1533;7.2506;6.4184;6.0747;4.6819;5.065;5.9171;5.6669;5.5518;5.5257;3.2001
10-01-00 20:00;10.813;9.532;8.3342;8.1615;7.2562;6.4229;6.0788;4.6893;5.07;5.9208;5.6716;5.5574;5.531;3.2056
10-01-00 21:00;10.836;9.5411;8.3435;8.17;7.262;6.4276;6.0832;4.6968;5.0751;5.9247;5.6765;5.5631;5.5366;3.2112
10-01-00 22:00;10.86;9.5506;8.3532;8.1789;7.2681;6.4325;6.0877;4.7045;5.0803;5.9288;5.6815;5.569;5.5422;3.2168
10-01-00 23:00;10.885;9.5604;8.3633;8.1881;7.2745;6.4376;6.0925;4.7124;5.0856;5.9331;5.6867;5.575;5.5481;3.2225
11-01-00 00:00;10.91;9.5704;8.3738;8.1977;7.2812;6.443;6.0976;4.7204;5.0911;5.9377;5.6922;5.5814;5.5542;3.2283
11-01-00 01:00;10.937;9.5808;8.3845;8.2076;7.2882;6.4486;6.1029;4.7288;5.0967;5.9424;5.6979;5.5879;5.5605;3.2342
11-01-00 02:00;10.964;9.5914;8.3957;8.2179;7.2955;6.4545;6.1084;4.7373;5.1026;5.9474;5.7039;5.5948;5.5672;3.2403
11-01-00 03:00;10.991;9.6024;8.4072;8.2285;7.3031;6.4606;6.1142;4.7462;5.1086;5.9526;5.7102;5.6021;5.5741;3.2464
11-01-00 04:00;11.018;9.6136;8.4192;8.2396;7.311;6.467;6.1203;4.7554;5.1149;5.9581;5.7168;5.6096;5.5814;3.2528
11-01-00 05:00;11.046;9.6251;8.4315;8.251;7.3193;6.4737;6.1266;4.7649;5.1214;5.9638;5.7238;5.6176;5.5891;3.2592
11-01-00 06:00;11.073;9.6367;8.4442;8.2628;7.3279;6.4806;6.1332;4.7747;5.1281;5.9697;5.7311;5.6259;5.5971;3.2659
11-01-00 07:00;11.1;9.6484;8.4572;8.2749;7.3368;6.4878;6.1401;4.7849;5.1351;5.976;5.7388;5.6345;5.6054;3.2728
11-01-00 08:00;11.127;9.6601;8.4705;8.2873;7.3461;6.4954;6.1474;4.7955;5.1423;5.9826;5.7468;5.6436;5.6141;3.28
11-01-00 09:00;11.155;9.672;8.4839;8.2999;7.3556;6.5032;6.155;4.8064;5.1498;5.9895;5.7552;5.6531;5.6233;3.2874
11-01-00 10:00;11.182;9.6837;8.4976;8.3128;7.3654;6.5113;6.1629;4.8176;5.1576;5.9967;5.764;5.663;5.6328;3.2951
11-01-00 11:00;11.21;9.6952;8.5113;8.3257;7.3755;6.5197;6.1711;4.8292;5.1657;6.0042;5.7731;5.6732;5.6427;3.3031
11-01-00 12:00;11.237;9.7068;8.525;8.3387;7.3858;6.5283;6.1796;4.841;5.174;6.0121;5.7826;5.6839;5.6529;3.3114
11-01-00 13:00;11.265;9.7184;8.5387;8.3517;7.3962;6.5371;6.1884;4.8532;5.1825;6.0202;5.7924;5.6949;5.6635;3.3201
11-01-00 14:00;11.292;9.7302;8.5522;8.3647;7.4068;6.5461;6.1974;4.8656;5.1913;6.0286;5.8026;5.7063;5.6744;3.3291
11-01-00 15:00;11.319;9.7419;8.5658;8.3777;7.4175;6.5553;6.2067;4.8783;5.2003;6.0373;5.8131;5.7179;5.6856;3.3384
11-01-00 16:00;11.345;9.7537;8.5793;8.3907;7.4283;6.5647;6.2162;4.8911;5.2094;6.0463;5.8239;5.7298;5.6971;3.3482
11-01-00 17:00;11.371;9.7654;8.5927;8.4037;7.4392;6.5743;6.226;4.9041;5.2187;6.0556;5.835;5.7418;5.7087;3.3582
11-01-00 18:00;11.396;9.7771;8.606;8.4167;7.4502;6.5841;6.236;4.9172;5.2281;6.0652;5.8463;5.7541;5.7205;3.3687
11-01-00 19:00;11.42;9.7885;8.6192;8.4297;7.4613;6.5941;6.2463;4.9303;5.2376;6.0752;5.8578;5.7665;5.7325;3.3794
11-01-00 20:00;11.443;9.7998;8.6322;8.4426;7.4725;6.6043;6.2569;4.9435;5.2472;6.0854;5.8696;5.7791;5.7446;3.3905
11-01-00 21:00;11.466;9.8112;8.645;8.4553;7.4836;6.6147;6.2677;4.9567;5.2568;6.096;5.8815;5.7918;5.7568;3.4019
11-01-00 22:00;11.488;9.8228;8.6577;8.468;7.4948;6.6251;6.2787;4.9699;5.2666;6.1069;5.8936;5.8045;5.7691;3.4136
11-01-00 23:00;11.509;9.8345;8.6705;8.4808;7.506;6.6357;6.2898;4.9832;5.2763;6.118;5.9058;5.8173;5.7814;3.4256
12-01-00 00:00;11.53;9.8462;8.6832;8.4936;7.5173;6.6464;6.3011;4.9963;5.286;6.1294;5.9181;5.8302;5.7938;3.4378
12-01-00 01:00;11.549;9.8577;8.6959;8.5063;7.5287;6.6573;6.3126;5.0094;5.2958;6.1411;5.9306;5.8431;5.8062;3.4502
12-01-00 02:00;11.568;9.8691;8.7084;8.519;7.5401;6.6682;6.3243;5.0225;5.3056;6.153;5.9432;5.8561;5.8187;3.4628
12-01-00 03:00;11.587;9.8804;8.7208;8.5316;7.5514;6.6793;6.3361;5.0355;5.3154;6.1652;5.956;5.8692;5.8313;3.4756
12-01-00 04:00;11.605;9.8917;8.7329;8.544;7.5627;6.6905;6.3482;5.0484;5.3254;6.1776;5.9689;5.8823;5.844;3.4885
12-01-00 05:00;11.623;9.9029;8.745;8.5564;7.5739;6.7017;6.3604;5.0613;5.3355;6.1904;5.9819;5.8955;5.8567;3.5015
12-01-00 06:00;11.642;9.9142;8.7568;8.5688;7.585;6.7129;6.3727;5.0741;5.3456;6.2033;5.9951;5.9088;5.8695;3.5145
12-01-00 07:00;11.661;9.9256;8.7686;8.581;7.5961;6.7241;6.3851;5.0869;5.3559;6.2165;6.0083;5.9221;5.8823;3.5274
12-01-00 08:00;11.68;9.9371;8.7802;8.5931;7.607;6.7353;6.3977;5.0996;5.3663;6.2299;6.0216;5.9354;5.8951;3.5402
12-01-00 09:00;11.7;9.9487;8.7918;8.6052;7.6179;6.7466;6.4105;5.1123;5.3768;6.2436;6.035;5.9488;5.908;3.553
12-01-00 10:00;11.721;9.9606;8.8033;8.6173;7.6287;6.7578;6.4234;5.1249;5.3874;6.2576;6.0485;5.9621;5.9209;3.5657
12-01-00 11:00;11.743;9.9727;8.8148;8.6296;7.6395;6.7691;6.4364;5.1374;5.398;6.2717;6.062;5.9755;5.9339;3.5782
12-01-00 12:00;11.765;9.9851;8.8264;8.6419;7.6502;6.7804;6.4496;5.1498;5.4088;6.2861;6.0756;5.989;5.9469;3.5906
12-01-00 13:00;11.788;9.9979;8.8382;8.6544;7.6609;6.7917;6.4629;5.1621;5.4197;6.3008;6.0894;6.0025;5.9599;3.6027
12-01-00 14:00;11.812;10.011;8.85;8.6671;7.6716;6.8032;6.4765;5.1744;5.4307;6.3157;6.1032;6.016;5.973;3.6147
12-01-00 15:00;11.836;10.025;8.8621;8.6801;7.6823;6.8147;6.4902;5.1867;5.4417;6.3309;6.1172;6.0295;5.9861;3.6265
12-01-00 16:00;11.859;10.039;8.8745;8.6934;7.6932;6.8264;6.5042;5.199;5.4527;6.3464;6.1313;6.0432;5.9993;3.6382
12-01-00 17:00;11.882;10.053;8.887;8.707;7.7042;6.8383;6.5184;5.2113;5.464;6.3622;6.1455;6.0569;6.0126;3.6498
12-01-00 18:00;11.904;10.068;8.8999;8.7209;7.7155;6.8503;6.5327;5.2236;5.4754;6.3781;6.1602;6.071;6.0262;3.6612
12-01-00 19:00;11.925;10.083;8.9128;8.7351;7.7269;6.8625;6.5472;5.236;5.4871;6.3943;6.1753;6.0854;6.0402;3.6726
12-01-00 20:00;11.946;10.098;8.9257;8.7494;7.7384;6.8749;6.5622;5.2486;5.4991;6.4109;6.1906;6.1001;6.0544;3.684
12-01-00 21:00;11.966;10.113;8.9387;8.7637;7.75;6.8876;6.5775;5.2612;5.5113;6.4281;6.2063;6.1151;6.0689;3.6952
12-01-00 22:00;11.986;10.128;8.9515;8.7781;7.7616;6.9006;6.5933;5.2741;5.5239;6.4457;6.2224;6.1304;6.0837;3.7065
12-01-00 23:00;12.005;10.143;8.9642;8.7923;7.7734;6.9138;6.6094;5.2871;5.5367;6.4638;6.2387;6.146;6.0987;3.7178
13-01-00 00:00;12.023;10.158;8.9767;8.8063;7.7851;6.9273;6.626;5.3002;5.5498;6.4824;6.2554;6.1618;6.1141;3.7292
13-01-00 01:00;12.041;10.173;8.9889;8.82;7.7969;6.9411;6.6429;5.3135;5.5631;6.5014;6.2722;6.1777;6.1295;3.7406
13-01-00 02:00;12.059;10.188;9.0008;8.8335;7.8086;6.955;6.6601;5.327;5.5767;6.5208;6.2892;6.1938;6.1452;3.7521
13-01-00 03:00;12.078;10.203;9.0125;8.8467;7.8203;6.969;6.6774;5.3405;5.5905;6.5404;6.3064;6.2101;6.1611;3.7637
13-01-00 04:00;12.096;10.218;9.0239;8.8598;7.832;6.9832;6.6949;5.3542;5.6044;6.5603;6.3238;6.2265;6.1771;3.7755
13-01-00 05:00;12.116;10.232;9.0352;8.8727;7.8435;6.9974;6.7126;5.368;5.6185;6.5805;6.3412;6.243;6.1933;3.7873
13-01-00 06:00;12.136;10.247;9.0463;8.8853;7.855;7.0118;6.7304;5.3818;5.6328;6.6008;6.3587;6.2596;6.2095;3.7994
13-01-00 07:00;12.157;10.261;9.0572;8.8976;7.8664;7.0262;6.7483;5.3956;5.6471;6.6213;6.3763;6.2763;6.2258;3.8115
13-01-00 08:00;12.179;10.275;9.0679;8.9097;7.8777;7.0408;6.7663;5.4094;5.6615;6.6419;6.3938;6.2929;6.242;3.8239
13-01-00 09:00;12.201;10.29;9.0785;8.9217;7.889;7.0555;6.7845;5.4231;5.676;6.6626;6.4113;6.3095;6.2583;3.8363
13-01-00 10:00;12.225;10.304;9.0891;8.9336;7.9003;7.0704;6.8028;5.4368;5.6904;6.6835;6.4288;6.3261;6.2745;3.8488
13-01-00 11:00;12.25;10.319;9.0997;8.9455;7.9115;7.0853;6.8212;5.4504;5.7049;6.7045;6.4463;6.3427;6.2908;3.8613
13-01-00 12:00;12.275;10.335;9.1103;8.9574;7.9228;7.1004;6.8398;5.464;5.7194;6.7257;6.4637;6.3593;6.307;3.8739
