Time [yyyy-MM-dd HH:mm:ss];ObservationPoint4: Water level at (PanKan2_B_B_ 3058_477)_ Flow1D [m AD];ObservationPoint6: Water level at (Nederrijn1_ 502)_ Flow1D [m AD];ObservationPoint5: Water level at (IJssel01_ 0)_ Flow1D [m AD];50909ObsUS: Water level at (Waal2_B_A_A_A_ 6292_695)_ Flow1D [m AD];50906ObsUS: Water level at (Waal3_A_ 691_776)_ Flow1D [m AD];889.00_WA: Water level at (Waal3_B_B_A_ 200_736)_ Flow1D [m AD];905.00_WA: Water level at (Waal3_B_B_B_ 334_729)_ Flow1D [m AD];50922ObsUS: Water level at (Waal4_A_ 2996)_ Flow1D [m AD];50930ObsUS: Water level at (Waal5_A_ 4993)_ Flow1D [m AD];938.00_WA: Water level at (Waal5_B_B_A_ 721_827)_ Flow1D [m AD];946.00_WA: Water level at (Waal5_B_B_B_A_ 332_373)_ Flow1D [m AD];51021ObsUS: Water level at (Waal5_B_B_B_A_ 5597_94)_ Flow1D [m AD];953.00_WA: Water level at (Waal6_A_ 499)_ Flow1D [m AD];51043ObsUS: Water level at (Waal6_A_ 2732_459)_ Flow1D [m AD];956.00_WA: Water level at (Waal6_B_A_ 762_541)_ Flow1D [m AD];957.00_WA: Water level at (Waal6_B_B_A_ 704_149)_ Flow1D [m AD];960.00_WA: Water level at (Waal6_B_B_B_B_B_ 0)_ Flow1D [m AD]
10-01-00 09:00;12.198;12.13;12.198;12.69;12.315;12.099;10.161;8.7115;6.611;5.6763;4.107;3.4364;3.1862;2.891;2.7745;2.615;2.2872
10-01-00 10:00;12.223;12.155;12.223;12.72;12.341;12.123;10.174;8.7296;6.6368;5.7072;4.1274;3.4559;3.2037;2.9126;2.7959;2.6344;2.3054
10-01-00 11:00;12.25;12.182;12.25;12.75;12.366;12.147;10.187;8.7479;6.6622;5.7384;4.1478;3.4752;3.2211;2.9345;2.8178;2.6543;2.324
10-01-00 12:00;12.278;12.21;12.278;12.78;12.392;12.172;10.201;8.7666;6.6872;5.7699;4.1683;3.4944;3.2385;2.9566;2.84;2.6744;2.3429
10-01-00 13:00;12.308;12.24;12.308;12.809;12.417;12.196;10.214;8.7854;6.7118;5.8015;4.189;3.5136;3.2561;2.979;2.8626;2.6951;2.3622
10-01-00 14:00;12.341;12.272;12.341;12.837;12.442;12.219;10.227;8.8044;6.736;5.8333;4.2098;3.5329;3.2738;3.0017;2.8858;2.7162;2.3819
10-01-00 15:00;12.377;12.307;12.377;12.865;12.465;12.243;10.241;8.8238;6.7598;5.8651;4.2307;3.5521;3.2916;3.0248;2.9093;2.7378;2.402
10-01-00 16:00;12.414;12.344;12.414;12.892;12.488;12.267;10.255;8.8436;6.7834;5.8957;4.2518;3.5713;3.3097;3.0482;2.9335;2.76;2.4226
10-01-00 17:00;12.454;12.383;12.454;12.919;12.511;12.29;10.268;8.8637;6.8069;5.9253;4.2729;3.5907;3.3279;3.0721;2.9581;2.7827;2.4434
10-01-00 18:00;12.494;12.423;12.494;12.945;12.532;12.314;10.282;8.8843;6.83;5.9541;4.294;3.61;3.3462;3.0964;2.9832;2.806;2.4647
10-01-00 19:00;12.534;12.463;12.534;12.971;12.554;12.338;10.296;8.9053;6.8528;5.9819;4.3152;3.6294;3.3646;3.1211;3.0083;2.8296;2.4863
10-01-00 20:00;12.574;12.503;12.574;12.997;12.575;12.361;10.311;8.9268;6.8755;6.0083;4.3364;3.6489;3.3834;3.1461;3.0337;2.8536;2.5082
10-01-00 21:00;12.61;12.539;12.61;13.023;12.596;12.385;10.326;8.9487;6.8982;6.0334;4.3575;3.6684;3.4025;3.1713;3.0591;2.8779;2.5304
10-01-00 22:00;12.65;12.578;12.65;13.049;12.617;12.409;10.341;8.9714;6.921;6.0574;4.3785;3.6879;3.4219;3.1967;3.0847;2.9022;2.5527
10-01-00 23:00;12.692;12.618;12.692;13.074;12.637;12.434;10.357;8.9947;6.9441;6.0804;4.3994;3.7076;3.4419;3.2222;3.1102;2.9264;2.5751
11-01-00 00:00;12.734;12.658;12.734;13.099;12.657;12.457;10.372;9.0186;6.9675;6.1027;4.4203;3.7273;3.4625;3.2479;3.1357;2.9506;2.5975
11-01-00 01:00;12.775;12.697;12.775;13.125;12.677;12.481;10.389;9.0429;6.991;6.1241;4.4414;3.7471;3.4836;3.2736;3.1611;2.9747;2.62
11-01-00 02:00;12.816;12.736;12.816;13.151;12.697;12.505;10.405;9.0677;7.0146;6.1447;4.4626;3.7669;3.5052;3.2996;3.1865;2.9988;2.6426
11-01-00 03:00;12.855;12.775;12.855;13.177;12.717;12.53;10.422;9.0929;7.0382;6.1647;4.4841;3.7867;3.5272;3.3257;3.212;3.0229;2.6653
11-01-00 04:00;12.894;12.813;12.894;13.204;12.737;12.555;10.44;9.1184;7.0619;6.1839;4.5059;3.8065;3.5499;3.352;3.2376;3.047;2.6881
11-01-00 05:00;12.932;12.85;12.932;13.23;12.757;12.58;10.458;9.1443;7.0856;6.2025;4.5278;3.8263;3.5732;3.3784;3.263;3.071;2.7109
11-01-00 06:00;12.969;12.886;12.969;13.256;12.778;12.605;10.476;9.1706;7.1097;6.2206;4.5499;3.8462;3.5973;3.4049;3.2885;3.095;2.7337
11-01-00 07:00;13.005;12.922;13.005;13.281;12.798;12.63;10.495;9.1974;7.1343;6.2383;4.5725;3.8664;3.6222;3.4316;3.314;3.119;2.7563
11-01-00 08:00;13.042;12.959;13.042;13.306;12.819;12.656;10.515;9.2247;7.1592;6.2558;4.5957;3.8871;3.6476;3.4583;3.3395;3.1429;2.7789
11-01-00 09:00;13.077;12.996;13.077;13.331;12.841;12.683;10.536;9.2525;7.1845;6.2731;4.6196;3.9083;3.6735;3.4853;3.365;3.1669;2.8015
11-01-00 10:00;13.112;13.032;13.112;13.356;12.863;12.71;10.557;9.2807;7.21;6.2903;4.6442;3.9301;3.7001;3.5124;3.3906;3.1909;2.824
11-01-00 11:00;13.146;13.069;13.146;13.381;12.885;12.737;10.58;9.3093;7.2358;6.3074;4.6695;3.9527;3.7274;3.54;3.4164;3.2152;2.8466
11-01-00 12:00;13.179;13.105;13.179;13.407;12.909;12.766;10.602;9.338;7.2619;6.3246;4.6957;3.9762;3.7554;3.5679;3.4425;3.2398;2.8691
11-01-00 13:00;13.212;13.14;13.212;13.432;12.932;12.795;10.626;9.3669;7.2883;6.3418;4.723;4.0005;3.7841;3.5961;3.4687;3.2644;2.8917
11-01-00 14:00;13.242;13.174;13.242;13.458;12.957;12.824;10.649;9.3959;7.3146;6.3589;4.7513;4.0259;3.8134;3.6245;3.4952;3.2892;2.9144
11-01-00 15:00;13.272;13.207;13.272;13.484;12.981;12.852;10.673;9.4251;7.341;6.376;4.7804;4.0522;3.843;3.6528;3.5219;3.3141;2.9373
11-01-00 16:00;13.3;13.238;13.3;13.51;13.007;12.881;10.697;9.4543;7.3675;6.3933;4.81;4.0791;3.8727;3.6809;3.5482;3.3385;2.9596
11-01-00 17:00;13.327;13.268;13.327;13.537;13.033;12.91;10.721;9.4838;7.3941;6.4108;4.8402;4.1065;3.9022;3.7086;3.5742;3.3625;2.9815
11-01-00 18:00;13.352;13.296;13.352;13.564;13.059;12.939;10.746;9.5138;7.4207;6.4286;4.8712;4.1347;3.9317;3.7361;3.6;3.3861;3.0032
11-01-00 19:00;13.376;13.322;13.376;13.592;13.086;12.969;10.771;9.5445;7.4473;6.4467;4.9031;4.1639;3.9615;3.7638;3.626;3.41;3.0249
11-01-00 20:00;13.398;13.347;13.398;13.621;13.113;12.998;10.796;9.5758;7.4738;6.465;4.9357;4.194;3.9917;3.7918;3.6523;3.4341;3.0469
11-01-00 21:00;13.419;13.369;13.419;13.649;13.14;13.027;10.821;9.6076;7.5006;6.4838;4.9687;4.225;4.0221;3.82;3.6788;3.4585;3.0691
11-01-00 22:00;13.439;13.391;13.439;13.678;13.168;13.057;10.846;9.639;7.5276;6.5032;5.0017;4.2568;4.0528;3.8485;3.7056;3.4832;3.0915
11-01-00 23:00;13.459;13.413;13.459;13.706;13.196;13.086;10.871;9.6697;7.5552;6.5234;5.0352;4.2893;4.0837;3.8772;3.7325;3.508;3.114
12-01-00 00:00;13.478;13.434;13.478;13.735;13.224;13.115;10.895;9.7001;7.5832;6.5448;5.0696;4.3223;4.1147;3.9062;3.7597;3.533;3.1366
12-01-00 01:00;13.498;13.455;13.498;13.764;13.253;13.145;10.92;9.7302;7.6114;6.5677;5.1046;4.356;4.1461;3.9355;3.7873;3.5584;3.1596
12-01-00 02:00;13.518;13.475;13.518;13.793;13.283;13.175;10.946;9.7602;7.6392;6.5916;5.14;4.3901;4.1778;3.9653;3.8153;3.5842;3.1831
12-01-00 03:00;13.538;13.497;13.538;13.821;13.312;13.206;10.971;9.79;7.6672;6.6164;5.1753;4.4242;4.2096;3.9953;3.8435;3.6101;3.2069
12-01-00 04:00;13.56;13.519;13.56;13.848;13.343;13.236;10.997;9.8199;7.6953;6.6423;5.2104;4.4581;4.2414;4.0252;3.8716;3.636;3.2308
12-01-00 05:00;13.582;13.542;13.582;13.875;13.373;13.267;11.023;9.8498;7.7238;6.6692;5.2452;4.4918;4.2729;4.0549;3.8996;3.6618;3.2546
12-01-00 06:00;13.606;13.565;13.606;13.901;13.403;13.297;11.049;9.8798;7.7529;6.6974;5.2799;4.5251;4.3043;4.0844;3.9273;3.6873;3.2782
12-01-00 07:00;13.63;13.589;13.63;13.928;13.433;13.327;11.075;9.9101;7.7824;6.7268;5.3145;4.5582;4.3354;4.1137;3.9547;3.7124;3.3015
12-01-00 08:00;13.655;13.614;13.655;13.954;13.464;13.358;11.102;9.9404;7.8125;6.7574;5.3491;4.5914;4.3667;4.1431;3.9822;3.7374;3.3245
12-01-00 09:00;13.68;13.638;13.68;13.981;13.495;13.389;11.129;9.9707;7.843;6.7893;5.3837;4.6247;4.3982;4.1726;4.0098;3.7626;3.3477
12-01-00 10:00;13.706;13.664;13.706;14.007;13.527;13.42;11.156;10.001;7.8741;6.8221;5.4181;4.6577;4.4295;4.202;4.0375;3.7879;3.3709
12-01-00 11:00;13.732;13.689;13.732;14.035;13.558;13.452;11.184;10.032;7.9056;6.8551;5.4518;4.6901;4.4602;4.231;4.0648;3.813;3.3938
12-01-00 12:00;13.759;13.715;13.759;14.062;13.59;13.484;11.212;10.063;7.9373;6.8883;5.4851;4.7221;4.4905;4.2596;4.0919;3.8378;3.4164
12-01-00 13:00;13.785;13.74;13.785;14.091;13.623;13.516;11.24;10.095;7.9694;6.922;5.5183;4.7536;4.5204;4.2878;4.1186;3.8624;3.4386
12-01-00 14:00;13.81;13.766;13.81;14.12;13.656;13.549;11.268;10.127;8.002;6.956;5.5515;4.7851;4.5502;4.316;4.1452;3.887;3.4608
12-01-00 15:00;13.832;13.788;13.832;14.15;13.69;13.583;11.297;10.159;8.0352;6.9904;5.5847;4.8165;4.58;4.3441;4.1717;3.9117;3.483
12-01-00 16:00;13.852;13.81;13.852;14.181;13.725;13.618;11.327;10.192;8.069;7.0251;5.6178;4.8479;4.6097;4.3722;4.1982;3.9366;3.5052
12-01-00 17:00;13.871;13.83;13.871;14.215;13.761;13.654;11.357;10.225;8.1033;7.0598;5.6508;4.8794;4.6395;4.4003;4.2248;3.9616;3.5275
12-01-00 18:00;13.89;13.849;13.89;14.25;13.798;13.69;11.388;10.26;8.1381;7.0947;5.6838;4.9108;4.6692;4.4284;4.2514;3.9868;3.5498
12-01-00 19:00;13.908;13.868;13.908;14.287;13.835;13.727;11.419;10.295;8.1736;7.1299;5.717;4.9424;4.6991;4.4567;4.2781;4.0123;3.5723
12-01-00 20:00;13.926;13.887;13.926;14.325;13.873;13.765;11.451;10.33;8.2099;7.1655;5.7506;4.9743;4.7293;4.4853;4.3051;4.0382;3.595
12-01-00 21:00;13.944;13.906;13.944;14.364;13.912;13.803;11.483;10.367;8.2469;7.2016;5.7846;5.0065;4.7598;4.5142;4.3324;4.0646;3.6181
12-01-00 22:00;13.963;13.925;13.963;14.403;13.951;13.842;11.516;10.404;8.2847;7.2382;5.8191;5.0393;4.7907;4.5437;4.3601;4.0915;3.6416
12-01-00 23:00;13.981;13.944;13.981;14.444;13.99;13.881;11.55;10.441;8.3233;7.2755;5.8543;5.0726;4.8222;4.5735;4.3882;4.1189;3.6653
13-01-00 00:00;14;13.963;14;14.485;14.03;13.921;11.584;10.479;8.3626;7.3133;5.89;5.1063;4.854;4.6038;4.4167;4.1469;3.6892
13-01-00 01:00;14.02;13.983;14.02;14.527;14.07;13.96;11.619;10.518;8.4027;7.3516;5.9262;5.1406;4.8864;4.6346;4.4456;4.1754;3.7135
13-01-00 02:00;14.041;14.004;14.041;14.572;14.111;14.002;11.654;10.557;8.4436;7.3906;5.963;5.1754;4.9192;4.6658;4.475;4.2046;3.7382
13-01-00 03:00;14.063;14.027;14.063;14.621;14.157;14.047;11.69;10.598;8.4852;7.4301;6.0003;5.2108;4.9526;4.6976;4.5049;4.2345;3.7634
13-01-00 04:00;14.085;14.05;14.085;14.672;14.204;14.094;11.728;10.639;8.5276;7.4703;6.0382;5.2468;4.9866;4.7299;4.5352;4.265;3.7891
13-01-00 05:00;14.109;14.074;14.109;14.723;14.253;14.142;11.767;10.682;8.5712;7.5113;6.0768;5.2833;5.0211;4.7627;4.5661;4.2963;3.8154
13-01-00 06:00;14.133;14.098;14.133;14.773;14.301;14.19;11.807;10.727;8.6162;7.5535;6.1163;5.3208;5.0564;4.7964;4.5977;4.3281;3.8422
13-01-00 07:00;14.157;14.123;14.157;14.822;14.349;14.238;11.849;10.773;8.6627;7.597;6.157;5.3594;5.0929;4.8311;4.6304;4.3609;3.8698
13-01-00 08:00;14.182;14.148;14.182;14.871;14.396;14.285;11.891;10.82;8.7105;7.6419;6.1989;5.3992;5.1305;4.8671;4.6642;4.3945;3.8981
13-01-00 09:00;14.207;14.174;14.207;14.919;14.442;14.332;11.934;10.868;8.7597;7.688;6.2421;5.4404;5.1695;4.9043;4.6993;4.4293;3.9274
13-01-00 10:00;14.232;14.199;14.232;14.966;14.489;14.378;11.979;10.916;8.8096;7.7353;6.2867;5.4831;5.2098;4.9429;4.7357;4.4651;3.9576
13-01-00 11:00;14.257;14.225;14.257;15.013;14.535;14.425;12.024;10.963;8.8598;7.7832;6.3323;5.527;5.2514;4.9828;4.7734;4.5019;3.9886
13-01-00 12:00;14.283;14.251;14.283;15.059;14.581;14.471;12.07;11.01;8.91;7.8313;6.3786;5.5719;5.294;5.0238;4.8121;4.5396;4.0204
13-01-00 13:00;14.308;14.277;14.308;15.104;14.626;14.516;12.117;11.059;8.9598;7.8795;6.4253;5.6175;5.3374;5.0656;4.8517;4.5779;4.0527
13-01-00 14:00;14.335;14.304;14.335;15.149;14.671;14.561;12.164;11.108;9.0094;7.9275;6.4721;5.6634;5.3812;5.1079;4.8918;4.6164;4.0853
13-01-00 15:00;14.362;14.332;14.362;15.193;14.715;14.605;12.211;11.157;9.0592;7.9757;6.5192;5.7097;5.4253;5.1506;4.9324;4.655;4.118
13-01-00 16:00;14.391;14.361;14.391;15.237;14.758;14.649;12.258;11.207;9.109;8.0238;6.5664;5.7562;5.4697;5.1937;4.9734;4.6938;4.1509
13-01-00 17:00;14.42;14.391;14.42;15.281;14.802;14.693;12.305;11.256;9.159;8.0721;6.614;5.8031;5.5145;5.2372;5.0149;4.7327;4.1839
13-01-00 18:00;14.45;14.422;14.45;15.325;14.845;14.737;12.352;11.305;9.2089;8.1205;6.6617;5.8503;5.5596;5.2811;5.0568;4.7718;4.2171
13-01-00 19:00;14.481;14.453;14.481;15.37;14.888;14.78;12.398;11.354;9.2588;8.1689;6.7096;5.8976;5.605;5.3256;5.0994;4.8113;4.2505
13-01-00 20:00;14.513;14.485;14.513;15.414;14.932;14.824;12.445;11.403;9.3086;8.2173;6.7569;5.9437;5.649;5.3692;5.1419;4.8521;4.2867
13-01-00 21:00;14.546;14.518;14.546;15.459;14.976;14.868;12.491;11.452;9.3582;8.2653;6.8032;5.9885;5.6915;5.4111;5.1829;4.8912;4.3218
13-01-00 22:00;14.579;14.553;14.579;15.504;15.02;14.912;12.538;11.501;9.4076;8.3128;6.8486;6.0319;5.7326;5.4516;5.2219;4.9285;4.3548
13-01-00 23:00;14.615;14.587;14.615;15.549;15.063;14.956;12.584;11.549;9.4567;8.3598;6.8932;6.0745;5.7729;5.4911;5.2598;4.9651;4.387
14-01-00 00:00;14.654;14.624;14.654;15.593;15.107;15;12.63;11.598;9.5053;8.4064;6.9373;6.1165;5.8126;5.5302;5.2972;5.0013;4.4188
14-01-00 01:00;14.695;14.662;14.695;15.637;15.15;15.043;12.676;11.646;9.5536;8.4526;6.9809;6.158;5.8518;5.5688;5.3343;5.0371;4.4503
14-01-00 02:00;14.735;14.699;14.735;15.676;15.189;15.083;12.722;11.693;9.6015;8.4985;7.0242;6.1992;5.8907;5.6071;5.371;5.0727;4.4816
14-01-00 03:00;14.772;14.734;14.772;15.712;15.226;15.12;12.766;11.74;9.6489;8.544;7.0671;6.24;5.9292;5.6452;5.4074;5.108;4.5128
14-01-00 04:00;14.808;14.768;14.808;15.745;15.259;15.154;12.808;11.785;9.6953;8.5888;7.1095;6.2804;5.9674;5.6829;5.4436;5.1431;4.5438
14-01-00 05:00;14.83;14.79;14.83;15.776;15.291;15.186;12.848;11.828;9.7403;8.6324;7.1512;6.3203;6.0051;5.7202;5.4794;5.1778;4.5745
14-01-00 06:00;14.845;14.805;14.845;15.805;15.32;15.216;12.886;11.87;9.7838;8.6748;7.1919;6.3594;6.0421;5.7568;5.5145;5.2119;4.6047
14-01-00 07:00;14.858;14.817;14.858;15.832;15.348;15.244;12.923;11.91;9.8257;8.7158;7.2313;6.3974;6.0782;5.7925;5.5487;5.2452;4.6342
14-01-00 08:00;14.868;14.826;14.868;15.857;15.374;15.27;12.957;11.947;9.8661;8.7552;7.2695;6.4344;6.1131;5.8272;5.582;5.2776;4.6629
14-01-00 09:00;14.87;14.829;14.87;15.88;15.398;15.295;12.989;11.983;9.9047;8.7932;7.3063;6.4701;6.1469;5.8607;5.6142;5.3089;4.6908
14-01-00 10:00;14.874;14.836;14.874;15.902;15.42;15.318;13.02;12.017;9.9415;8.8294;7.3416;6.5045;6.1796;5.8929;5.6454;5.3391;4.7177
14-01-00 11:00;14.889;14.852;14.889;15.924;15.442;15.34;13.049;12.048;9.9765;8.864;7.3755;6.5375;6.2109;5.9239;5.6756;5.3681;4.7434
14-01-00 12:00;14.911;14.87;14.911;15.944;15.463;15.361;13.076;12.079;10.01;8.897;7.4078;6.5691;6.2409;5.9535;5.7045;5.3959;4.7682
14-01-00 13:00;14.924;14.879;14.924;15.964;15.483;15.381;13.102;12.107;10.041;8.9282;7.4385;6.5992;6.2695;5.9818;5.7321;5.4225;4.7919
14-01-00 14:00;14.931;14.885;14.931;15.983;15.502;15.4;13.127;12.134;10.071;8.9579;7.4677;6.6278;6.2967;6.0088;5.7583;5.4478;4.8145
14-01-00 15:00;14.938;14.892;14.938;16.001;15.521;15.419;13.15;12.16;10.1;8.9861;7.4955;6.6551;6.3226;6.0344;5.7833;5.4719;4.836
14-01-00 16:00;14.947;14.9;14.947;16.02;15.539;15.438;13.173;12.185;10.127;9.013;7.5219;6.681;6.3472;6.0588;5.8071;5.4948;4.8564
14-01-00 17:00;14.958;14.91;14.958;16.038;15.557;15.456;13.195;12.209;10.153;9.0386;7.5471;6.7056;6.3707;6.082;5.8298;5.5166;4.876
14-01-00 18:00;14.969;14.92;14.969;16.055;15.575;15.474;13.217;12.232;10.178;9.0631;7.5711;6.7291;6.393;6.1041;5.8513;5.5374;4.8946
14-01-00 19:00;14.981;14.93;14.981;16.073;15.593;15.492;13.237;12.255;10.201;9.0866;7.5941;6.7516;6.4143;6.1253;5.872;5.5573;4.9123
14-01-00 20:00;14.993;14.941;14.993;16.09;15.61;15.509;13.257;12.276;10.224;9.1092;7.6161;6.7731;6.4348;6.1455;5.8917;5.5764;4.9294
14-01-00 21:00;15.006;14.952;15.006;16.107;15.627;15.527;13.277;12.297;10.247;9.131;7.6373;6.7938;6.4544;6.165;5.9107;5.5947;4.9458
14-01-00 22:00;15.018;14.964;15.018;16.124;15.644;15.544;13.297;12.318;10.268;9.152;7.6578;6.8138;6.4734;6.1837;5.929;5.6123;4.9616
14-01-00 23:00;15.031;14.975;15.031;16.141;15.661;15.561;13.316;12.338;10.289;9.1724;7.6777;6.8331;6.4917;6.2019;5.9467;5.6294;4.9769
15-01-00 00:00;15.045;14.987;15.045;16.157;15.677;15.577;13.334;12.357;10.309;9.1923;7.6969;6.8518;6.5094;6.2195;5.9639;5.646;4.9917
15-01-00 01:00;15.058;14.999;15.058;16.174;15.694;15.594;13.353;12.377;10.329;9.2116;7.7157;6.87;6.5267;6.2365;5.9806;5.6621;5.0061
15-01-00 02:00;15.071;15.01;15.071;16.188;15.709;15.609;13.371;12.396;10.348;9.2305;7.734;6.8877;6.5435;6.2532;5.9969;5.6778;5.0202
15-01-00 03:00;15.085;15.022;15.085;16.2;15.722;15.622;13.387;12.414;10.367;9.2489;7.7519;6.905;6.5599;6.2694;6.0127;5.6931;5.0339
15-01-00 04:00;15.098;15.033;15.098;16.212;15.734;15.634;13.403;12.431;10.386;9.2668;7.7693;6.9219;6.576;6.2853;6.0283;5.7081;5.0474
15-01-00 05:00;15.11;15.044;15.11;16.223;15.745;15.646;13.418;12.447;10.403;9.284;7.7862;6.9383;6.5915;6.3007;6.0434;5.7227;5.0605
15-01-00 06:00;15.122;15.055;15.122;16.233;15.755;15.656;13.432;12.462;10.419;9.3003;7.8023;6.9541;6.6065;6.3156;6.058;5.7368;5.0731
15-01-00 07:00;15.134;15.065;15.134;16.242;15.765;15.667;13.445;12.477;10.435;9.3159;7.8177;6.9692;6.6209;6.3299;6.072;5.7503;5.0853
15-01-00 08:00;15.145;15.074;15.145;16.251;15.775;15.676;13.458;12.49;10.45;9.3306;7.8324;6.9836;6.6345;6.3434;6.0853;5.7632;5.0969
15-01-00 09:00;15.155;15.084;15.155;16.26;15.784;15.685;13.469;12.503;10.464;9.3446;7.8462;6.9972;6.6475;6.3563;6.098;5.7755;5.1079
15-01-00 10:00;15.166;15.093;15.166;16.269;15.793;15.694;13.481;12.515;10.477;9.3578;7.8594;7.0101;6.6597;6.3685;6.11;5.7871;5.1184
15-01-00 11:00;15.176;15.101;15.176;16.277;15.801;15.703;13.491;12.527;10.49;9.3703;7.8718;7.0223;6.6714;6.3801;6.1213;5.7981;5.1283
15-01-00 12:00;15.186;15.11;15.186;16.285;15.809;15.711;13.501;12.538;10.502;9.3821;7.8836;7.0339;6.6824;6.391;6.1321;5.8086;5.1377
15-01-00 13:00;15.195;15.118;15.195;16.293;15.817;15.719;13.511;12.549;10.513;9.3934;7.8947;7.0449;6.6928;6.4014;6.1423;5.8185;5.1467
15-01-00 14:00;15.205;15.126;15.205;16.3;15.825;15.727;13.52;12.559;10.524;9.4041;7.9053;7.0553;6.7027;6.4113;6.152;5.8279;5.1551
15-01-00 15:00;15.214;15.135;15.214;16.308;15.833;15.734;13.53;12.568;10.534;9.4143;7.9154;7.0652;6.7122;6.4207;6.1613;5.8369;5.1632
15-01-00 16:00;15.222;15.143;15.222;16.315;15.84;15.742;13.538;12.578;10.544;9.4241;7.925;7.0747;6.7212;6.4297;6.1701;5.8454;5.1709
15-01-00 17:00;15.229;15.15;15.229;16.322;15.847;15.749;13.547;12.587;10.553;9.4334;7.9342;7.0837;6.7298;6.4383;6.1785;5.8536;5.1783
15-01-00 18:00;15.236;15.157;15.236;16.329;15.854;15.756;13.555;12.595;10.563;9.4424;7.943;7.0924;6.738;6.4465;6.1866;5.8614;5.1853
15-01-00 19:00;15.243;15.164;15.243;16.336;15.861;15.763;13.563;12.604;10.571;9.4511;7.9515;7.1006;6.7459;6.4544;6.1943;5.8689;5.1921
15-01-00 20:00;15.249;15.17;15.249;16.342;15.868;15.77;13.571;12.612;10.58;9.4594;7.9596;7.1086;6.7535;6.4619;6.2018;5.8761;5.1986
15-01-00 21:00;15.256;15.177;15.256;16.349;15.874;15.776;13.578;12.62;10.588;9.4674;7.9674;7.1163;6.7608;6.4692;6.2089;5.8831;5.2049
15-01-00 22:00;15.262;15.183;15.262;16.355;15.88;15.783;13.585;12.628;10.596;9.4752;7.975;7.1237;6.7679;6.4763;6.2158;5.8898;5.2109
15-01-00 23:00;15.268;15.189;15.268;16.361;15.887;15.789;13.593;12.635;10.604;9.4828;7.9823;7.1309;6.7747;6.4831;6.2225;5.8963;5.2167
16-01-00 00:00;15.274;15.195;15.274;16.368;15.893;15.795;13.599;12.642;10.611;9.4901;7.9894;7.1379;6.7813;6.4897;6.229;5.9025;5.2224
16-01-00 01:00;15.28;15.201;15.28;16.373;15.899;15.801;13.606;12.65;10.619;9.4972;7.9963;7.1446;6.7877;6.496;6.2352;5.9086;5.2279
16-01-00 02:00;15.285;15.206;15.285;16.377;15.903;15.806;13.613;12.657;10.626;9.5041;8.003;7.1511;6.7939;6.5022;6.2413;5.9145;5.2332
16-01-00 03:00;15.289;15.21;15.289;16.38;15.907;15.809;13.619;12.663;10.633;9.5108;8.0095;7.1575;6.8;6.5083;6.2472;5.9203;5.2384
16-01-00 04:00;15.292;15.213;15.292;16.382;15.909;15.812;13.623;12.669;10.639;9.5172;8.0158;7.1637;6.8059;6.5141;6.253;5.9258;5.2434
16-01-00 05:00;15.294;15.215;15.294;16.383;15.911;15.813;13.628;12.674;10.645;9.5232;8.0217;7.1695;6.8115;6.5197;6.2585;5.9312;5.2483
16-01-00 06:00;15.296;15.217;15.296;16.383;15.912;15.815;13.631;12.678;10.65;9.5285;8.0272;7.175;6.8167;6.5249;6.2636;5.9362;5.2528
16-01-00 07:00;15.297;15.218;15.297;16.384;15.912;15.815;13.634;12.681;10.655;9.5333;8.0321;7.18;6.8215;6.5297;6.2683;5.9407;5.257
16-01-00 08:00;15.297;15.219;15.297;16.383;15.912;15.815;13.636;12.684;10.658;9.5374;8.0364;7.1845;6.8258;6.534;6.2726;5.9449;5.2607
16-01-00 09:00;15.298;15.219;15.298;16.383;15.912;15.815;13.637;12.686;10.662;9.541;8.0402;7.1884;6.8295;6.5378;6.2763;5.9485;5.2641
16-01-00 10:00;15.298;15.219;15.298;16.382;15.911;15.814;13.638;12.688;10.664;9.5439;8.0434;7.1917;6.8328;6.541;6.2795;5.9517;5.2669
16-01-00 11:00;15.298;15.219;15.298;16.38;15.91;15.813;13.639;12.689;10.666;9.5463;8.0461;7.1946;6.8355;6.5438;6.2823;5.9543;5.2694
16-01-00 12:00;15.297;15.219;15.297;16.379;15.909;15.812;13.639;12.69;10.668;9.5482;8.0483;7.1969;6.8378;6.5461;6.2845;5.9565;5.2714
16-01-00 13:00;15.297;15.218;15.297;16.377;15.908;15.811;13.639;12.69;10.669;9.5496;8.05;7.1988;6.8396;6.5479;6.2863;5.9583;5.273
16-01-00 14:00;15.296;15.217;15.296;16.376;15.906;15.809;13.639;12.69;10.67;9.5506;8.0513;7.2002;6.841;6.5493;6.2877;5.9597;5.2743
16-01-00 15:00;15.295;15.216;15.295;16.374;15.904;15.808;13.638;12.69;10.67;9.5512;8.0521;7.2012;6.842;6.5503;6.2887;5.9607;5.2752
16-01-00 16:00;15.294;15.215;15.294;16.372;15.902;15.806;13.637;12.689;10.67;9.5514;8.0526;7.2018;6.8426;6.551;6.2894;5.9613;5.2758
16-01-00 17:00;15.292;15.214;15.292;16.369;15.9;15.804;13.635;12.688;10.67;9.5513;8.0528;7.2021;6.8429;6.5513;6.2897;5.9617;5.2762
16-01-00 18:00;15.291;15.212;15.291;16.367;15.898;15.802;13.634;12.687;10.669;9.5509;8.0527;7.2021;6.843;6.5513;6.2898;5.9617;5.2763
