Time [yyyy-MM-dd HH:mm:ss];odd_018: Water level at (Nederrijn2_A_ 0)_ Flow1D [m AD];882.00_NR: Water level at (Nederrijn2_B_B_A_ 149_703)_ Flow1D [m AD];886.00_NR: Water level at (Nederrijn2_B_B_B_A_ 2770_079)_ Flow1D [m AD];903.00_NR: Water level at (Nederrijn3_A_ 1004)_ Flow1D [m AD];909.00_NR: Water level at (Nederrijn4_A_ 1005)_ Flow1D [m AD];917.00_NR: Water level at (Nederrijn5_A_ 3014)_ Flow1D [m AD];EckenWiel: Water level at (Nederrijn5_B_A_ 870_737)_ Flow1D [m AD];931.00_LE: Water level at (Lek1_B_A_ 1177_909)_ Flow1D [m AD];941.00_LE: Water level at (Lek1_B_B_A_ 1192_286)_ Flow1D [m AD];944.00_LE: Water level at (Lek1_B_B_B_A_ 658_638)_ Flow1D [m AD];946.00_LE: Water level at (Lek1_B_B_B_B_ 565_87)_ Flow1D [m AD];949.00_LE: Water level at (Lek2_ 1505)_ Flow1D [m AD];951.00_LE: Water level at (Lek5_A_ 0)_ Flow1D [m AD];50983ObsUS: Water level at (Lek5_B_A_ 1036_231)_ Flow1D [m AD];Q-HagestbeSchoonh: Water level at (Lek5_B_B_A_ 5742_415)_ Flow1D [m AD];961.00_LE: Water level at (Lek5_B_B_B_ 718_746)_ Flow1D [m AD];972.00_LE: Water level at (Lek7_A_B_ 4715_827)_ Flow1D [m AD];978.00_LE: Water level at (Lek7_B_B_ 1192_65)_ Flow1D [m AD]
29-12-99 00:00;9.9381;9.761;9.2271;7.1652;6.3639;5.4271;5.1889;3.9495;2.8727;2.6161;2.4849;2.2609;-0.85;2.047;1.8181;1.7633;1.4457;1.3653
29-12-99 01:00;9.7806;9.5859;9.0723;7.1453;6.342;5.3467;5.1053;3.9081;2.837;2.5822;2.4596;2.2302;2.1353;1.9888;1.6718;1.5711;1.1235;1.2463
29-12-99 02:00;9.6659;9.4869;9.0153;7.1132;6.3091;5.3099;5.0684;3.8782;2.8264;2.5745;2.4468;2.1958;2.0953;1.9541;1.7128;1.6571;1.3597;1.2904
29-12-99 03:00;9.6332;9.4457;8.9574;7.0798;6.276;5.2758;5.0346;3.849;2.8034;2.563;2.4445;2.2165;2.1273;1.9941;1.7531;1.6989;1.3941;1.3182
29-12-99 04:00;9.6436;9.4471;8.935;7.0388;6.2376;5.2427;5.0023;3.8222;2.7967;2.5633;2.4481;2.2262;2.1395;2.0091;1.7696;1.7153;1.4064;1.3297
29-12-99 05:00;9.6674;9.4644;8.9337;7.0011;6.1974;5.2084;4.9696;3.7987;2.7886;2.5597;2.4468;2.2288;2.1435;2.0148;1.7773;1.7232;1.4142;1.3367
29-12-99 06:00;9.6951;9.4877;8.9435;6.9717;6.1614;5.1749;4.9377;3.7758;2.7783;2.5529;2.4418;2.2272;2.1431;2.0158;1.7803;1.7266;1.4182;1.3404
29-12-99 07:00;9.7228;9.5125;8.9589;6.951;6.1322;5.1442;4.9078;3.7529;2.7659;2.5435;2.434;2.2224;2.1393;2.0133;1.7799;1.7266;1.4196;1.342
29-12-99 08:00;9.7489;9.5367;8.9766;6.9382;6.1103;5.1175;4.881;3.7303;2.752;2.5322;2.424;2.2152;2.1331;2.0082;1.777;1.7242;1.4193;1.342
29-12-99 09:00;9.7728;9.5594;8.9949;6.9317;6.0951;5.095;4.8577;3.7086;2.7371;2.5194;2.4125;2.2062;2.1251;2.0012;1.7723;1.7199;1.4177;1.3409
29-12-99 10:00;9.7943;9.5802;9.0129;6.9302;6.0856;5.0767;4.8381;3.6882;2.7219;2.5059;2.4;2.1961;2.1159;1.9929;1.7663;1.7144;1.4151;1.339
29-12-99 11:00;9.8138;9.5992;9.0301;6.9323;6.0806;5.0624;4.822;3.6697;2.7068;2.4922;2.3872;2.1854;2.106;1.9838;1.7594;1.7081;1.4119;1.3366
29-12-99 12:00;9.8314;9.6166;9.0464;6.937;6.0792;5.0515;4.8092;3.6532;2.6923;2.4788;2.3745;2.1746;2.0958;1.9743;1.7521;1.7013;1.4082;1.3337
29-12-99 13:00;9.8473;9.6324;9.0617;6.9436;6.0806;5.0437;4.7993;3.6388;2.6788;2.4661;2.3624;2.1639;2.0858;1.9649;1.7446;1.6943;1.4044;1.3307
29-12-99 14:00;9.8616;9.6468;9.0759;6.9514;6.084;5.0384;4.7921;3.6265;2.6664;2.4543;2.351;2.1538;2.0762;1.9559;1.7373;1.6875;1.4005;1.3276
29-12-99 15:00;9.8746;9.6599;9.0891;6.9599;6.089;5.0354;4.787;3.6163;2.6554;2.4435;2.3406;2.1445;2.0672;1.9473;1.7304;1.681;1.3967;1.3245
29-12-99 16:00;9.8865;9.6719;9.1013;6.9689;6.0951;5.0341;4.784;3.608;2.6457;2.434;2.3313;2.136;2.0591;1.9395;1.724;1.6749;1.393;1.3216
29-12-99 17:00;9.8972;9.6828;9.1126;6.978;6.1019;5.0344;4.7825;3.6014;2.6374;2.4257;2.3231;2.1284;2.0518;1.9325;1.7181;1.6694;1.3897;1.3189
29-12-99 18:00;9.907;9.6928;9.123;6.9872;6.1092;5.0358;4.7824;3.5964;2.6305;2.4186;2.316;2.1219;2.0454;1.9264;1.7129;1.6644;1.3867;1.3164
29-12-99 19:00;9.9159;9.7019;9.1327;6.9962;6.1167;5.0382;4.7833;3.5929;2.6248;2.4127;2.3101;2.1163;2.04;1.921;1.7084;1.6601;1.384;1.3142
29-12-99 20:00;9.924;9.7102;9.1416;7.005;6.1245;5.0414;4.7852;3.5906;2.6203;2.4079;2.3053;2.1116;2.0354;1.9165;1.7045;1.6565;1.3816;1.3123
29-12-99 21:00;9.9315;9.7179;9.1498;7.0135;6.1322;5.0451;4.7879;3.5894;2.6169;2.4041;2.3014;2.1078;2.0316;1.9129;1.7013;1.6534;1.3797;1.3107
29-12-99 22:00;9.9383;9.7249;9.1574;7.0216;6.1398;5.0493;4.7911;3.5891;2.6144;2.4013;2.2985;2.1048;2.0287;1.9099;1.6987;1.6509;1.3781;1.3094
29-12-99 23:00;9.9445;9.7313;9.1644;7.0295;6.1473;5.0539;4.7947;3.5896;2.6128;2.3993;2.2964;2.1026;2.0265;1.9077;1.6967;1.649;1.377;1.3086
30-12-99 00:00;9.9502;9.7373;9.1708;7.0369;6.1545;5.0586;4.7987;3.5908;2.612;2.3982;2.2951;2.1012;2.025;1.9061;1.6954;1.6477;1.3762;1.308
30-12-99 01:00;9.9555;9.7427;9.1768;7.044;6.1616;5.0635;4.8029;3.5926;2.6119;2.3977;2.2944;2.1003;2.0241;1.9052;1.6945;1.6468;1.3757;1.3076
30-12-99 02:00;9.9604;9.7478;9.1824;7.0507;6.1683;5.0685;4.8073;3.5948;2.6124;2.3978;2.2944;2.1001;2.0237;1.9048;1.694;1.6464;1.3754;1.3074
30-12-99 03:00;9.9649;9.7524;9.1875;7.057;6.1749;5.0735;4.8118;3.5974;2.6134;2.3985;2.2949;2.1003;2.0238;1.9048;1.6939;1.6463;1.3753;1.3072
30-12-99 04:00;9.969;9.7567;9.1922;7.063;6.1811;5.0784;4.8164;3.6003;2.6149;2.3996;2.2958;2.1009;2.0243;1.9052;1.6941;1.6464;1.3753;1.3072
30-12-99 05:00;9.9728;9.7607;9.1967;7.0687;6.187;5.0833;4.8209;3.6034;2.6167;2.401;2.2971;2.1018;2.0251;1.9058;1.6945;1.6468;1.3754;1.3073
30-12-99 06:00;9.9763;9.7643;9.2007;7.074;6.1927;5.0882;4.8254;3.6067;2.6187;2.4027;2.2986;2.103;2.0262;1.9068;1.6952;1.6474;1.3757;1.3075
30-12-99 07:00;9.9796;9.7677;9.2045;7.079;6.1981;5.0929;4.8299;3.6101;2.621;2.4047;2.3004;2.1044;2.0275;1.9079;1.696;1.6481;1.376;1.3077
30-12-99 08:00;9.9826;9.7709;9.2081;7.0838;6.2032;5.0975;4.8343;3.6136;2.6234;2.4068;2.3023;2.106;2.0289;1.9092;1.6969;1.6489;1.3764;1.3079
30-12-99 09:00;9.9854;9.7738;9.2113;7.0882;6.2081;5.1019;4.8385;3.6171;2.626;2.409;2.3044;2.1077;2.0305;1.9106;1.698;1.6499;1.3768;1.3083
30-12-99 10:00;9.9879;9.7765;9.2144;7.0924;6.2127;5.1062;4.8427;3.6206;2.6286;2.4114;2.3066;2.1095;2.0322;1.9121;1.6991;1.6509;1.3773;1.3086
30-12-99 11:00;9.9903;9.779;9.2172;7.0963;6.2171;5.1103;4.8467;3.6241;2.6313;2.4138;2.3089;2.1114;2.0339;1.9137;1.7003;1.652;1.3778;1.309
30-12-99 12:00;9.9925;9.7813;9.2198;7.1;6.2212;5.1143;4.8506;3.6275;2.634;2.4163;2.3112;2.1134;2.0357;1.9154;1.7015;1.6532;1.3784;1.3094
30-12-99 13:00;9.9946;9.7834;9.2222;7.1035;6.2251;5.1181;4.8544;3.6309;2.6367;2.4187;2.3135;2.1153;2.0376;1.9171;1.7028;1.6544;1.3789;1.3098
30-12-99 14:00;9.9965;9.7854;9.2245;7.1068;6.2288;5.1218;4.858;3.6341;2.6393;2.4212;2.3158;2.1173;2.0394;1.9187;1.7041;1.6555;1.3795;1.3102
30-12-99 15:00;9.9982;9.7873;9.2266;7.1098;6.2322;5.1253;4.8614;3.6373;2.642;2.4236;2.3181;2.1192;2.0412;1.9204;1.7054;1.6567;1.3801;1.3106
30-12-99 16:00;9.9999;9.789;9.2285;7.1127;6.2355;5.1286;4.8647;3.6404;2.6446;2.426;2.3203;2.1212;2.043;1.9221;1.7066;1.6579;1.3806;1.311
30-12-99 17:00;10.001;9.7905;9.2304;7.1154;6.2386;5.1318;4.8679;3.6434;2.6471;2.4283;2.3225;2.1231;2.0448;1.9237;1.7079;1.6591;1.3812;1.3114
30-12-99 18:00;10.003;9.792;9.232;7.1179;6.2415;5.1348;4.8709;3.6463;2.6495;2.4306;2.3247;2.1249;2.0466;1.9253;1.7091;1.6602;1.3818;1.3119
30-12-99 19:00;10.004;9.7934;9.2336;7.1203;6.2443;5.1377;4.8738;3.6491;2.6519;2.4328;2.3268;2.1267;2.0483;1.9269;1.7104;1.6614;1.3825;1.3124
30-12-99 20:00;10.005;9.7946;9.2351;7.1225;6.2468;5.1404;4.8765;3.6518;2.6542;2.435;2.3288;2.1285;2.05;1.9285;1.7116;1.6626;1.3832;1.313
30-12-99 21:00;10.006;9.7958;9.2364;7.1246;6.2493;5.1429;4.8791;3.6543;2.6565;2.4371;2.3308;2.1303;2.0516;1.93;1.7129;1.6637;1.3838;1.3135
30-12-99 22:00;10.007;9.7969;9.2377;7.1265;6.2515;5.1454;4.8815;3.6567;2.6586;2.4391;2.3328;2.132;2.0532;1.9315;1.7141;1.6648;1.3845;1.314
30-12-99 23:00;10.008;9.7979;9.2388;7.1283;6.2537;5.1477;4.8839;3.6591;2.6607;2.4411;2.3346;2.1336;2.0548;1.933;1.7152;1.6659;1.3851;1.3145
31-12-99 00:00;10.009;9.7988;9.2399;7.13;6.2557;5.1499;4.8861;3.6613;2.6627;2.443;2.3365;2.1352;2.0563;1.9344;1.7164;1.667;1.3857;1.315
31-12-99 01:00;10.01;9.7997;9.2409;7.1316;6.2576;5.1519;4.8882;3.6634;2.6646;2.4448;2.3382;2.1367;2.0577;1.9358;1.7175;1.668;1.3863;1.3155
31-12-99 02:00;10.011;9.8005;9.2419;7.1331;6.2593;5.1539;4.8901;3.6654;2.6665;2.4465;2.3399;2.1382;2.0591;1.9371;1.7185;1.669;1.3869;1.3159
31-12-99 03:00;10.011;9.8012;9.2427;7.1345;6.261;5.1557;4.892;3.6673;2.6682;2.4482;2.3414;2.1396;2.0604;1.9384;1.7195;1.67;1.3874;1.3164
31-12-99 04:00;10.012;9.8019;9.2435;7.1358;6.2625;5.1574;4.8937;3.6692;2.6699;2.4498;2.343;2.1409;2.0617;1.9396;1.7205;1.6709;1.388;1.3168
31-12-99 05:00;10.013;9.8025;9.2443;7.1371;6.264;5.1591;4.8954;3.6709;2.6715;2.4513;2.3444;2.1422;2.0629;1.9407;1.7214;1.6718;1.3885;1.3172
31-12-99 06:00;10.013;9.8031;9.2449;7.1382;6.2654;5.1606;4.897;3.6725;2.673;2.4527;2.3458;2.1434;2.0641;1.9418;1.7223;1.6726;1.389;1.3176
31-12-99 07:00;10.014;9.8036;9.2456;7.1392;6.2666;5.162;4.8984;3.674;2.6744;2.4541;2.3471;2.1446;2.0652;1.9429;1.7232;1.6734;1.3894;1.318
31-12-99 08:00;10.014;9.8041;9.2462;7.1402;6.2678;5.1634;4.8998;3.6755;2.6758;2.4554;2.3484;2.1457;2.0662;1.9439;1.724;1.6742;1.3899;1.3183
31-12-99 09:00;10.015;9.8046;9.2467;7.1412;6.2689;5.1647;4.9011;3.6769;2.6771;2.4566;2.3495;2.1468;2.0672;1.9448;1.7248;1.6749;1.3903;1.3187
31-12-99 10:00;10.015;9.805;9.2472;7.142;6.27;5.1658;4.9024;3.6782;2.6783;2.4578;2.3507;2.1478;2.0682;1.9457;1.7255;1.6756;1.3907;1.319
31-12-99 11:00;10.015;9.8054;9.2477;7.1428;6.2709;5.167;4.9035;3.6794;2.6795;2.4589;2.3517;2.1487;2.0691;1.9466;1.7262;1.6762;1.3911;1.3193
31-12-99 12:00;10.016;9.8058;9.2481;7.1436;6.2719;5.168;4.9046;3.6806;2.6806;2.4599;2.3527;2.1496;2.0699;1.9474;1.7268;1.6768;1.3914;1.3196
31-12-99 13:00;10.016;9.8061;9.2485;7.1443;6.2727;5.169;4.9056;3.6817;2.6816;2.4609;2.3537;2.1504;2.0708;1.9481;1.7275;1.6774;1.3918;1.3199
31-12-99 14:00;10.016;9.8064;9.2489;7.1449;6.2735;5.1699;4.9066;3.6827;2.6826;2.4618;2.3546;2.1512;2.0715;1.9489;1.7281;1.678;1.3921;1.3201
31-12-99 15:00;10.017;9.8067;9.2492;7.1455;6.2742;5.1708;4.9075;3.6836;2.6835;2.4627;2.3554;2.152;2.0722;1.9495;1.7286;1.6785;1.3924;1.3204
31-12-99 16:00;10.017;9.8069;9.2495;7.1461;6.2749;5.1716;4.9083;3.6845;2.6843;2.4635;2.3562;2.1527;2.0729;1.9502;1.7291;1.679;1.3927;1.3206
31-12-99 17:00;10.017;9.8072;9.2498;7.1466;6.2756;5.1724;4.9091;3.6854;2.6851;2.4643;2.357;2.1534;2.0735;1.9508;1.7296;1.6795;1.393;1.3208
31-12-99 18:00;10.017;9.8074;9.2501;7.1471;6.2762;5.1731;4.9098;3.6862;2.6859;2.4651;2.3577;2.154;2.0741;1.9514;1.7301;1.6799;1.3932;1.3211
31-12-99 19:00;10.017;9.8076;9.2503;7.1475;6.2767;5.1737;4.9105;3.6869;2.6866;2.4657;2.3584;2.1546;2.0747;1.9519;1.7305;1.6803;1.3935;1.3213
31-12-99 20:00;10.018;9.8078;9.2506;7.1479;6.2772;5.1744;4.9111;3.6876;2.6873;2.4664;2.359;2.1552;2.0752;1.9524;1.7309;1.6807;1.3937;1.3214
31-12-99 21:00;10.018;9.8079;9.2508;7.1483;6.2777;5.1749;4.9117;3.6883;2.6879;2.467;2.3596;2.1557;2.0757;1.9529;1.7313;1.6811;1.3939;1.3216
31-12-99 22:00;10.018;9.8081;9.251;7.1487;6.2782;5.1755;4.9123;3.6889;2.6885;2.4676;2.3601;2.1562;2.0762;1.9533;1.7317;1.6814;1.3941;1.3218
31-12-99 23:00;10.018;9.8082;9.2511;7.149;6.2786;5.176;4.9128;3.6895;2.6891;2.4681;2.3606;2.1566;2.0767;1.9537;1.732;1.6817;1.3943;1.3219
01-01-00 00:00;10.018;9.8084;9.2513;7.1493;6.279;5.1764;4.9133;3.69;2.6896;2.4686;2.3611;2.1571;2.0771;1.9541;1.7324;1.682;1.3945;1.3221
01-01-00 01:00;10.018;9.8085;9.2514;7.1496;6.2793;5.1769;4.9138;3.6905;2.6901;2.4691;2.3616;2.1575;2.0775;1.9545;1.7327;1.6823;1.3947;1.3222
01-01-00 02:00;10.018;9.8085;9.2515;7.1499;6.2797;5.1773;4.9142;3.691;2.6906;2.4695;2.362;2.1579;2.0778;1.9549;1.7329;1.6826;1.3948;1.3223
01-01-00 03:00;10.018;9.8085;9.2516;7.1501;6.28;5.1777;4.9146;3.6914;2.691;2.4699;2.3624;2.1582;2.0782;1.9552;1.7332;1.6828;1.395;1.3225
01-01-00 04:00;10.018;9.8085;9.2516;7.1503;6.2802;5.178;4.9149;3.6918;2.6914;2.4703;2.3628;2.1585;2.0785;1.9555;1.7335;1.6831;1.3951;1.3226
01-01-00 05:00;10.018;9.8084;9.2516;7.1505;6.2805;5.1783;4.9153;3.6922;2.6918;2.4707;2.3631;2.1589;2.0788;1.9558;1.7337;1.6833;1.3952;1.3227
01-01-00 06:00;10.018;9.8083;9.2515;7.1506;6.2807;5.1786;4.9156;3.6926;2.6921;2.471;2.3634;2.1591;2.0791;1.956;1.7339;1.6835;1.3954;1.3228
01-01-00 07:00;10.018;9.8081;9.2514;7.1507;6.2809;5.1789;4.9159;3.6929;2.6924;2.4713;2.3637;2.1594;2.0793;1.9563;1.7341;1.6837;1.3955;1.3229
01-01-00 08:00;10.018;9.8079;9.2513;7.1508;6.281;5.1791;4.9161;3.6932;2.6927;2.4716;2.364;2.1597;2.0796;1.9565;1.7343;1.6839;1.3956;1.3229
01-01-00 09:00;10.017;9.8077;9.2511;7.1508;6.2811;5.1793;4.9163;3.6935;2.693;2.4719;2.3643;2.1599;2.0798;1.9567;1.7345;1.684;1.3957;1.323
01-01-00 10:00;10.017;9.8074;9.2509;7.1508;6.2812;5.1795;4.9165;3.6937;2.6933;2.4721;2.3645;2.1601;2.08;1.9569;1.7346;1.6842;1.3958;1.3231
01-01-00 11:00;10.017;9.8072;9.2507;7.1508;6.2812;5.1796;4.9167;3.6939;2.6935;2.4724;2.3647;2.1603;2.0802;1.9571;1.7348;1.6843;1.3959;1.3232
01-01-00 12:00;10.016;9.8069;9.2505;7.1507;6.2812;5.1797;4.9168;3.6941;2.6937;2.4726;2.365;2.1605;2.0804;1.9573;1.7349;1.6845;1.3959;1.3232
01-01-00 13:00;10.016;9.8066;9.2502;7.1506;6.2811;5.1798;4.9169;3.6943;2.6939;2.4728;2.3651;2.1607;2.0805;1.9574;1.7351;1.6846;1.396;1.3233
01-01-00 14:00;10.016;9.8063;9.2499;7.1505;6.2811;5.1798;4.917;3.6945;2.6941;2.4729;2.3653;2.1608;2.0807;1.9576;1.7352;1.6847;1.3961;1.3234
01-01-00 15:00;10.015;9.8059;9.2496;7.1503;6.281;5.1798;4.917;3.6946;2.6942;2.4731;2.3654;2.161;2.0808;1.9577;1.7353;1.6848;1.3962;1.3234
01-01-00 16:00;10.015;9.8056;9.2493;7.1502;6.2809;5.1798;4.917;3.6947;2.6943;2.4732;2.3656;2.1611;2.0809;1.9578;1.7354;1.6849;1.3962;1.3235
01-01-00 17:00;10.015;9.8052;9.249;7.15;6.2807;5.1798;4.917;3.6948;2.6945;2.4733;2.3657;2.1612;2.081;1.9579;1.7355;1.685;1.3963;1.3235
01-01-00 18:00;10.014;9.8049;9.2487;7.1498;6.2806;5.1797;4.917;3.6948;2.6945;2.4734;2.3658;2.1613;2.0811;1.958;1.7356;1.6851;1.3963;1.3236
01-01-00 19:00;10.014;9.8045;9.2484;7.1496;6.2804;5.1797;4.9169;3.6948;2.6946;2.4735;2.3659;2.1614;2.0812;1.9581;1.7357;1.6852;1.3964;1.3236
01-01-00 20:00;10.014;9.8041;9.248;7.1494;6.2802;5.1796;4.9169;3.6949;2.6947;2.4736;2.3659;2.1614;2.0813;1.9582;1.7357;1.6852;1.3964;1.3236
01-01-00 21:00;10.013;9.8038;9.2477;7.1492;6.2801;5.1795;4.9168;3.6949;2.6947;2.4736;2.366;2.1615;2.0813;1.9582;1.7358;1.6853;1.3965;1.3237
01-01-00 22:00;10.013;9.8034;9.2473;7.149;6.2798;5.1794;4.9167;3.6948;2.6947;2.4737;2.366;2.1615;2.0814;1.9583;1.7358;1.6853;1.3965;1.3237
01-01-00 23:00;10.012;9.803;9.2469;7.1487;6.2796;5.1792;4.9166;3.6948;2.6948;2.4737;2.3661;2.1616;2.0814;1.9583;1.7359;1.6854;1.3965;1.3237
02-01-00 00:00;10.012;9.8026;9.2466;7.1484;6.2794;5.1791;4.9165;3.6948;2.6948;2.4737;2.3661;2.1616;2.0814;1.9583;1.7359;1.6854;1.3965;1.3237
02-01-00 01:00;10.012;9.8021;9.2462;7.1482;6.2791;5.1789;4.9163;3.6947;2.6947;2.4737;2.3661;2.1616;2.0814;1.9584;1.7359;1.6854;1.3966;1.3237
02-01-00 02:00;10.011;9.8016;9.2458;7.1479;6.2789;5.1787;4.9162;3.6946;2.6947;2.4737;2.3661;2.1616;2.0814;1.9584;1.7359;1.6854;1.3966;1.3238
02-01-00 03:00;10.01;9.801;9.2452;7.1476;6.2786;5.1786;4.916;3.6945;2.6947;2.4736;2.366;2.1616;2.0814;1.9584;1.7359;1.6854;1.3966;1.3238
02-01-00 04:00;10.01;9.8003;9.2446;7.1472;6.2783;5.1784;4.9158;3.6944;2.6946;2.4736;2.366;2.1616;2.0814;1.9584;1.7359;1.6854;1.3966;1.3238
02-01-00 05:00;10.009;9.7994;9.2439;7.1469;6.2779;5.1781;4.9156;3.6943;2.6946;2.4735;2.366;2.1615;2.0814;1.9583;1.7359;1.6854;1.3966;1.3238
02-01-00 06:00;10.008;9.7985;9.2431;7.1464;6.2776;5.1779;4.9154;3.6942;2.6945;2.4735;2.3659;2.1615;2.0814;1.9583;1.7359;1.6854;1.3966;1.3238
02-01-00 07:00;10.007;9.7976;9.2423;7.1459;6.2771;5.1776;4.9152;3.694;2.6944;2.4734;2.3658;2.1615;2.0813;1.9583;1.7359;1.6854;1.3966;1.3238
02-01-00 08:00;10.006;9.7965;9.2414;7.1454;6.2766;5.1773;4.9149;3.6939;2.6943;2.4733;2.3658;2.1614;2.0813;1.9582;1.7359;1.6854;1.3966;1.3238
02-01-00 09:00;10.005;9.7955;9.2404;7.1447;6.2761;5.1769;4.9146;3.6937;2.6942;2.4732;2.3657;2.1613;2.0812;1.9582;1.7358;1.6854;1.3966;1.3238
02-01-00 10:00;10.003;9.7943;9.2394;7.1441;6.2755;5.1765;4.9143;3.6935;2.6941;2.4731;2.3656;2.1613;2.0811;1.9581;1.7358;1.6853;1.3966;1.3237
02-01-00 11:00;10.002;9.7932;9.2383;7.1433;6.2748;5.1761;4.9139;3.6932;2.6939;2.473;2.3655;2.1612;2.0811;1.9581;1.7358;1.6853;1.3965;1.3237
02-01-00 12:00;10.001;9.792;9.2372;7.1425;6.2741;5.1756;4.9134;3.693;2.6937;2.4729;2.3653;2.1611;2.081;1.958;1.7357;1.6852;1.3965;1.3237
02-01-00 13:00;9.9998;9.7908;9.2361;7.1417;6.2734;5.1751;4.913;3.6928;2.6936;2.4727;2.3652;2.161;2.0809;1.9579;1.7356;1.6852;1.3965;1.3237
02-01-00 14:00;9.9985;9.7895;9.2349;7.1409;6.2726;5.1745;4.9125;3.6926;2.6934;2.4726;2.3651;2.1608;2.0808;1.9578;1.7356;1.6851;1.3965;1.3237
02-01-00 15:00;9.9972;9.7883;9.2337;7.14;6.2717;5.174;4.912;3.6924;2.6932;2.4724;2.3649;2.1607;2.0807;1.9577;1.7355;1.6851;1.3965;1.3237
02-01-00 16:00;9.9959;9.787;9.2325;7.1391;6.2709;5.1734;4.9115;3.6922;2.6931;2.4723;2.3648;2.1606;2.0806;1.9576;1.7355;1.6851;1.3965;1.3237
02-01-00 17:00;9.9946;9.7857;9.2313;7.1382;6.27;5.1728;4.911;3.692;2.693;2.4721;2.3647;2.1605;2.0805;1.9576;1.7354;1.685;1.3965;1.3237
02-01-00 18:00;9.9933;9.7844;9.2301;7.1373;6.2692;5.1722;4.9105;3.6918;2.6928;2.472;2.3646;2.1604;2.0804;1.9575;1.7354;1.685;1.3965;1.3237
02-01-00 19:00;9.992;9.7831;9.2289;7.1363;6.2683;5.1716;4.91;3.6916;2.6927;2.4719;2.3645;2.1604;2.0803;1.9574;1.7354;1.685;1.3965;1.3237
02-01-00 20:00;9.9906;9.7818;9.2277;7.1354;6.2674;5.171;4.9095;3.6914;2.6925;2.4718;2.3644;2.1603;2.0803;1.9574;1.7353;1.6849;1.3965;1.3237
02-01-00 21:00;9.9893;9.7805;9.2264;7.1344;6.2665;5.1704;4.9089;3.6912;2.6924;2.4717;2.3642;2.1602;2.0802;1.9573;1.7353;1.6849;1.3965;1.3237
02-01-00 22:00;9.988;9.7792;9.2252;7.1334;6.2655;5.1698;4.9084;3.691;2.6922;2.4715;2.3641;2.1601;2.0801;1.9572;1.7353;1.6849;1.3965;1.3237
02-01-00 23:00;9.9868;9.778;9.224;7.1325;6.2646;5.1691;4.9078;3.6908;2.6921;2.4714;2.364;2.16;2.08;1.9572;1.7352;1.6849;1.3965;1.3237
03-01-00 00:00;9.9855;9.7767;9.2228;7.1315;6.2637;5.1685;4.9073;3.6906;2.6919;2.4713;2.3639;2.1599;2.0799;1.9571;1.7352;1.6848;1.3965;1.3237
03-01-00 01:00;9.9843;9.7755;9.2216;7.1305;6.2627;5.1678;4.9067;3.6904;2.6918;2.4711;2.3638;2.1598;2.0799;1.957;1.7352;1.6848;1.3965;1.3237
03-01-00 02:00;9.9837;9.7748;9.2207;7.1295;6.2618;5.1671;4.9061;3.6901;2.6916;2.471;2.3636;2.1597;2.0798;1.957;1.7351;1.6848;1.3965;1.3237
03-01-00 03:00;9.9839;9.7748;9.2202;7.1286;6.2608;5.1665;4.9055;3.6899;2.6915;2.4709;2.3635;2.1596;2.0797;1.9569;1.7351;1.6847;1.3965;1.3238
03-01-00 04:00;9.9845;9.7753;9.2202;7.1278;6.26;5.1658;4.905;3.6896;2.6913;2.4707;2.3634;2.1595;2.0796;1.9568;1.735;1.6847;1.3965;1.3238
03-01-00 05:00;9.9857;9.7763;9.2207;7.1273;6.2592;5.1652;4.9044;3.6894;2.6911;2.4706;2.3632;2.1594;2.0795;1.9567;1.735;1.6847;1.3965;1.3238
03-01-00 06:00;9.9871;9.7776;9.2216;7.127;6.2587;5.1647;4.9039;3.6892;2.6909;2.4704;2.3631;2.1593;2.0794;1.9566;1.735;1.6846;1.3965;1.3238
03-01-00 07:00;9.989;9.7793;9.2228;7.127;6.2585;5.1643;4.9035;3.689;2.6908;2.4703;2.363;2.1592;2.0793;1.9566;1.7349;1.6846;1.3965;1.3238
03-01-00 08:00;9.9911;9.7812;9.2243;7.1273;6.2585;5.164;4.9033;3.6888;2.6906;2.4701;2.3628;2.1591;2.0792;1.9565;1.7349;1.6846;1.3965;1.3238
03-01-00 09:00;9.9934;9.7835;9.2262;7.1279;6.2587;5.1639;4.9031;3.6887;2.6905;2.47;2.3627;2.159;2.0791;1.9564;1.7348;1.6845;1.3964;1.3238
03-01-00 10:00;9.996;9.7859;9.2282;7.1288;6.2593;5.164;4.9032;3.6887;2.6904;2.4699;2.3626;2.1589;2.079;1.9563;1.7348;1.6845;1.3964;1.3238
03-01-00 11:00;9.9988;9.7886;9.2306;7.1299;6.2601;5.1643;4.9034;3.6887;2.6904;2.4699;2.3626;2.1589;2.079;1.9563;1.7348;1.6845;1.3964;1.3238
03-01-00 12:00;10.002;9.7915;9.2331;7.1314;6.2612;5.1648;4.9038;3.6889;2.6904;2.4699;2.3626;2.1589;2.079;1.9563;1.7348;1.6845;1.3965;1.3238
03-01-00 13:00;10.005;9.7945;9.2359;7.133;6.2625;5.1655;4.9043;3.6893;2.6905;2.4699;2.3626;2.1589;2.079;1.9563;1.7348;1.6845;1.3965;1.3238
03-01-00 14:00;10.008;9.7978;9.2388;7.135;6.2641;5.1665;4.9051;3.6898;2.6907;2.4701;2.3628;2.159;2.0791;1.9564;1.7349;1.6846;1.3966;1.3239
