Time [yyyy-MM-dd HH:mm:ss];odd_018: Discharge at (Nederrijn2_A_ 251)_ Flow1D [m³/s];882.00_NR: Discharge at (Nederrijn2_B_B_A_ 400_203)_ Flow1D [m³/s];886.00_NR: Discharge at (Nederrijn2_B_B_B_A_ 3021_079)_ Flow1D [m³/s];903.00_NR: Discharge at (Nederrijn3_A_ 753)_ Flow1D [m³/s];909.00_NR: Discharge at (Nederrijn4_A_ 753_5)_ Flow1D [m³/s];917.00_NR: Discharge at (Nederrijn5_A_ 3265)_ Flow1D [m³/s];EckenWiel: Discharge at (Nederrijn5_B_A_ 619_737)_ Flow1D [m³/s];931.00_LE: Discharge at (Lek1_B_A_ 1424_909)_ Flow1D [m³/s];941.00_LE: Discharge at (Lek1_B_B_A_ 1439_286)_ Flow1D [m³/s];944.00_LE: Discharge at (Lek1_B_B_B_A_ 905_638)_ Flow1D [m³/s];946.00_LE: Discharge at (Lek1_B_B_B_B_ 812_87)_ Flow1D [m³/s];949.00_LE: Discharge at (Lek2_ 1756)_ Flow1D [m³/s];951.00_LE: Discharge at (Lek5_A_ 251)_ Flow1D [m³/s];50983ObsUS: Discharge at (Lek5_B_A_ 896_9385)_ Flow1D [m³/s];Q-HagestbeSchoonh: Discharge at (Lek5_B_B_A_ 5992_915)_ Flow1D [m³/s];961.00_LE: Discharge at (Lek5_B_B_B_ 969_246)_ Flow1D [m³/s];972.00_LE: Discharge at (Lek7_A_B_ 4966_327)_ Flow1D [m³/s];978.00_LE: Discharge at (Lek7_B_B_ 1443_65)_ Flow1D [m³/s]
09-01-00 00:00;1068.1;1066;1062.2;1052.2;1040.4;1030.8;1029.4;1013.1;1004.3;1001.7;999.77;996.32;994.04;991.58;987.59;986.73;990.65;988.83
09-01-00 01:00;1072.1;1069.9;1066.1;1056;1044.2;1034.5;1033.2;1016.9;1008.1;1005.4;1003.5;1000.1;997.79;995.35;991.35;990.48;994.33;992.52
09-01-00 02:00;1076.3;1074;1070.1;1059.8;1048;1038.3;1037;1020.6;1011.8;1009.2;1007.3;1003.9;1001.5;999.1;995.1;994.23;998.02;996.2
09-01-00 03:00;1080.7;1078.3;1074.2;1063.6;1051.7;1042.1;1040.8;1024.4;1015.6;1013;1011.1;1007.6;1005.3;1002.9;998.85;997.98;1001.7;999.87
09-01-00 04:00;1085.5;1083.1;1078.7;1067.4;1055.5;1045.8;1044.5;1028.1;1019.3;1016.7;1014.8;1011.4;1009;1006.6;1002.6;1001.7;1005.4;1003.5
09-01-00 05:00;1090.6;1088.1;1083.5;1071.3;1059.3;1049.6;1048.3;1031.8;1023.1;1020.4;1018.6;1015.1;1012.8;1010.3;1006.3;1005.5;1009;1007.2
09-01-00 06:00;1095.9;1093.3;1088.3;1075.4;1063.1;1053.4;1052.1;1035.5;1026.8;1024.2;1022.3;1018.8;1016.5;1014.1;1010;1009.2;1012.7;1010.9
09-01-00 07:00;1101.5;1098.8;1093.6;1079.6;1067;1057.1;1055.8;1039.3;1030.5;1027.9;1026;1022.6;1020.2;1017.8;1013.8;1012.9;1016.4;1014.5
09-01-00 08:00;1107.1;1104.3;1098.9;1083.9;1071;1060.9;1059.6;1043;1034.2;1031.6;1029.7;1026.3;1023.9;1021.5;1017.5;1016.6;1020;1018.2
09-01-00 09:00;1112.8;1109.9;1104.2;1088.3;1075.1;1064.8;1063.5;1046.7;1037.9;1035.3;1033.4;1030;1027.6;1025.2;1021.2;1020.3;1023.7;1021.8
09-01-00 10:00;1118.6;1115.6;1109.6;1092.9;1079.3;1068.8;1067.5;1050.4;1041.7;1039;1037.1;1033.7;1031.3;1028.9;1024.9;1024;1027.3;1025.5
09-01-00 11:00;1124.3;1121.2;1115;1097.5;1083.7;1072.9;1071.6;1054.2;1045.4;1042.7;1040.8;1037.4;1035;1032.6;1028.6;1027.7;1030.9;1029.1
09-01-00 12:00;1129.9;1126.8;1120.2;1102.3;1088.1;1077.1;1075.8;1058;1049.1;1046.5;1044.6;1041.1;1038.7;1036.4;1032.3;1031.4;1034.6;1032.7
09-01-00 13:00;1135.6;1132.4;1125.4;1107;1092.6;1081.4;1080;1061.9;1052.9;1050.2;1048.3;1044.8;1042.5;1040.1;1036;1035.2;1038.2;1036.4
09-01-00 14:00;1141.4;1138.1;1130.6;1111.9;1097.2;1085.8;1084.3;1065.8;1056.8;1054.1;1052.1;1048.6;1046.2;1043.9;1039.8;1038.9;1041.9;1040
09-01-00 15:00;1147.2;1144;1135.9;1116.7;1101.8;1090.2;1088.7;1069.8;1060.7;1057.9;1056;1052.4;1050;1047.7;1043.5;1042.6;1045.5;1043.7
09-01-00 16:00;1153.2;1149.8;1141.3;1121.6;1106.5;1094.6;1093.2;1073.9;1064.6;1061.8;1059.9;1056.3;1053.9;1051.5;1047.3;1046.4;1049.2;1047.3
09-01-00 17:00;1159;1155.7;1146.7;1126.5;1111.2;1099.2;1097.7;1078;1068.6;1065.8;1063.8;1060.2;1057.8;1055.4;1051.1;1050.2;1052.9;1051
09-01-00 18:00;1164.9;1161.5;1152;1131.5;1115.9;1103.7;1102.3;1082.2;1072.6;1069.8;1067.8;1064.1;1061.7;1059.3;1055;1054.1;1056.7;1054.8
09-01-00 19:00;1170.9;1167.4;1157.4;1136.5;1120.7;1108.3;1106.9;1086.4;1076.7;1073.8;1071.8;1068.1;1065.7;1063.2;1058.9;1058;1060.5;1058.5
09-01-00 20:00;1176.9;1173.4;1162.9;1141.5;1125.6;1113;1111.5;1090.7;1080.9;1077.9;1075.9;1072.1;1069.7;1067.2;1062.8;1061.9;1064.3;1062.3
09-01-00 21:00;1183;1179.4;1168.5;1146.6;1130.4;1117.6;1116.1;1095;1085.1;1082.1;1080;1076.2;1073.8;1071.3;1066.8;1065.9;1068.1;1066.1
09-01-00 22:00;1189.1;1185.6;1174.2;1151.7;1135.3;1122.2;1120.7;1099.4;1089.3;1086.3;1084.2;1080.3;1077.9;1075.3;1070.8;1069.9;1072;1070
09-01-00 23:00;1195.3;1191.7;1180;1156.8;1140.3;1126.8;1125.3;1103.7;1093.6;1090.5;1088.4;1084.5;1082;1079.5;1074.9;1074;1076;1073.9
10-01-00 00:00;1201.6;1198;1185.8;1162;1145.3;1131.5;1130;1108.1;1097.9;1094.8;1092.6;1088.7;1086.2;1083.6;1079;1078.1;1079.9;1077.9
10-01-00 01:00;1207.8;1204.3;1191.6;1167.4;1150.4;1136.3;1134.7;1112.5;1102.2;1099.1;1096.9;1092.9;1090.4;1087.8;1083.2;1082.2;1083.9;1081.9
10-01-00 02:00;1214.3;1210.7;1197.6;1172.7;1155.5;1141.1;1139.5;1117;1106.5;1103.4;1101.2;1097.1;1094.6;1092.1;1087.3;1086.4;1088;1085.9
10-01-00 03:00;1221.5;1217.8;1203.9;1178.2;1160.8;1146;1144.4;1121.5;1110.9;1107.7;1105.5;1101.4;1098.9;1096.3;1091.6;1090.6;1092.1;1089.9
10-01-00 04:00;1229.3;1225.6;1210.8;1183.9;1166.1;1150.9;1149.3;1126.1;1115.4;1112.1;1109.9;1105.8;1103.2;1100.6;1095.8;1094.8;1096.2;1094
10-01-00 05:00;1237.7;1233.9;1218.1;1189.8;1171.6;1156;1154.4;1130.7;1119.9;1116.6;1114.3;1110.1;1107.6;1105;1100.1;1099.1;1100.4;1098.2
10-01-00 06:00;1246.6;1242.7;1225.9;1196;1177.3;1161.2;1159.5;1135.4;1124.4;1121.1;1118.8;1114.5;1112;1109.3;1104.4;1103.4;1104.6;1102.3
10-01-00 07:00;1255.7;1251.8;1234.1;1202.5;1183.2;1166.4;1164.8;1140.1;1129;1125.6;1123.3;1119;1116.5;1113.8;1108.8;1107.8;1108.8;1106.6
10-01-00 08:00;1265.2;1261.3;1242.7;1209.2;1189.4;1171.9;1170.2;1145;1133.7;1130.2;1127.9;1123.5;1121;1118.2;1113.2;1112.2;1113.1;1110.8
10-01-00 09:00;1275.4;1271.4;1251.9;1216.2;1195.7;1177.6;1175.8;1149.9;1138.4;1134.9;1132.5;1128.1;1125.5;1122.8;1117.7;1116.6;1117.4;1115.1
10-01-00 10:00;1286.4;1282.3;1261.6;1223.6;1202.4;1183.4;1181.6;1155;1143.2;1139.7;1137.2;1132.7;1130.1;1127.4;1122.2;1121.1;1121.7;1119.4
10-01-00 11:00;1298.1;1294;1272.1;1231.3;1209.4;1189.4;1187.5;1160.1;1148.1;1144.5;1142;1137.5;1134.8;1132;1126.8;1125.7;1126.2;1123.8
10-01-00 12:00;1310.8;1306.6;1283.2;1239.4;1216.7;1195.6;1193.7;1165.4;1153.1;1149.4;1146.9;1142.3;1139.6;1136.7;1131.4;1130.3;1130.6;1128.2
10-01-00 13:00;1325.2;1320.7;1295.5;1248;1224.3;1202.2;1200.2;1170.9;1158.3;1154.5;1151.9;1147.2;1144.5;1141.6;1136.1;1135;1135.2;1132.7
10-01-00 14:00;1341.3;1336.5;1309.2;1257.1;1232.4;1209.3;1207.4;1176.6;1163.5;1159.7;1157;1152.2;1149.5;1146.5;1140.9;1139.8;1139.8;1137.3
10-01-00 15:00;1359;1354;1324.4;1266.8;1241;1216.9;1214.9;1182.8;1169.1;1165.1;1162.3;1157.3;1154.6;1151.5;1145.8;1144.7;1144.5;1141.9
10-01-00 16:00;1378;1372.9;1341;1277.4;1250.4;1224.9;1222.8;1189.3;1175;1170.8;1167.9;1162.7;1159.9;1156.7;1150.9;1149.7;1149.3;1146.7
10-01-00 17:00;1398.8;1393.5;1359;1288.6;1260.4;1233.4;1231.2;1196.1;1181.1;1176.7;1173.7;1168.3;1165.4;1162.1;1156.1;1154.9;1154.2;1151.5
10-01-00 18:00;1419.7;1414.5;1378;1300.7;1271.1;1242.4;1240.1;1203.3;1187.5;1182.9;1179.8;1174.1;1171.1;1167.8;1161.5;1160.2;1159.3;1156.7
10-01-00 19:00;1440.5;1435.4;1397.4;1313.6;1282.5;1251.9;1249.5;1210.7;1194.2;1189.4;1186.1;1180.2;1177.1;1173.7;1167.2;1165.9;1164.8;1162.2
10-01-00 20:00;1460.8;1455.8;1416.9;1327.2;1294.8;1262.1;1259.6;1218.6;1201.2;1196.1;1192.7;1186.6;1183.4;1179.8;1173.1;1171.8;1170.4;1167.8
10-01-00 21:00;1478.1;1473.2;1435.1;1341.3;1307.6;1273;1270.3;1227;1208.5;1203.2;1199.6;1193.2;1190;1186.2;1179.3;1177.9;1176.2;1173.5
10-01-00 22:00;1498.1;1493;1454.1;1355.5;1321.1;1284.4;1281.5;1235.7;1216.3;1210.7;1206.9;1200.2;1196.8;1192.9;1185.7;1184.2;1182.2;1179.4
10-01-00 23:00;1517.5;1512.4;1473.8;1369.7;1334.7;1296.3;1293.3;1244.9;1224.5;1218.5;1214.5;1207.5;1204;1199.9;1192.4;1190.9;1188.4;1185.5
11-01-00 00:00;1535.9;1530.8;1493.1;1383.6;1348.3;1308.7;1305.5;1254.6;1233.1;1226.8;1222.5;1215.2;1211.5;1207.3;1199.4;1197.8;1194.9;1191.8
11-01-00 01:00;1553.6;1548.5;1511.8;1397.4;1361.9;1321.2;1317.9;1264.8;1242.2;1235.3;1230.9;1223.2;1219.4;1214.9;1206.7;1205;1201.6;1198.4
11-01-00 02:00;1571;1565.9;1530.3;1411.2;1375.4;1333.8;1330.4;1275.3;1251.6;1244.3;1239.6;1231.5;1227.6;1222.9;1214.3;1212.6;1208.7;1205.3
11-01-00 03:00;1588.5;1583.6;1547.7;1424.8;1388.8;1346.1;1342.6;1286;1261.3;1253.5;1248.6;1240.2;1236.2;1231.3;1222.2;1220.4;1216;1212.5
11-01-00 04:00;1606.6;1601.7;1564.7;1438.4;1402.1;1358.5;1354.8;1296.8;1271.2;1262.9;1257.8;1249.1;1245;1239.9;1230.5;1228.6;1223.7;1220
11-01-00 05:00;1624.5;1619.7;1581.5;1451.5;1415.1;1370.7;1366.9;1307.7;1281.3;1272.5;1267.2;1258.2;1254;1248.8;1239;1237.1;1231.6;1227.8
11-01-00 06:00;1642.6;1637.8;1597.6;1464.3;1427.7;1382.8;1378.9;1318.6;1291.5;1282.2;1276.8;1267.5;1263.2;1257.9;1247.8;1245.8;1239.8;1235.8
11-01-00 07:00;1660.2;1655.5;1613.4;1477.2;1439.9;1394.9;1390.9;1329.6;1301.7;1292;1286.4;1276.9;1272.6;1267.1;1256.7;1254.7;1248.3;1244.1
11-01-00 08:00;1678.3;1673.5;1629.5;1490.1;1451.7;1407;1402.9;1340.7;1312.1;1301.9;1296.2;1286.5;1282.1;1276.5;1265.9;1263.8;1257;1252.7
11-01-00 09:00;1696.7;1691.9;1646.2;1502.4;1462.9;1418.9;1414.8;1351.8;1322.6;1311.9;1306;1296.2;1291.7;1286;1275.2;1273;1265.8;1261.5
11-01-00 10:00;1715.4;1710.7;1663.5;1514.7;1473.8;1430.5;1426.4;1362.9;1333.1;1322;1316;1306;1301.4;1295.7;1284.6;1282.4;1274.9;1270.4
11-01-00 11:00;1734.4;1729.7;1681.3;1527.1;1484.7;1442;1437.8;1374;1343.7;1332.1;1326;1315.8;1311.3;1305.4;1294.2;1291.9;1284.1;1279.5
11-01-00 12:00;1753.4;1748.7;1699.5;1539.6;1495.5;1453.3;1449.1;1385;1354.3;1342.3;1336.1;1325.8;1321.2;1315.2;1303.9;1301.6;1293.4;1288.7
11-01-00 13:00;1772.5;1767.9;1717.9;1552.4;1506.4;1464.6;1460.4;1396.1;1364.9;1352.5;1346.3;1335.8;1331.2;1325.1;1313.6;1311.3;1302.9;1298.1
11-01-00 14:00;1792.8;1788.1;1736.9;1565.7;1517.7;1475.9;1471.7;1407.1;1375.5;1362.8;1356.5;1346;1341.3;1335.1;1323.5;1321.2;1312.4;1307.6
11-01-00 15:00;1814.4;1809.6;1756.7;1579.6;1529.5;1487.5;1483.2;1418;1386;1373.1;1366.7;1356.1;1351.4;1345.2;1333.4;1331.1;1322.1;1317.1
11-01-00 16:00;1836.1;1831;1777.6;1594;1541.8;1499.4;1495.1;1428.9;1396.6;1383.4;1377;1366.3;1361.5;1355.3;1343.4;1341;1331.8;1326.8
11-01-00 17:00;1859.2;1854.1;1799.5;1609.5;1554.5;1511.7;1507.3;1440.1;1407.3;1393.8;1387.3;1376.5;1371.7;1365.4;1353.5;1351.1;1341.6;1336.5
11-01-00 18:00;1882.3;1877.1;1822.1;1624.6;1567.7;1524.4;1519.8;1451.4;1418.2;1404.4;1397.7;1386.8;1382;1375.6;1363.6;1361.2;1351.5;1346.4
11-01-00 19:00;1907.1;1902;1845.8;1641.2;1581.3;1537.4;1532.8;1463;1429.3;1415.3;1408.2;1397.3;1392.4;1385.9;1373.8;1371.3;1361.5;1356.2
11-01-00 20:00;1933.6;1928.5;1872.1;1658.8;1595.7;1551;1546.2;1474.9;1440.7;1426.3;1419;1407.8;1402.9;1396.4;1384.1;1381.6;1371.5;1366.2
11-01-00 21:00;1961.2;1956.1;1900.2;1677.8;1611.1;1565.1;1560.2;1486.9;1452.2;1437.6;1429.9;1418.6;1413.6;1406.9;1394.5;1392;1381.6;1376.2
11-01-00 22:00;1990.7;1985.5;1930.2;1697.6;1627.6;1579.9;1574.9;1499.2;1463.9;1449;1441;1429.5;1424.5;1417.7;1405.1;1402.5;1391.8;1386.4
11-01-00 23:00;2021.8;2016.5;1962.1;1720;1645.3;1595.5;1590.2;1512.1;1475.9;1460.7;1452.3;1440.6;1435.5;1428.6;1415.8;1413.2;1402.2;1396.6
12-01-00 00:00;2054.3;2048.9;1995.7;1745.4;1664.3;1611.7;1606.3;1525.5;1488.4;1472.7;1463.9;1452;1446.8;1439.7;1426.7;1424.1;1412.7;1407
12-01-00 01:00;2087.5;2082.2;2030.6;1774.6;1684.6;1627.9;1622.4;1539;1501.2;1485.1;1475.8;1463.7;1458.3;1451.1;1437.9;1435.2;1423.3;1417.5
12-01-00 02:00;2118;2112.8;2065;1807.8;1706.6;1645.3;1639.5;1552.6;1514;1497.6;1488;1475.5;1470.1;1462.7;1449.3;1446.5;1434.2;1428.3
12-01-00 03:00;2150.8;2145.4;2099.5;1844.2;1731.2;1664.7;1658.5;1566.8;1527.1;1510.5;1500.4;1487.5;1482;1474.5;1460.8;1458;1445.2;1439.2
12-01-00 04:00;2185.5;2179.9;2135.2;1882.8;1759.3;1685.6;1679.1;1582;1540.8;1523.8;1513.3;1499.9;1494.3;1486.6;1472.6;1469.7;1456.5;1450.3
12-01-00 05:00;2222.2;2216.3;2171.1;1924.3;1791;1708.6;1701.7;1597.7;1555.1;1537.8;1526.7;1512.8;1507;1499.1;1484.7;1481.8;1468;1461.6
12-01-00 06:00;2259.9;2253.7;2208.9;1968.5;1825.9;1733.8;1726.4;1614.3;1569.9;1552.2;1540.6;1526.1;1520.2;1512;1497.2;1494.2;1479.7;1473.1
12-01-00 07:00;2297.8;2291.2;2247.7;2013.5;1863.7;1760.7;1752.6;1632;1585.5;1567.3;1555;1539.9;1533.8;1525.3;1510.2;1507;1491.8;1485
12-01-00 08:00;2335.7;2329;2287.1;2059.1;1903.8;1789.7;1779.9;1650.6;1602.1;1583.1;1570;1554.2;1547.9;1539.2;1523.5;1520.3;1504.3;1497.2
12-01-00 09:00;2372;2365.3;2326;2104.7;1945.4;1822.1;1810.2;1669.8;1619.5;1599.7;1585.7;1569.3;1562.7;1553.7;1537.4;1534;1517.1;1509.8
12-01-00 10:00;2406.4;2399.8;2363.4;2150.5;1988.7;1856.4;1842.2;1689.6;1637.2;1616.8;1602;1584.9;1578.1;1568.8;1551.8;1548.3;1530.5;1522.8
12-01-00 11:00;2439.1;2432.7;2399.4;2195.7;2036.1;1893;1876.1;1710.1;1655.1;1634.2;1618.5;1600.8;1593.9;1584.4;1566.8;1563.1;1544.3;1536.3
12-01-00 12:00;2469.9;2463.8;2433.6;2239.6;2084.2;1932.9;1912.8;1732.7;1674.1;1652.4;1635.8;1617.2;1610.1;1600.3;1582.1;1578.4;1558.5;1550.3
12-01-00 13:00;2498.3;2492.6;2465.7;2282.8;2130.8;1976.2;1951.1;1757.1;1694.3;1671.4;1654.3;1634.6;1627.2;1617.1;1598;1594.1;1573.2;1564.6
12-01-00 14:00;2527.5;2521.2;2495.2;2324.7;2175.2;2021.4;1989.4;1783.5;1715.7;1691.4;1673.9;1652.9;1645.2;1634.7;1614.7;1610.6;1588.5;1579.5
12-01-00 15:00;2561.7;2555.8;2529.2;2362.8;2217.6;2066.5;2027.8;1811.3;1738.3;1712.6;1694.6;1672.3;1664.2;1653.3;1632.3;1628;1604.8;1595.8
12-01-00 16:00;2589.9;2584.5;2559.7;2397.3;2257.1;2112;2066.7;1840.3;1762.7;1734.6;1716.2;1692.5;1684.2;1672.9;1651;1646.3;1621.9;1612.5
12-01-00 17:00;2615.2;2610.4;2587.4;2430.5;2294.8;2160.5;2104;1870.6;1788.8;1757.7;1739;1713.8;1705.2;1693.5;1670.4;1665.6;1639.8;1629.9
12-01-00 18:00;2638.9;2634.4;2612.9;2461.8;2330.9;2210.1;2141;1901.4;1816.3;1781.9;1762.9;1736.1;1727.2;1715.1;1690.6;1685.5;1658.3;1648
12-01-00 19:00;2661.7;2657.5;2637.1;2491.3;2365.1;2256.3;2181.1;1932.2;1844.4;1807.1;1788.1;1759.4;1750.2;1737.7;1711.7;1706.3;1677.5;1666.7
12-01-00 20:00;2683.7;2679.8;2660.2;2518.4;2397.8;2299.4;2221.1;1962.8;1873.4;1833.3;1814.6;1783.8;1774.2;1761.3;1733.7;1728;1697.5;1686.2
12-01-00 21:00;2705.3;2701.5;2682.7;2543.7;2428.8;2339.2;2260.1;1993.7;1903.3;1861.5;1843.4;1810.8;1800.5;1786.6;1756.5;1750.4;1718.3;1706.4
12-01-00 22:00;2727.4;2723.7;2705.5;2567.8;2458.3;2375.9;2300.2;2025.6;1933.7;1890.3;1872.7;1838.8;1828.1;1813.7;1780.5;1774.2;1740.1;1727.5
12-01-00 23:00;2749.4;2745.9;2727.9;2591;2486.5;2410.9;2339.3;2059;1964;1919.4;1902.5;1867.7;1856.8;1842.1;1805.3;1798.6;1762.7;1749.5
13-01-00 00:00;2771.2;2767.8;2749.9;2613.6;2514.4;2444.7;2378.1;2093.7;1995.1;1949.4;1932.8;1897.2;1886.2;1871.3;1830.7;1823.7;1786.1;1772.2
13-01-00 01:00;2793.2;2789.8;2771.7;2636.3;2543.7;2478.9;2417.1;2130.7;2027.6;1980.8;1964;1927.7;1916.1;1901.1;1856.4;1849.2;1810.1;1795.7
13-01-00 02:00;2816.7;2813.3;2794.2;2658.7;2572.2;2515;2457;2170.9;2061.9;2013.6;1996.5;1959.1;1946.7;1931.5;1882.6;1875.1;1834.7;1819.8
13-01-00 03:00;2841.5;2838;2818.1;2681.3;2600.7;2550;2496.6;2213.8;2098;2047.9;2029.9;1991.4;1978.1;1962.6;1909.5;1901.5;1859.7;1844.3
13-01-00 04:00;2866.2;2862.6;2842.3;2704.5;2629;2582.5;2533.6;2258.5;2135.1;2083.2;2064.4;2025;2010.9;1995;1937.4;1928.8;1885.4;1869.5
13-01-00 05:00;2890.9;2887.4;2866.5;2728;2657.2;2613.8;2568.7;2303.7;2173.8;2120.3;2100.6;2060.1;2044.9;2028.7;1966.1;1957;1911.8;1895.3
13-01-00 06:00;2915.7;2912.1;2890.6;2752;2685.4;2644.3;2601.9;2348.7;2213.2;2159.2;2138.3;2096.7;2080.5;2063.8;1996.2;1986.3;1939.1;1921.8
13-01-00 07:00;2940.3;2936.7;2914.8;2776.1;2713.7;2674.5;2634.4;2393.6;2253.2;2199.3;2177;2133.3;2116.2;2098.5;2027;2016.5;1967.3;1949.2
13-01-00 08:00;2965.1;2961.4;2939;2800.6;2742.1;2704.5;2666.4;2437;2292.8;2239.1;2215.2;2169;2151.3;2132.3;2058.1;2047;1996.1;1977.5
13-01-00 09:00;2990.1;2986.4;2963.4;2825.4;2770.6;2734.4;2697.9;2481.5;2332;2278.7;2253.3;2205.4;2187.3;2166.4;2089.5;2077.8;2025.4;2006.3
13-01-00 10:00;3014.7;3011;2987.6;2850.5;2799.3;2764.3;2729;2524.3;2371.8;2319;2292.3;2243.2;2224.4;2201.4;2121;2108.8;2055.1;2035.6
13-01-00 11:00;3038.8;3035.1;3011.5;2876.7;2827.9;2794.2;2760;2565.4;2411.5;2360.7;2333.2;2284.7;2263.8;2238.3;2153.2;2140.3;2085.1;2065.2
13-01-00 12:00;3062.5;3058.9;3034.9;2903.7;2856.6;2824;2790.8;2604.2;2452.2;2403.9;2376.3;2328.6;2305.7;2277.5;2186.5;2172.9;2115.6;2095.4
13-01-00 13:00;3086;3082.3;3058.1;2930.5;2885;2853.5;2821.3;2642.6;2492.2;2447.3;2420.1;2373.1;2348.7;2318.9;2220.5;2206.3;2147.1;2126.4
13-01-00 14:00;3110.2;3106.4;3081.3;2957;2912.9;2882.7;2851.3;2680.1;2531.7;2490.2;2463.8;2417.8;2392.6;2362.7;2255.6;2240.1;2179.4;2158.2
13-01-00 15:00;3135.3;3131.3;3105.2;2983.4;2940.7;2911.5;2881;2717.1;2570.5;2532.4;2507.2;2463;2437.8;2407.7;2290.9;2273.9;2212;2190.5
13-01-00 16:00;3161.1;3157;3129.8;3009.7;2968;2939.9;2910.1;2752.6;2609.5;2574.1;2549.7;2507;2482.7;2453;2327.6;2308.8;2244.7;2222.9
13-01-00 17:00;3187.4;3183.1;3155.1;3035.7;2995.1;2967.9;2938.8;2786.8;2647.6;2614.5;2591.2;2550.1;2526.3;2496.9;2364.7;2344.1;2277.9;2255.7
13-01-00 18:00;3214.2;3209.8;3180.9;3061.7;3021.9;2995.5;2967.1;2820.1;2685.2;2653.7;2631.4;2593.4;2570.3;2541.3;2402;2379.7;2311.4;2288.9
13-01-00 19:00;3241.1;3236.7;3207.2;3088;3048.7;3022.9;2995.3;2852.6;2721.6;2691.2;2670;2635.5;2613.5;2584.4;2439.8;2416;2345.4;2322.5
13-01-00 20:00;3268;3263.5;3233.7;3114.7;3075.5;3050.3;3023.2;2884.4;2757.5;2727.8;2707.6;2676.3;2655.6;2626.2;2477.7;2452.5;2379.7;2356.5
13-01-00 21:00;3296.8;3292.1;3260.9;3141.5;3102.5;3077.7;3051;2915.7;2792.2;2764;2745;2716.4;2696.8;2667.3;2516;2489.5;2414.4;2390.8
13-01-00 22:00;3326.4;3321.6;3289.5;3168.7;3129.8;3105.2;3078.9;2946.5;2826.7;2800.1;2782.1;2755.8;2737.2;2707.7;2555.8;2527.8;2449.6;2425.6
13-01-00 23:00;3352.5;3348.3;3317.8;3196.5;3157.3;3132.9;3107;2977.1;2860.8;2835.4;2818.3;2793.8;2776.4;2747.1;2594.4;2564.6;2484.8;2460.7
14-01-00 00:00;3373.3;3369.3;3341.1;3224.5;3185.3;3161;3135.2;3007.1;2894.1;2869.9;2853.4;2830.3;2814.3;2785.2;2632.9;2601.9;2520.4;2496
14-01-00 01:00;3395.6;3391.6;3364.1;3251.2;3212.9;3189.2;3163.7;3036.9;2926.5;2903.3;2887.4;2865.6;2850.7;2821.5;2671.5;2639.7;2557.2;2533
14-01-00 02:00;3416.3;3412.6;3386.4;3277;3239.8;3216.9;3192;3066.5;2958.1;2935.8;2920.4;2899.7;2885.7;2856.4;2708.1;2677.6;2594.7;2570.6
14-01-00 03:00;3434.8;3431.4;3406.7;3302.1;3266.1;3244;3219.6;3096;2989.3;2967.6;2952.6;2932.8;2919.5;2889.4;2743.7;2714.5;2632.1;2608.1
14-01-00 04:00;3452;3448.8;3425.5;3326.1;3291.5;3270.3;3246.5;3125.2;3020;2998.7;2983.9;2964.5;2951.6;2920.1;2778.4;2750.6;2669.2;2645.3
14-01-00 05:00;3461.8;3460.1;3441.8;3348.9;3315.9;3295.6;3272.5;3153.8;3049.8;3028.8;3014.4;2995.4;2982.7;2949.4;2812.6;2786.3;2706;2682.2
14-01-00 06:00;3465.2;3463.5;3449;3369.9;3339.1;3319.8;3297.4;3181.7;3078.8;3058;3043.8;3025.2;3012.7;2977.7;2846.2;2821.6;2742.5;2718.8
14-01-00 07:00;3469;3467.5;3455.2;3387.3;3359.9;3342.4;3320.8;3208.7;3106.8;3086.3;3072.3;3053.8;3041.5;3004.8;2879.4;2856.4;2778.7;2755.2
14-01-00 08:00;3470.1;3468.6;3459;3402.2;3378.1;3362.4;3342.1;3234.7;3133.6;3113.3;3099.5;3081.3;3069.1;3030.6;2911.7;2890.2;2814.6;2791.2
14-01-00 09:00;3468.5;3468.1;3463.1;3414.7;3393.9;3380;3361;3259.2;3159;3139.1;3125.3;3107.2;3095.2;3055.1;2943;2923.1;2849.9;2826.8
14-01-00 10:00;3472;3473.5;3470.5;3425.4;3407.5;3395.2;3377.6;3281.9;3182.9;3163.2;3149.7;3131.8;3119.8;3078.2;2973.4;2955.1;2884.4;2861.7
14-01-00 11:00;3483.9;3485.3;3476.6;3435.2;3419.4;3408.3;3392;3302.8;3205.3;3185.9;3172.5;3154.7;3142.9;3100.3;3002.6;2986;2918.1;2895.8
14-01-00 12:00;3492.9;3491.9;3478.9;3444.2;3429.7;3419.7;3404.8;3321.3;3226.3;3207.2;3194.2;3176.3;3164.8;3121.2;3030.8;3015.8;2950.9;2929.1
14-01-00 13:00;3494.5;3492.5;3480.9;3451.9;3438.7;3429.9;3416.1;3337.9;3245.8;3227.3;3214.4;3196.5;3185.1;3141;3057.9;3044.6;2982.7;2961.4
14-01-00 14:00;3495.2;3493.4;3484.5;3458.7;3446.7;3438.7;3425.9;3352.6;3263.5;3245.4;3232.8;3214.6;3203.4;3160.6;3084.2;3072;3013.3;2992.8
14-01-00 15:00;3497.7;3496.4;3489.4;3464.9;3453.9;3446.2;3434.3;3365.8;3279.5;3261.9;3249.4;3231.2;3220.2;3179.2;3109.7;3098.1;3042.7;3022.8
