Time [yyyy-MM-dd HH:mm:ss];odd_018: Discharge at (Nederrijn2_A_ 251)_ Flow1D [m³/s];882.00_NR: Discharge at (Nederrijn2_B_B_A_ 400_203)_ Flow1D [m³/s];886.00_NR: Discharge at (Nederrijn2_B_B_B_A_ 3021_079)_ Flow1D [m³/s];903.00_NR: Discharge at (Nederrijn3_A_ 753)_ Flow1D [m³/s];909.00_NR: Discharge at (Nederrijn4_A_ 753_5)_ Flow1D [m³/s];917.00_NR: Discharge at (Nederrijn5_A_ 3265)_ Flow1D [m³/s];EckenWiel: Discharge at (Nederrijn5_B_A_ 619_737)_ Flow1D [m³/s];931.00_LE: Discharge at (Lek1_B_A_ 1424_909)_ Flow1D [m³/s];941.00_LE: Discharge at (Lek1_B_B_A_ 1439_286)_ Flow1D [m³/s];944.00_LE: Discharge at (Lek1_B_B_B_A_ 905_638)_ Flow1D [m³/s];946.00_LE: Discharge at (Lek1_B_B_B_B_ 812_87)_ Flow1D [m³/s];949.00_LE: Discharge at (Lek2_ 1756)_ Flow1D [m³/s];951.00_LE: Discharge at (Lek5_A_ 251)_ Flow1D [m³/s];50983ObsUS: Discharge at (Lek5_B_A_ 896_9385)_ Flow1D [m³/s];Q-HagestbeSchoonh: Discharge at (Lek5_B_B_A_ 5992_915)_ Flow1D [m³/s];961.00_LE: Discharge at (Lek5_B_B_B_ 969_246)_ Flow1D [m³/s];972.00_LE: Discharge at (Lek7_A_B_ 4966_327)_ Flow1D [m³/s];978.00_LE: Discharge at (Lek7_B_B_ 1443_65)_ Flow1D [m³/s]
20-01-00 09:00;2934;2936;2950;3011.4;3030.2;3041.6;3056.5;3115.1;3172.6;3185.4;3193;3205.5;3211.3;3222.1;3250.6;3256;3282.7;3291.6
20-01-00 10:00;2922.1;2924.1;2937.9;2998.9;3017.5;3028.8;3043.5;3101.2;3158.3;3171.1;3178.8;3191.3;3197.2;3208.3;3237.2;3242.6;3269.6;3278.7
20-01-00 11:00;2910.1;2912.1;2925.8;2986.4;3004.9;3016.1;3030.7;3087.4;3143.9;3156.9;3164.6;3177.2;3183;3194.3;3223.6;3229.1;3256.4;3265.6
20-01-00 12:00;2898.1;2900.1;2913.7;2973.8;2992.4;3003.5;3017.9;3073.6;3129.6;3142.5;3150.3;3162.9;3168.8;3180.2;3209.9;3215.4;3243.1;3252.3
20-01-00 13:00;2886.1;2888.1;2901.5;2961.3;2979.8;2990.8;3005.2;3059.9;3115.2;3128.2;3136;3148.6;3154.5;3166;3196;3201.6;3229.6;3238.9
20-01-00 14:00;2874;2876;2889.4;2948.8;2967.3;2978.3;2992.5;3046.2;3100.8;3113.8;3121.6;3134.2;3140.1;3151.8;3182.1;3187.7;3216;3225.3
20-01-00 15:00;2861.9;2863.9;2877.1;2936.2;2954.8;2965.7;2979.9;3032.5;3086.4;3099.4;3107.2;3119.8;3125.7;3137.5;3168;3173.7;3202.2;3211.6
20-01-00 16:00;2849.7;2851.7;2864.8;2923.6;2942.2;2953.2;2967.3;3018.9;3072;3084.9;3092.7;3105.2;3111.2;3123.1;3153.8;3159.6;3188.4;3197.7
20-01-00 17:00;2837.4;2839.5;2852.4;2911;2929.6;2940.6;2954.6;3005.4;3057.7;3070.5;3078.2;3090.7;3096.6;3108.6;3139.6;3145.4;3174.3;3183.7
20-01-00 18:00;2825.1;2827.1;2840;2898.3;2917;2928;2942;2991.8;3043.3;3056.1;3063.7;3076.1;3082;3094.1;3125.2;3131;3160.2;3169.6
20-01-00 19:00;2812.6;2814.6;2827.4;2885.6;2904.4;2915.4;2929.4;2978.4;3028.9;3041.6;3049.2;3061.4;3067.3;3079.4;3110.8;3116.6;3146;3155.4
20-01-00 20:00;2800;2802;2814.7;2872.9;2891.8;2902.8;2916.8;2965;3014.6;3027.2;3034.7;3046.8;3052.6;3064.7;3096.3;3102.2;3131.7;3141.1
20-01-00 21:00;2787.2;2789.2;2801.8;2860.2;2879.1;2890.2;2904.1;2951.6;3000.2;3012.7;3020.2;3032.1;3037.9;3050;3081.8;3087.7;3117.3;3126.7
20-01-00 22:00;2774.3;2776.3;2788.8;2847.3;2866.4;2877.5;2891.4;2938.2;2985.9;2998.3;3005.6;3017.4;3023.1;3035.2;3067.3;3073.2;3102.9;3112.3
20-01-00 23:00;2761;2763.1;2775.6;2834.2;2853.5;2864.7;2878.7;2924.8;2971.7;2983.9;2991.1;3002.7;3008.3;3020.4;3052.8;3058.7;3088.4;3097.9
21-01-00 00:00;2747.3;2749.4;2762;2820.9;2840.5;2851.8;2865.8;2911.5;2957.6;2969.6;2976.7;2988.1;2993.6;3005.6;3038.2;3044.1;3074;3083.4
21-01-00 01:00;2733.1;2735.3;2748.1;2807.4;2827.3;2838.8;2852.9;2898.2;2943.6;2955.3;2962.3;2973.4;2978.9;2990.8;3023.5;3029.5;3059.4;3068.9
21-01-00 02:00;2718.2;2720.5;2733.6;2793.8;2814;2825.6;2839.8;2884.8;2929.6;2941.1;2948;2958.9;2964.2;2976;3008.8;3014.8;3044.8;3054.3
21-01-00 03:00;2702.8;2705.1;2718.5;2779.8;2800.4;2812.2;2826.5;2871.4;2915.7;2926.9;2933.6;2944.3;2949.5;2961.1;2994.1;3000;3030.2;3039.6
21-01-00 04:00;2687;2689.4;2703;2765.3;2786.5;2798.6;2813.1;2858;2901.7;2912.8;2919.3;2929.7;2934.9;2946.4;2979.3;2985.3;3015.5;3024.9
21-01-00 05:00;2670.8;2673.3;2687.1;2750.4;2772.3;2784.7;2799.4;2844.4;2887.7;2898.5;2905;2915.2;2920.4;2931.7;2964.6;2970.5;3000.8;3010.2
21-01-00 06:00;2654.2;2656.7;2670.8;2735;2757.6;2770.4;2785.4;2830.6;2873.5;2884.2;2890.6;2900.7;2905.7;2917;2949.8;2955.8;2986;2995.5
21-01-00 07:00;2637;2639.6;2654;2719.3;2742.6;2755.8;2771;2816.7;2859.3;2869.8;2876.1;2886.1;2891.1;2902.2;2935;2941;2971.3;2980.7
21-01-00 08:00;2617.9;2620.7;2635.9;2703.1;2727.2;2740.7;2756.3;2802.5;2845;2855.4;2861.6;2871.5;2876.4;2887.5;2920.1;2926.1;2956.5;2965.9
21-01-00 09:00;2598.4;2601.2;2616.9;2686.2;2711.2;2725.2;2741.3;2788.2;2830.4;2840.8;2846.9;2856.7;2861.6;2872.5;2905.2;2911.2;2941.7;2951.1
21-01-00 10:00;2578.3;2581.3;2597.3;2668.5;2694.7;2709.3;2725.8;2773.5;2815.9;2826.1;2832.1;2841.9;2846.7;2857.6;2890.2;2896.2;2926.8;2936.2
21-01-00 11:00;2557.7;2560.7;2577.8;2650.2;2677.5;2692.7;2709.7;2758.5;2801;2811.2;2817.2;2826.8;2831.7;2842.5;2875.2;2881.2;2911.9;2921.3
21-01-00 12:00;2536.9;2539.7;2557;2631.3;2659.7;2675.4;2693;2743.1;2785.8;2795.9;2801.9;2811.5;2816.3;2827.1;2860;2866.1;2896.9;2906.3
21-01-00 13:00;2521.1;2523.7;2539.1;2611.7;2641.2;2657.6;2675.8;2727.2;2770.2;2780.3;2786.3;2795.9;2800.7;2811.4;2844.5;2850.7;2881.8;2891.2
21-01-00 14:00;2502.9;2505.7;2521.3;2592.4;2622.3;2639.1;2658;2710.8;2754.2;2764.4;2770.4;2780;2784.8;2795.5;2828.9;2835.1;2866.5;2876
21-01-00 15:00;2482.8;2485.8;2502;2573.4;2603.5;2620.4;2639.7;2693.9;2737.9;2748.2;2754.2;2763.9;2768.7;2779.4;2813;2819.3;2851.1;2860.7
21-01-00 16:00;2461.4;2464.5;2481.5;2554.1;2584.6;2601.7;2621.3;2676.7;2721.2;2731.6;2737.7;2747.4;2752.2;2763;2797;2803.4;2835.4;2845.2
21-01-00 17:00;2438.8;2442.1;2459.7;2533.9;2565.2;2582.8;2602.6;2659;2704.1;2714.6;2720.8;2730.5;2735.4;2746.2;2780.6;2787.1;2819.6;2829.4
21-01-00 18:00;2415;2418.4;2436.7;2513;2545.3;2563.4;2583.6;2641.1;2686.7;2697.2;2703.5;2713.3;2718.2;2729.1;2763.9;2770.5;2803.5;2813.5
21-01-00 19:00;2390;2393.5;2412.5;2491;2524.5;2543.4;2564.1;2622.9;2668.9;2679.5;2685.8;2695.8;2700.7;2711.7;2746.9;2753.7;2787.2;2797.3
21-01-00 20:00;2363.7;2367.2;2387.1;2468;2502.9;2522.5;2543.9;2604.3;2650.7;2661.5;2667.9;2677.9;2682.9;2694;2729.7;2736.5;2770.6;2780.8
21-01-00 21:00;2336.3;2339.9;2360.6;2444.1;2481.7;2501.6;2523.1;2585.4;2632.2;2643.1;2649.6;2659.7;2664.7;2676;2712.1;2719.1;2753.8;2764.1
21-01-00 22:00;2308.2;2311.9;2333.2;2419.7;2459.9;2482.6;2503.7;2566.1;2613.4;2624.4;2630.9;2641.1;2646.3;2657.6;2694.3;2701.4;2736.7;2747.2
21-01-00 23:00;2279.4;2283.1;2305;2394.1;2436.8;2461.2;2483.2;2547;2594.4;2605.4;2612.1;2622.3;2627.5;2639.1;2676.3;2683.5;2719.3;2730
22-01-00 00:00;2250.6;2254.2;2276.4;2367.3;2412.1;2438.1;2461.3;2527.7;2575.2;2586.3;2593;2603.4;2608.6;2620.3;2658;2665.3;2701.7;2712.5
22-01-00 01:00;2222;2225.5;2247.9;2339.5;2386;2413.5;2438;2508;2555.8;2567.1;2573.8;2584.2;2589.6;2601.4;2639.5;2647;2683.9;2694.8
22-01-00 02:00;2194.2;2197.6;2219.7;2310.8;2358.6;2387.6;2413.4;2487.7;2536.2;2547.5;2554.4;2564.9;2570.3;2582.4;2620.8;2628.4;2665.8;2676.9
22-01-00 03:00;2167.9;2171.1;2192.6;2281.9;2330.4;2360.4;2387.7;2466.4;2516.1;2527.7;2534.7;2545.3;2550.9;2563.2;2602;2609.7;2647.6;2658.8
22-01-00 04:00;2142;2145.1;2166.3;2253.1;2301.4;2332.4;2361.1;2444;2495.4;2507.2;2514.4;2525.4;2531.1;2543.7;2583.1;2590.9;2629.2;2640.5
22-01-00 05:00;2117.3;2120.3;2140.8;2224.7;2272.4;2303.9;2333.6;2420.6;2474;2486.3;2493.7;2505.1;2511;2523.9;2564;2572;2610.7;2622.1
22-01-00 06:00;2093.9;2096.9;2116.7;2197;2243.5;2275.2;2306;2396.3;2451.9;2464.4;2472;2483.5;2489.6;2503.2;2544.6;2552.8;2592;2603.5
22-01-00 07:00;2069.5;2072.5;2092.4;2170.3;2215;2246.7;2278.1;2371.7;2429;2441.8;2449.5;2461.4;2467.8;2482;2524.6;2533.1;2573;2584.6
22-01-00 08:00;2047.2;2050;2069.2;2144.2;2187.2;2218.7;2250.5;2346.8;2405.6;2418.7;2426.8;2439;2445.7;2460.5;2504.6;2513.2;2553.7;2565.5
22-01-00 09:00;2025.5;2028.3;2046.9;2118.9;2160.2;2191.3;2223.4;2321.7;2381.9;2395.4;2403.7;2416.4;2423.3;2438.8;2484.5;2493.3;2534.3;2546.2
22-01-00 10:00;2004.3;2007.1;2025;2094.7;2134.1;2164.6;2196.8;2296.7;2357.9;2371.8;2380.3;2393.5;2400.8;2417;2463.6;2472.5;2514.3;2526.5
22-01-00 11:00;1983.3;1986.1;2003.7;2071.5;2109.1;2138.9;2171;2272;2333.8;2348.1;2356.8;2370.4;2378;2394.9;2442.7;2451.7;2494;2506.3
22-01-00 12:00;1962.6;1965.4;1982.9;2049.5;2085.2;2114.3;2146.1;2247.8;2309.8;2324.4;2333.4;2347.4;2355.3;2372.9;2422.1;2431.3;2474.1;2486.8
22-01-00 13:00;1942.1;1944.9;1962.4;2028;2062.4;2090.8;2122.3;2224;2286.3;2301.1;2310.3;2324.7;2332.9;2351.3;2401.8;2411.2;2454.5;2467.4
22-01-00 14:00;1921.9;1924.7;1942.3;2007.3;2040.5;2068.4;2099.5;2201;2263.2;2278.3;2287.7;2302.5;2310.9;2329.9;2381.9;2391.6;2435;2448
22-01-00 15:00;1902.1;1905;1922.5;1987;2019.4;2046.9;2077.7;2178.9;2240.9;2256.1;2265.7;2280.8;2289.4;2308.9;2362.3;2372.2;2415.7;2428.6
22-01-00 16:00;1882.9;1885.8;1903.2;1967.3;1999;2026.3;2056.8;2157.4;2219.1;2234.5;2244.3;2259.6;2268.5;2288.6;2343.1;2353.1;2396.5;2409.3
22-01-00 17:00;1863.9;1866.8;1884.3;1948;1979.3;2006.6;2036.8;2136.9;2197.8;2213.4;2223.3;2239;2248.1;2268.8;2324.1;2334.3;2377.5;2390.2
22-01-00 18:00;1845.3;1848.3;1865.7;1929.2;1960.2;1987.6;2017.7;2117.3;2177.5;2193.2;2203.3;2219.3;2228.5;2249.7;2305.7;2315.9;2358.7;2371.2
22-01-00 19:00;1827.3;1830.4;1847.6;1910.9;1941.6;1969.4;1999.2;2098.7;2158.2;2173.9;2184.1;2200.3;2209.7;2231.3;2287.6;2297.9;2340.2;2352.5
22-01-00 20:00;1810;1813.2;1830.2;1893;1923.6;1951.8;1981.6;2080.8;2139.5;2155.3;2165.7;2182.1;2191.6;2213.6;2270.1;2280.4;2322;2334.1
22-01-00 21:00;1793.5;1796.7;1813.4;1875.8;1906.2;1934.9;1964.4;2063.9;2121.8;2137.7;2148.2;2164.8;2174.4;2196.6;2253.1;2263.3;2304.2;2316.1
22-01-00 22:00;1777.9;1781.2;1797.5;1859;1889.3;1918.7;1947.6;2047.9;2104.9;2120.8;2131.4;2148.1;2157.7;2180.1;2236.6;2246.7;2286.8;2298.4
22-01-00 23:00;1761.6;1764.9;1781.6;1843;1873.2;1903.2;1931.3;2032.5;2088.7;2104.6;2115.3;2132.1;2141.6;2164.1;2220.5;2230.5;2269.8;2281.1
23-01-00 00:00;1746.4;1749.5;1766;1827.7;1858;1888.4;1915.6;2017.5;2073.1;2088.9;2099.7;2116.6;2126.1;2148.5;2204.8;2214.7;2253.2;2264.3
23-01-00 01:00;1731.6;1734.8;1751.1;1812.9;1843.2;1874.4;1900.4;2003;2058;2073.8;2084.6;2101.6;2111.1;2133.4;2189.4;2199.3;2237;2247.8
23-01-00 02:00;1717;1720.1;1736.5;1798.4;1828.9;1861;1885.6;1988.9;2043.5;2059.2;2070.1;2087.2;2096.7;2118.6;2174.3;2184.1;2221.1;2231.6
23-01-00 03:00;1703.1;1706.1;1722.2;1784.4;1815.2;1848.2;1870.9;1975;2029.3;2045.1;2056;2073.2;2082.6;2103.8;2159.3;2169.1;2205.5;2215.8
23-01-00 04:00;1690.3;1693.1;1708.9;1770.7;1801.8;1835.9;1856.3;1961.4;2015.5;2031.2;2042.2;2059.5;2068.8;2089.3;2144.4;2154.2;2190.1;2200.3
23-01-00 05:00;1678;1680.8;1696.2;1757.4;1788.9;1824.1;1842.2;1947.8;2001.9;2017.6;2028.6;2045.8;2055.2;2075.1;2129.8;2139.5;2175;2185
23-01-00 06:00;1666;1668.7;1684;1744.6;1776.4;1812.5;1828.4;1934.5;1988.3;2003.9;2015;2032.2;2041.6;2060.9;2115.3;2125;2160.1;2169.9
23-01-00 07:00;1654.2;1656.9;1672;1732.4;1764.4;1801.1;1815.3;1921.5;1974.9;1990.4;2001.4;2018.5;2028;2046.8;2100.9;2110.5;2145.3;2155
23-01-00 08:00;1642.7;1645.4;1660.4;1720.6;1752.9;1789.8;1802.8;1908.8;1961.6;1976.9;1987.8;2004.7;2014.2;2032.6;2086.5;2096.1;2130.7;2140.3
23-01-00 09:00;1631.4;1634.1;1649;1709.3;1741.7;1778.7;1790.8;1896.5;1948.5;1963.6;1974.3;1991;2000.5;2018.4;2072.2;2081.8;2116.2;2125.6
23-01-00 10:00;1620.3;1623;1637.9;1698.4;1731;1768.1;1779.5;1884.5;1935.6;1950.5;1961;1977.5;1986.9;2004.3;2058;2067.5;2101.7;2111.1
23-01-00 11:00;1609.5;1612.1;1627;1687.8;1720.7;1757.9;1768.6;1872.9;1922.9;1937.6;1947.9;1964;1973.5;1990.3;2043.9;2053.3;2087.3;2096.7
23-01-00 12:00;1598.8;1601.4;1616.3;1677.5;1710.7;1748;1758.1;1861.6;1910.5;1924.8;1934.9;1950.7;1960.1;1976.4;2029.8;2039.1;2073;2082.3
23-01-00 13:00;1588.2;1590.8;1605.7;1667.5;1701.1;1738.6;1748;1850.8;1898.4;1912.5;1922.4;1937.8;1947.2;1962.9;2015.8;2025.1;2058.7;2067.9
23-01-00 14:00;1577.7;1580.3;1595.3;1657.8;1691.9;1729.5;1738.3;1840.3;1886.8;1900.7;1910.4;1925.5;1934.8;1950;2002.2;2011.2;2044.6;2053.7
23-01-00 15:00;1567.3;1569.9;1585;1648.4;1683;1720.8;1729;1830.1;1875.6;1889.3;1898.9;1913.7;1922.8;1937.6;1988.8;1997.7;2030.6;2039.6
23-01-00 16:00;1557;1559.6;1574.8;1639.2;1674.5;1712.5;1720;1820.3;1865;1878.5;1887.8;1902.3;1911.2;1925.6;1975.6;1984.3;2016.9;2025.8
23-01-00 17:00;1546.6;1549.2;1564.6;1630.3;1666.1;1704.5;1711.5;1810.9;1854.7;1868;1877.1;1891.2;1899.8;1913.7;1962.6;1971.2;2003.4;2012.2
23-01-00 18:00;1536.3;1539;1554.5;1621.6;1658.1;1696.7;1703.2;1801.7;1844.7;1857.8;1866.8;1880.4;1888.8;1902.1;1949.7;1958.1;1990;1998.7
23-01-00 19:00;1525.9;1528.5;1544.4;1613;1650.2;1689.1;1695.1;1792.8;1835.1;1848;1856.7;1870;1878.1;1891.1;1937.2;1945.3;1976.7;1985.3
23-01-00 20:00;1515.6;1518.2;1534.3;1604.6;1642.5;1681.5;1687.2;1784.2;1825.7;1838.4;1847;1859.9;1867.8;1880.4;1925.1;1932.9;1963.7;1972.2
23-01-00 21:00;1505.4;1508.1;1524.3;1596.4;1635;1674.1;1679.5;1775.8;1816.5;1829.1;1837.5;1850.1;1857.8;1870.1;1913.3;1920.9;1951;1959.2
23-01-00 22:00;1495;1497.7;1514.3;1588.3;1627.7;1666.9;1672;1767.6;1807.7;1820.1;1828.4;1840.7;1848.1;1860;1901.8;1909.1;1938.6;1946.6
23-01-00 23:00;1484.5;1487.3;1504.3;1580.4;1620.5;1659.8;1664.7;1759.6;1799;1811.3;1819.4;1831.4;1838.7;1850.3;1890.6;1897.6;1926.4;1934.2
24-01-00 00:00;1474.1;1476.9;1494.2;1572.7;1613.6;1652.8;1657.6;1751.8;1790.6;1802.7;1810.7;1822.3;1829.4;1840.7;1879.7;1886.4;1914.5;1922.1
24-01-00 01:00;1463.7;1466.5;1484.2;1565.2;1606.8;1646;1650.6;1744.2;1782.4;1794.3;1802.2;1813.6;1820.4;1831.4;1869;1875.5;1902.9;1910.3
24-01-00 02:00;1453.4;1456.2;1474.3;1557.6;1600.1;1639.2;1643.6;1736.6;1774.3;1786.1;1793.8;1805;1811.7;1822.3;1858.5;1864.7;1891.6;1898.8
24-01-00 03:00;1443.3;1446;1464.4;1550.3;1593.4;1632.5;1636.8;1729.1;1766.4;1778;1785.7;1796.7;1803.2;1813.5;1848.2;1854.3;1880.5;1887.5
24-01-00 04:00;1433.1;1435.9;1454.7;1543.3;1586.8;1625.9;1630;1721.6;1758.6;1770.1;1777.7;1788.6;1794.8;1804.8;1838.3;1844.1;1869.7;1876.5
24-01-00 05:00;1423.2;1425.9;1445.1;1536.4;1580.4;1619.4;1623.4;1714.1;1750.9;1762.4;1769.8;1780.5;1786.6;1796.3;1828.6;1834.2;1859.1;1865.8
24-01-00 06:00;1413.5;1416.2;1435.8;1529.8;1574.2;1613;1616.8;1706.7;1743.3;1754.6;1762;1772.5;1778.5;1788;1819;1824.4;1848.8;1855.3
24-01-00 07:00;1404;1406.7;1426.7;1523.4;1568.1;1606.7;1610.3;1699.3;1735.7;1747;1754.4;1764.7;1770.6;1779.8;1809.7;1814.9;1838.8;1845.1
24-01-00 08:00;1394.8;1397.5;1417.8;1517.3;1562.2;1600.6;1604;1692;1728.2;1739.6;1746.8;1757;1762.7;1771.7;1800.5;1805.5;1828.9;1835
24-01-00 09:00;1385.8;1388.5;1409.1;1511.4;1556.5;1594.6;1597.8;1684.8;1720.8;1732.2;1739.4;1749.4;1755.1;1763.8;1791.6;1796.5;1819.3;1825.3
24-01-00 10:00;1377.2;1379.9;1400.9;1505.8;1550.9;1588.7;1591.7;1677.7;1713.5;1724.9;1732;1742;1747.5;1756;1782.9;1787.6;1809.9;1815.7
24-01-00 11:00;1368.9;1371.6;1392.8;1500.2;1545.5;1582.9;1585.8;1670.6;1706.3;1717.7;1724.8;1734.7;1740.1;1748.3;1774.3;1778.9;1800.8;1806.4
24-01-00 12:00;1358.9;1361.8;1384.3;1494.7;1540.3;1577.3;1580;1663.6;1699.2;1710.6;1717.7;1727.5;1732.8;1740.8;1765.9;1770.4;1791.8;1797.3
24-01-00 13:00;1349.4;1352.3;1375.6;1489.3;1535.1;1571.7;1574.3;1656.8;1692.2;1703.7;1710.9;1720.5;1725.7;1733.5;1757.7;1762;1783;1788.4
24-01-00 14:00;1340.4;1343.2;1367.1;1483.8;1530;1566.2;1568.7;1650.1;1685.4;1697.1;1704.3;1713.9;1718.9;1726.5;1749.7;1753.9;1774.4;1779.6
24-01-00 15:00;1331.6;1334.4;1358.9;1478.3;1524.8;1560.5;1563;1643.5;1678.8;1690.5;1697.7;1707.2;1712.1;1719.5;1742;1746;1766;1771.1
24-01-00 16:00;1322.9;1325.8;1350.8;1472.7;1519.6;1555;1557.4;1637;1672.2;1683.9;1691;1700.4;1705.3;1712.5;1734.3;1738.3;1757.9;1762.8
24-01-00 17:00;1314.5;1317.4;1342.9;1467;1514.3;1549.1;1551.5;1630.6;1665.6;1677.4;1684.3;1693.6;1698.4;1705.5;1726.8;1730.7;1749.9;1754.7
24-01-00 18:00;1306.5;1309.3;1335.1;1461.3;1508.9;1543.2;1545.6;1624.2;1659.1;1670.8;1677.7;1686.9;1691.6;1698.6;1719.4;1723.2;1742;1746.7
24-01-00 19:00;1298.7;1301.5;1327.5;1455.5;1503.4;1537.5;1539.8;1617.8;1652.6;1664.3;1671.1;1680.2;1684.9;1691.7;1712.2;1715.8;1734.3;1738.9
24-01-00 20:00;1291.3;1294;1320.1;1449.6;1497.9;1531.7;1534.1;1611.5;1646.1;1657.8;1664.5;1673.6;1678.2;1684.8;1704.9;1708.5;1726.8;1731.3
24-01-00 21:00;1284.2;1286.9;1312.9;1443.3;1492.1;1526.1;1528.4;1605.1;1639.7;1651.4;1658;1666.9;1671.4;1677.9;1697.6;1701.1;1719.2;1723.7
24-01-00 22:00;1277.4;1280;1305.9;1436.5;1486.2;1520.3;1522.7;1598.6;1633.2;1644.9;1651.4;1660.3;1664.8;1671.1;1690.4;1693.9;1711.8;1716.2
24-01-00 23:00;1270.5;1273.2;1299.1;1430;1480.1;1514.5;1516.9;1592.1;1626.7;1638.5;1644.9;1653.8;1658.1;1664.4;1683.4;1686.7;1704.4;1708.8
25-01-00 00:00;1263.8;1266.4;1292.4;1423.8;1474;1508.6;1511;1585.7;1620.2;1632;1638.4;1647.2;1651.5;1657.7;1676.4;1679.7;1697.2;1701.4
25-01-00 01:00;1257.3;1259.8;1285.8;1417.8;1468;1502.6;1505;1579.2;1613.8;1625.6;1631.9;1640.7;1645;1651.1;1669.5;1672.8;1690;1694.2
25-01-00 02:00;1250.8;1253.3;1279.3;1411.8;1462;1496.7;1499.1;1572.8;1607.2;1619.1;1625.3;1634.2;1638.5;1644.5;1662.7;1665.9;1682.9;1687.1
25-01-00 03:00;1244.4;1246.9;1272.9;1406;1456.1;1490.3;1492.8;1566.3;1600.7;1612.6;1618.8;1627.7;1631.9;1637.9;1655.9;1659.1;1675.9;1680
25-01-00 04:00;1238.1;1240.6;1266.7;1399.8;1450;1483.6;1486.1;1559.9;1594.2;1606.1;1612.3;1621.2;1625.4;1631.3;1649.2;1652.3;1669;1673
25-01-00 05:00;1232.1;1234.6;1260.6;1393.4;1443.7;1477.1;1479.7;1553.3;1587.7;1599.7;1605.8;1614.8;1618.9;1624.8;1642.5;1645.5;1662.1;1666.1
25-01-00 06:00;1226.3;1228.7;1254.6;1386.1;1437.3;1470.7;1473.2;1546.7;1581.1;1593.3;1599.3;1608.3;1612.5;1618.2;1635.7;1638.7;1655.2;1659.2
25-01-00 07:00;1220.5;1223;1248.7;1378.7;1430.6;1464.3;1466.8;1540;1574.4;1586.7;1592.8;1601.8;1606;1611.7;1629.1;1632;1648.4;1652.3
25-01-00 08:00;1215;1217.4;1242.8;1371.4;1423.7;1457.6;1460.2;1533.2;1567.7;1580.1;1586.2;1595.3;1599.4;1605.1;1622.4;1625.4;1641.6;1645.5
25-01-00 09:00;1209.7;1212.1;1237.2;1364.1;1416.7;1450.9;1453.5;1526.4;1560.9;1573.5;1579.6;1588.8;1592.9;1598.6;1615.8;1618.7;1634.8;1638.7
25-01-00 10:00;1204.4;1206.8;1231.6;1356.8;1409.4;1444;1446.7;1519.5;1554;1566.8;1572.9;1582.2;1586.3;1592;1609.1;1612;1628.1;1631.9
25-01-00 11:00;1199.1;1201.4;1226.1;1349.4;1401.6;1436.8;1439.5;1512.4;1547;1560;1566.1;1575.5;1579.7;1585.3;1602.5;1605.3;1621.3;1625.2
25-01-00 12:00;1193.7;1196.1;1220.6;1342.1;1393.7;1429.3;1432.1;1505.2;1540;1553.2;1559.3;1568.9;1573;1578.7;1595.8;1598.6;1614.6;1618.4
25-01-00 13:00;1188.3;1190.6;1215;1334.7;1385.8;1421.7;1424.6;1497.8;1533;1546.4;1552.5;1562.2;1566.3;1572;1589.1;1591.9;1607.9;1611.7
25-01-00 14:00;1182.8;1185.1;1209.3;1327.5;1377.8;1414;1416.9;1490.3;1525.8;1539.5;1545.6;1555.4;1559.6;1565.2;1582.3;1585.1;1601.1;1604.9
25-01-00 15:00;1177.2;1179.6;1203.6;1320.3;1369.8;1406.1;1409.1;1482.7;1518.5;1532.5;1538.7;1548.6;1552.7;1558.4;1575.6;1578.3;1594.3;1598.1
25-01-00 16:00;1171.7;1174;1197.9;1312.7;1361.7;1398.1;1401.1;1475;1511.1;1525.4;1531.6;1541.7;1545.9;1551.6;1568.7;1571.5;1587.5;1591.3
25-01-00 17:00;1166.1;1168.5;1192.3;1305.2;1353.5;1390;1393.1;1467.3;1503.7;1518.2;1524.5;1534.7;1539;1544.7;1561.9;1564.6;1580.7;1584.5
25-01-00 18:00;1160.6;1163;1186.7;1297.9;1345.4;1381.9;1385;1459.4;1496.1;1511;1517.3;1527.7;1531.9;1537.7;1554.9;1557.7;1573.8;1577.6
25-01-00 19:00;1155;1157.4;1181.1;1290.6;1337.4;1373.8;1376.9;1451.1;1488.4;1503.6;1510;1520.5;1524.8;1530.6;1547.9;1550.7;1566.8;1570.7
25-01-00 20:00;1149.5;1151.9;1175.5;1283.4;1329.3;1365.6;1368.7;1442.8;1480.5;1496.1;1502.6;1513.3;1517.6;1523.4;1540.8;1543.6;1559.8;1563.7
25-01-00 21:00;1144;1146.4;1169.9;1276.3;1321.4;1357.4;1360.5;1434.5;1472.5;1488.4;1495;1505.9;1510.3;1516.1;1533.6;1536.4;1552.8;1556.9
25-01-00 22:00;1138.4;1140.9;1164.3;1269.1;1313.4;1349.2;1352.4;1426.1;1464.4;1480.6;1487.2;1498.4;1502.8;1508.7;1526.4;1529.2;1545.9;1550
25-01-00 23:00;1132.9;1135.3;1158.8;1262.1;1305.6;1341.1;1344.3;1417.7;1456.2;1472.6;1479.4;1490.8;1495.2;1501.2;1519;1521.9;1538.8;1543
26-01-00 00:00;1127.4;1129.8;1153.2;1255.1;1297.8;1333;1336.2;1409.2;1447.9;1464.6;1471.5;1483;1487.6;1493.6;1511.6;1514.5;1531.6;1535.9
