Time [yyyy-MM-dd HH:mm:ss];50909ObsUS: Discharge at (Waal2_B_A_A_A_ 6366_82)_ Flow1D [m³/s];50906ObsUS: Discharge at (Waal3_A_ 597_388)_ Flow1D [m³/s];889.00_WA: Discharge at (Waal3_B_B_A_ 451_736)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];50922ObsUS: Discharge at (Waal4_A_ 3082_405)_ Flow1D [m³/s];50930ObsUS: Discharge at (Waal5_A_ 5095_349)_ Flow1D [m³/s];938.00_WA: Discharge at (Waal5_B_B_A_ 971_827)_ Flow1D [m³/s];946.00_WA: Discharge at (Waal5_B_B_B_A_ 166_1865)_ Flow1D [m³/s];51021ObsUS: Discharge at (Waal5_B_B_B_A_ 5461_157)_ Flow1D [m³/s];953.00_WA: Discharge at (Waal6_A_ 249_5)_ Flow1D [m³/s];51043ObsUS: Discharge at (Waal6_A_ 2614_23)_ Flow1D [m³/s];956.00_WA: Discharge at (Waal6_B_A_ 512_541)_ Flow1D [m³/s];957.00_WA: Discharge at (Waal6_B_B_A_ 454_649)_ Flow1D [m³/s];960.00_WA: Discharge at (Waal6_B_B_B_B_B_ 107_9365)_ Flow1D [m³/s];
11-01-00 17:00;7748.5;7636.8;7598.7;7419.6;7342.65;7265.7;7042.6;6989.2;6842.9;6746.4;6711;6684.8;6679.8;6673.2;6645.6;
11-01-00 18:00;7796.8;7684.9;7647.7;7474.4;7395.85;7317.3;7099.9;7047.8;6900.9;6800.7;6764.9;6738.9;6733.9;6727.4;6700.4;
11-01-00 19:00;7844.2;7733.1;7697;7529;7449.6;7370.2;7157.9;7106.2;6958.5;6856;6820.3;6794;6789;6782.4;6755.5;
11-01-00 20:00;7892.7;7781;7745.9;7582.3;7503;7423.7;7216.5;7164.3;7015.9;6911.2;6875.9;6849.5;6844.6;6837.9;6811.2;
11-01-00 21:00;7942.4;7829.4;7795.4;7634;7556;7478;7275.6;7222.5;7073.2;6967;6932.1;6905.6;6900.6;6893.8;6867.3;
11-01-00 22:00;7991.5;7877.9;7845.3;7685.1;7608.5;7531.9;7335.3;7281;7129.8;7022.7;6988.4;6961.9;6957;6950.1;6923.9;
11-01-00 23:00;8039.4;7926.3;7895.1;7736.4;7660.95;7585.5;7396.1;7340.1;7185.8;7078.5;7045.1;7018.4;7013.5;7006.6;6980.7;
12-01-00 00:00;8089;7975.3;7945.4;7787;7712.5;7638;7456.9;7398.8;7242.4;7135.3;7102.7;7075.7;7070.7;7063.7;7038.1;
12-01-00 01:00;8140.2;8025.8;7996.9;7837.5;7763.55;7689.6;7515;7456;7299.5;7193.1;7161.3;7133.8;7128.8;7121.7;7096.2;
12-01-00 02:00;8191;8076.5;8048.9;7888.4;7814.7;7741;7569.2;7509.3;7356.2;7251.7;7221;7193.3;7188.2;7181;7155.6;
12-01-00 03:00;8242.5;8127.3;8101.2;7939.2;7865.85;7792.5;7622;7560.7;7411.6;7310;7280.7;7253;7247.9;7240.7;7215.9;
12-01-00 04:00;8294.2;8178.3;8153.8;7990.3;7917.1;7843.9;7673.9;7610.7;7466.2;7367.9;7340.1;7312.5;7307.4;7300.2;7276.2;
12-01-00 05:00;8345.5;8229.1;8206.2;8041.5;7968.3;7895.1;7725;7659.8;7520.3;7425.3;7399;7371.5;7366.4;7359.3;7336.5;
12-01-00 06:00;8396.1;8279;8258;8092.7;8019.55;7946.4;7775.7;7708.4;7574.5;7482.9;7458.1;7430.9;7425.8;7418.8;7396.1;
12-01-00 07:00;8448.2;8329.9;8309.7;8143.7;8070.45;7997.2;7826.2;7756.4;7629;7540;7516.5;7489.2;7484.2;7477.3;7454.8;
12-01-00 08:00;8503.7;8383;8362.6;8194.5;8121.45;8048.4;7876.3;7804.1;7684.1;7597.4;7575;7547.6;7542.6;7535.6;7512.8;
12-01-00 09:00;8561.7;8437.2;8416.6;8246.5;8173.15;8099.8;7925.9;7851.2;7739.5;7655.6;7633.8;7606.3;7601.1;7594.1;7571.1;
12-01-00 10:00;8620.9;8492.3;8471.4;8299.4;8225.5;8151.6;7975.4;7899.3;7794.8;7712.7;7691.2;7664.1;7659;7652;7629.3;
12-01-00 11:00;8682;8548.4;8527.3;8353.3;8278.75;8204.2;8026.2;7949.1;7848.8;7768.6;7747.6;7720.9;7715.9;7708.9;7686.6;
12-01-00 12:00;8745;8605.9;8584.4;8408.5;8333.25;8258;8078;7999.6;7902.9;7823.7;7803;7776.7;7771.7;7764.7;7742.9;
12-01-00 13:00;8810.1;8664.9;8643.1;8465.3;8389;8312.7;8130.5;8050.9;7957.4;7878.8;7858.2;7832.1;7827.2;7820.2;7798.6;
12-01-00 14:00;8877.6;8725.8;8703.7;8523.3;8445.85;8368.4;8183.3;8102.8;8012.7;7934.1;7913.5;7887.5;7882.6;7875.5;7854;
12-01-00 15:00;8946.9;8789.2;8766.4;8582.6;8503.85;8425.1;8236.9;8155.4;8068.3;7989.8;7969.2;7943.2;7938.3;7931.1;7909.5;
12-01-00 16:00;9015.8;8855.6;8832.2;8643.7;8563.35;8483;8291.5;8209.4;8124;8045.5;8024.9;7998.9;7994;7986.6;7965.1;
12-01-00 17:00;9085.7;8925;8900.8;8707.1;8624.85;8542.6;8347.7;8265.3;8179.9;8101.4;8080.8;8054.8;8049.9;8042.4;8020.7;
12-01-00 18:00;9154.2;8994.1;8969.7;8772.8;8688.6;8604.4;8405.6;8322.4;8236.4;8157.7;8137.1;8110.9;8106;8098.3;8076.6;
12-01-00 19:00;9224;9065.2;9040.3;8839.7;8753.95;8668.2;8465;8380.9;8294;8214.7;8193.9;8167.6;8162.6;8154.7;8132.8;
12-01-00 20:00;9294.2;9138.2;9112.9;8908.5;8821;8733.5;8526.1;8441;8353;8272.7;8251.6;8225;8220;8211.9;8189.6;
12-01-00 21:00;9363.4;9211.7;9186.1;8978.9;8889.75;8800.6;8588.8;8502.7;8413.2;8331.8;8310.5;8283.5;8278.4;8270;8247.3;
12-01-00 22:00;9434.1;9286.5;9260.6;9050.3;8959.65;8869;8653.3;8566.2;8475.1;8392.3;8370.6;8343.2;8338;8329.3;8306.1;
12-01-00 23:00;9504.7;9362.3;9336.1;9123.1;9030.95;8938.8;8719.2;8631.1;8538.5;8454.3;8432.3;8404.5;8399.2;8390.3;8366.9;
13-01-00 00:00;9575.3;9438.9;9412.6;9197.1;9103.6;9010.1;8786.4;8697.2;8603.2;8517.8;8495.4;8467.3;8461.9;8452.7;8428.9;
13-01-00 01:00;9649;9516.4;9489.7;9272;9177.25;9082.5;8855;8764.8;8669.3;8582.5;8559.8;8531.2;8525.7;8516.2;8491.9;
13-01-00 02:00;9737.5;9602.7;9574.1;9348.4;9252.15;9155.9;8924.7;8833.7;8736.7;8648.4;8625.3;8596.3;8590.7;8580.8;8556.1;
13-01-00 03:00;9838;9701.6;9670.4;9430.7;9331.3;9231.9;8995.7;8903.7;8805.3;8715.6;8692.2;8662.6;8656.9;8646.6;8621.4;
13-01-00 04:00;9937.4;9801.8;9770.1;9521.5;9417.3;9313.1;9069.4;8975.5;8875.4;8784.2;8760.4;8730.3;8724.5;8714;8688;
13-01-00 05:00;10039;9901.9;9869.8;9615.1;9507.25;9399.4;9146.9;9050.1;8947.6;8854.5;8830.2;8799.6;8793.6;8782.7;8756;
13-01-00 06:00;10139;10002;9970;9710.5;9599.55;9488.6;9228;9128.2;9022.7;8926.8;8901.9;8870.4;8864.3;8853.1;8825.5;
13-01-00 07:00;10239;10103;10072;9808.5;9694.4;9580.3;9312.1;9209.3;9100.6;9001.6;8975.9;8943.3;8937;8925.5;8896.9;
13-01-00 08:00;10339;10205;10174;9907.5;9791.4;9675.3;9399.1;9293.2;9181.2;9078.8;9052.2;9018.5;9012;9000.1;8970.3;
13-01-00 09:00;10438;10304;10273;9999.6;9883.85;9768.1;9488.8;9380.1;9264.6;9158.5;9131;9096.1;9089.3;9077.1;9046.2;
13-01-00 10:00;10535;10401;10370;10092;9975.2;9858.4;9578.3;9468.2;9350.4;9240.8;9212.3;9176.2;9169.1;9156.6;9124.4;
13-01-00 11:00;10629;10496;10465;10185;10065.8;9946.6;9667.3;9556.6;9437.2;9324.7;9295.4;9258.3;9251;9238.2;9205;
13-01-00 12:00;10718;10588;10558;10277;10155.5;10034;9755.2;9644.4;9524.3;9409.7;9379.8;9341.9;9334.4;9321.5;9287.4;
13-01-00 13:00;10807;10678;10648;10367;10244.5;10122;9841.2;9731.3;9611;9495;9464.8;9426.3;9418.7;9405.7;9371;
13-01-00 14:00;10893;10767;10737;10456;10332.5;10209;9927.7;9817.5;9697.2;9580.2;9549.8;9510.9;9503.2;9490.3;9455.3;
13-01-00 15:00;10979;10854;10825;10545;10421;10297;10015;9904.5;9783.8;9665.8;9635.1;9596;9588.2;9575.3;9540;
13-01-00 16:00;11062;10940;10911;10632;10509;10386;10103;9991.7;9870.7;9751.7;9720.8;9681.3;9673.4;9660.6;9625;
13-01-00 17:00;11148;11025;10996;10719;10596.5;10474;10191;10079;9957.8;9837.9;9806.7;9766.9;9758.9;9746.2;9710.4;
13-01-00 18:00;11235;11112;11083;10806;10683.5;10561;10279;10167;10045;9924.4;9893;9852.8;9844.8;9832.1;9796;
13-01-00 19:00;11323;11200;11171;10894;10771.5;10649;10368;10255;10133;10013;9981.5;9941.4;9933.2;9920;9882.5;
13-01-00 20:00;11411;11289;11260;10982;10859.5;10737;10456;10343;10222;10106;10076;10037;10030;10017;9978.6;
13-01-00 21:00;11498;11376;11347;11070;10948;10826;10546;10433;10313;10200;10171;10134;10126;10114;10078;
13-01-00 22:00;11585;11464;11434;11158;11036.5;10915;10636;10523;10406;10295;10266;10230;10223;10211;10176;
13-01-00 23:00;11673;11552;11522;11246;11124.5;11003;10726;10614;10498;10389;10361;10325;10318;10306;10272;
14-01-00 00:00;11757;11638;11609;11333;11212.5;11092;10817;10705;10590;10482;10455;10420;10413;10401;10367;
14-01-00 01:00;11837;11723;11695;11420;11300.5;11181;10907;10797;10682;10576;10548;10513;10506;10495;10461;
14-01-00 02:00;11893;11791;11766;11505;11386.5;11268;10997;10888;10774;10668;10641;10607;10600;10588;10555;
14-01-00 03:00;11945;11850;11827;11581;11466.5;11352;11087;10978;10866;10761;10734;10700;10693;10682;10648;
14-01-00 04:00;11993;11905;11883;11649;11539.5;11430;11173;11067;10957;10853;10826;10792;10785;10774;10741;
14-01-00 05:00;12038;11955;11935;11713;11608;11503;11255;11153;11045;10943;10917;10884;10877;10866;10833;
14-01-00 06:00;12080;12003;11983;11772;11672.5;11573;11334;11235;11131;11031;11006;10973;10966;10956;10924;
14-01-00 07:00;12116;12044;12027;11828;11733;11638;11410;11315;11214;11117;11092;11060;11054;11043;11013;
14-01-00 08:00;12150;12083;12066;11880;11790.5;11701;11483;11391;11293;11200;11176;11145;11139;11129;11099;
14-01-00 09:00;12181;12118;12103;11929;11844;11759;11552;11464;11370;11280;11257;11227;11221;11211;11182;
14-01-00 10:00;12212;12153;12138;11974;11894;11814;11617;11533;11444;11357;11335;11306;11300;11291;11263;
14-01-00 11:00;12243;12187;12173;12016;11940.5;11865;11679;11599;11514;11431;11409;11382;11376;11367;11341;
14-01-00 12:00;12275;12221;12207;12057;11985.5;11914;11737;11661;11580;11501;11480;11454;11449;11440;11415;
14-01-00 13:00;12306;12252;12239;12097;12028.5;11960;11792;11720;11643;11568;11548;11523;11518;11510;11486;
14-01-00 14:00;12336;12284;12271;12135;12069.5;12004;11845;11776;11703;11632;11613;11589;11584;11577;11554;
14-01-00 15:00;12367;12316;12303;12172;12109.5;12047;11895;11830;11760;11692;11675;11652;11647;11640;11619;
14-01-00 16:00;12397;12348;12336;12209;12149;12089;11943;11881;11815;11750;11733;11712;11707;11700;11680;
14-01-00 17:00;12429;12381;12369;12245;12187;12129;11990;11930;11867;11805;11789;11769;11765;11758;11739;
14-01-00 18:00;12461;12413;12401;12280;12224.5;12169;12034;11978;11917;11858;11843;11823;11819;11813;11795;
14-01-00 19:00;12493;12446;12434;12316;12261.5;12207;12078;12023;11965;11909;11894;11876;11872;11865;11848;
14-01-00 20:00;12525;12479;12467;12351;12298;12245;12120;12067;12012;11958;11944;11926;11922;11916;11900;
14-01-00 21:00;12558;12512;12500;12386;12334.5;12283;12161;12111;12057;12005;11991;11974;11970;11965;11949;
14-01-00 22:00;12590;12545;12533;12421;12370.5;12320;12202;12153;12101;12050;12037;12021;12017;12012;11997;
14-01-00 23:00;12623;12578;12567;12456;12406.5;12357;12242;12194;12143;12095;12082;12066;12063;12057;12043;
15-01-00 00:00;12656;12611;12600;12491;12442;12393;12281;12234;12185;12138;12125;12110;12107;12101;12088;
15-01-00 01:00;12685;12643;12633;12526;12478;12430;12319;12274;12226;12180;12168;12153;12150;12144;12131;
15-01-00 02:00;12704;12667;12658;12558;12511.5;12465;12357;12313;12266;12221;12209;12195;12192;12187;12174;
15-01-00 03:00;12720;12687;12678;12586;12542;12498;12394;12351;12305;12261;12250;12235;12233;12228;12215;
15-01-00 04:00;12735;12704;12697;12611;12569.5;12528;12429;12388;12344;12301;12290;12276;12273;12268;12256;
15-01-00 05:00;12750;12721;12714;12633;12594.5;12556;12462;12423;12380;12339;12328;12314;12312;12307;12295;
15-01-00 06:00;12764;12737;12730;12654;12617.5;12581;12493;12455;12415;12375;12365;12352;12349;12345;12333;
15-01-00 07:00;12778;12752;12745;12674;12639.5;12605;12522;12486;12448;12410;12400;12388;12385;12381;12370;
15-01-00 08:00;12791;12767;12760;12693;12660.5;12628;12549;12515;12479;12443;12434;12422;12419;12415;12405;
15-01-00 09:00;12805;12781;12775;12710;12679.5;12649;12574;12543;12508;12474;12465;12454;12452;12448;12439;
15-01-00 10:00;12818;12795;12789;12728;12698.5;12669;12599;12568;12536;12504;12495;12485;12482;12479;12470;
15-01-00 11:00;12831;12809;12803;12744;12716.5;12689;12622;12593;12562;12532;12524;12514;12512;12508;12500;
15-01-00 12:00;12844;12823;12817;12761;12734.5;12708;12644;12616;12587;12558;12551;12541;12539;12536;12528;
15-01-00 13:00;12858;12837;12831;12777;12751.5;12726;12665;12639;12611;12584;12576;12567;12565;12562;12555;
15-01-00 14:00;12871;12850;12845;12792;12767.5;12743;12685;12660;12634;12608;12601;12592;12590;12587;12581;
15-01-00 15:00;12884;12864;12859;12807;12783.5;12760;12704;12681;12655;12631;12624;12616;12614;12611;12605;
15-01-00 16:00;12897;12877;12872;12822;12799.5;12777;12723;12700;12676;12653;12646;12639;12637;12634;12629;
15-01-00 17:00;12909;12890;12885;12837;12815;12793;12741;12719;12696;12674;12668;12660;12659;12656;12651;
15-01-00 18:00;12921;12903;12898;12852;12830.5;12809;12759;12738;12716;12694;12688;12681;12680;12677;12672;
15-01-00 19:00;12934;12915;12911;12866;12845;12824;12776;12756;12734;12713;12708;12701;12700;12697;12693;
15-01-00 20:00;12946;12928;12924;12879;12859;12839;12792;12773;12752;12732;12727;12720;12719;12717;12712;
15-01-00 21:00;12958;12940;12936;12893;12873.5;12854;12808;12790;12770;12750;12745;12739;12738;12735;12731;
15-01-00 22:00;12970;12952;12948;12906;12887;12868;12824;12806;12787;12768;12763;12757;12755;12753;12750;
15-01-00 23:00;12981;12965;12960;12919;12900.5;12882;12839;12822;12803;12785;12780;12774;12773;12771;12767;
16-01-00 00:00;12993;12977;12973;12932;12914;12896;12854;12837;12819;12801;12797;12791;12790;12788;12785;
16-01-00 01:00;13002;12988;12984;12945;12927;12909;12869;12852;12834;12817;12813;12807;12806;12804;12801;
16-01-00 02:00;13001;12992;12989;12956;12939;12922;12883;12867;12849;12833;12829;12823;12822;12820;12817;
16-01-00 03:00;12999;12992;12990;12963;12948;12933;12896;12881;12864;12848;12844;12839;12838;12836;12833;
16-01-00 04:00;12995;12990;12989;12967;12954;12941;12908;12894;12878;12863;12859;12854;12853;12851;12848;
16-01-00 05:00;12990;12987;12986;12969;12958.5;12948;12918;12905;12891;12876;12873;12868;12867;12865;12863;
16-01-00 06:00;12985;12984;12983;12970;12961;12952;12927;12915;12902;12889;12885;12881;12880;12878;12877;
16-01-00 07:00;12979;12979;12979;12969;12962;12955;12934;12924;12912;12900;12897;12893;12892;12891;12889;
16-01-00 08:00;12973;12974;12974;12968;12962.5;12957;12939;12930;12920;12910;12907;12903;12903;12901;12900;
16-01-00 09:00;12967;12969;12969;12965;12961;12957;12943;12936;12927;12918;12916;12913;12912;12911;12910;
16-01-00 10:00;12961;12964;12964;12963;12960;12957;12946;12940;12933;12925;12923;12920;12920;12919;12919;
16-01-00 11:00;12955;12958;12959;12959;12957.5;12956;12948;12943;12937;12931;12929;12927;12927;12926;12926;
16-01-00 12:00;12948;12952;12953;12956;12955;12954;12949;12945;12941;12936;12934;12932;12932;12931;12933;
16-01-00 13:00;12942;12946;12947;12952;12952;12952;12949;12947;12943;12939;12938;12937;12936;12936;12937;
16-01-00 14:00;12935;12940;12941;12947;12948;12949;12948;12947;12945;12942;12941;12940;12940;12939;12941;
16-01-00 15:00;12929;12934;12935;12943;12944.5;12946;12947;12947;12945;12943;12943;12942;12942;12942;12944;
16-01-00 16:00;12922;12928;12929;12938;12940.5;12943;12945;12946;12945;12944;12944;12943;12943;12943;12946;
16-01-00 17:00;12915;12921;12923;12932;12935.5;12939;12943;12944;12944;12944;12944;12944;12944;12944;12947;
16-01-00 18:00;12908;12915;12916;12927;12931;12935;12940;12942;12943;12943;12944;12944;12944;12944;12947;
16-01-00 19:00;12902;12908;12910;12922;12926;12930;12937;12939;12941;12942;12942;12943;12943;12943;12947;
16-01-00 20:00;12895;12902;12903;12916;12920.5;12925;12933;12936;12939;12940;12941;12941;12941;12941;12945;
16-01-00 21:00;12888;12895;12897;12910;12915;12920;12930;12933;12936;12938;12938;12939;12939;12940;12944;
16-01-00 22:00;12881;12888;12890;12904;12909.5;12915;12925;12929;12932;12935;12936;12937;12937;12937;12941;
16-01-00 23:00;12874;12882;12883;12898;12904;12910;12921;12925;12929;12932;12933;12934;12934;12934;12939;
17-01-00 00:00;12867;12875;12877;12892;12898;12904;12916;12920;12925;12928;12929;12930;12930;12931;12936;
17-01-00 01:00;12857;12867;12869;12886;12892;12898;12911;12916;12920;12924;12925;12927;12927;12927;12932;
17-01-00 02:00;12837;12852;12855;12878;12885;12892;12906;12911;12916;12920;12921;12922;12923;12923;12928;
17-01-00 03:00;12815;12833;12837;12865;12874.5;12884;12900;12905;12911;12915;12917;12918;12918;12919;12924;
17-01-00 04:00;12792;12812;12817;12850;12861.5;12873;12892;12899;12905;12910;12912;12913;12914;12914;12919;
17-01-00 05:00;12768;12790;12795;12833;12846.5;12860;12883;12891;12898;12904;12906;12908;12908;12909;12914;
17-01-00 06:00;12743;12767;12772;12814;12829.5;12845;12872;12881;12890;12897;12899;12901;12902;12903;12908;
17-01-00 07:00;12718;12743;12749;12795;12811.5;12828;12860;12870;12880;12889;12891;12894;12894;12895;12901;
17-01-00 08:00;12693;12719;12725;12774;12792.5;12811;12846;12858;12869;12879;12882;12885;12885;12886;12893;
17-01-00 09:00;12667;12694;12701;12752;12772;12792;12830;12844;12857;12868;12871;12875;12875;12876;12884;
17-01-00 10:00;12641;12669;12676;12730;12751.5;12773;12814;12829;12843;12856;12859;12863;12864;12865;12873;
17-01-00 11:00;12615;12644;12650;12708;12730;12752;12796;12813;12828;12842;12846;12850;12851;12853;12861;
17-01-00 12:00;12589;12618;12625;12684;12707.5;12731;12778;12795;12813;12828;12831;12836;12837;12839;12848;
17-01-00 13:00;12563;12593;12600;12660;12684.5;12709;12759;12777;12796;12812;12816;12821;12822;12824;12833;
17-01-00 14:00;12537;12567;12574;12637;12662;12687;12739;12758;12778;12795;12799;12805;12806;12808;12818;
17-01-00 15:00;12511;12541;12549;12613;12638.5;12664;12718;12738;12759;12777;12782;12788;12789;12791;12801;
17-01-00 16:00;12485;12516;12523;12588;12615;12642;12697;12718;12739;12759;12764;12770;12771;12773;12784;
17-01-00 17:00;12459;12490;12498;12564;12591;12618;12675;12697;12719;12739;12744;12751;12752;12755;12765;
17-01-00 18:00;12433;12465;12472;12539;12567;12595;12653;12676;12698;12719;12725;12731;12733;12735;12746;
17-01-00 19:00;12407;12439;12446;12515;12543;12571;12631;12654;12677;12699;12704;12711;12713;12715;12726;
17-01-00 20:00;12381;12413;12421;12490;12518.5;12547;12608;12632;12656;12678;12683;12690;12692;12694;12706;
17-01-00 21:00;12355;12387;12395;12465;12494;12523;12585;12609;12633;12656;12662;12669;12671;12673;12685;
17-01-00 22:00;12329;12362;12369;12440;12469;12498;12561;12586;12611;12634;12640;12647;12649;12652;12664;
17-01-00 23:00;12303;12336;12344;12415;12444.5;12474;12538;12563;12588;12612;12618;12625;12627;12630;12642;
18-01-00 00:00;12278;12310;12318;12389;12419;12449;12514;12539;12565;12589;12595;12603;12604;12607;12619;
18-01-00 01:00;12249;12284;12292;12364;12394.5;12425;12490;12515;12542;12566;12572;12580;12582;12584;12597;
18-01-00 02:00;12212;12251;12260;12337;12368.5;12400;12466;12491;12518;12543;12549;12557;12559;12561;12574;
18-01-00 03:00;12174;12215;12225;12307;12340;12373;12441;12467;12494;12519;12525;12534;12535;12538;12551;
18-01-00 04:00;12135;12178;12188;12275;12309.5;12344;12415;12442;12470;12495;12502;12510;12512;12514;12527;
18-01-00 05:00;12095;12140;12150;12241;12277;12313;12387;12416;12444;12471;12477;12486;12487;12490;12503;
18-01-00 06:00;12055;12101;12112;12206;12243.5;12281;12359;12388;12418;12445;12452;12461;12463;12465;12479;
18-01-00 07:00;12014;12061;12072;12169;12208.5;12248;12328;12359;12390;12418;12426;12435;12437;12440;12453;
18-01-00 08:00;11974;12021;12033;12132;12172.5;12213;12297;12329;12361;12391;12398;12408;12410;12413;12427;
18-01-00 09:00;11933;11982;11993;12095;12136.5;12178;12265;12298;12332;12362;12370;12380;12382;12385;12399;
18-01-00 10:00;11893;11942;11954;12057;12099.5;12142;12232;12266;12301;12332;12340;12351;12353;12356;12371;
18-01-00 11:00;11854;11903;11915;12019;12062.5;12106;12198;12233;12269;12302;12310;12321;12323;12326;12341;
18-01-00 12:00;11814;11864;11875;11982;12026;12070;12163;12199;12236;12270;12279;12290;12292;12295;12311;
18-01-00 13:00;11776;11825;11837;11944;11988.5;12033;12128;12165;12203;12238;12246;12258;12260;12264;12280;
18-01-00 14:00;11736;11786;11798;11906;11951;11996;12093;12131;12169;12205;12214;12225;12228;12231;12248;
18-01-00 15:00;11696;11746;11758;11868;11913.5;11959;12057;12096;12135;12171;12180;12192;12194;12198;12215;
18-01-00 16:00;11656;11706;11719;11829;11875.5;11922;12021;12060;12100;12137;12146;12158;12161;12165;12181;
18-01-00 17:00;11616;11667;11679;11790;11837;11884;11985;12024;12065;12102;12112;12124;12127;12131;12148;
18-01-00 18:00;11576;11627;11639;11752;11799;11846;11948;11988;12029;12067;12077;12089;12092;12096;12113;
18-01-00 19:00;11536;11587;11600;11713;11760.5;11808;11911;11952;11993;12032;12042;12054;12057;12061;12078;
18-01-00 20:00;11496;11548;11560;11674;11722;11770;11874;11915;11957;11996;12006;12019;12021;12026;12043;
18-01-00 21:00;11454;11507;11519;11635;11683.5;11732;11837;11878;11921;11960;11970;11983;11986;11990;12007;
18-01-00 22:00;11411;11465;11478;11595;11644;11693;11799;11841;11884;11924;11934;11947;11949;11954;11971;
18-01-00 23:00;11367;11422;11435;11554;11604;11654;11762;11804;11847;11887;11897;11910;11913;11917;11935;
19-01-00 00:00;11324;11379;11392;11513;11563.5;11614;11723;11766;11810;11850;11860;11874;11876;11881;11899;
19-01-00 01:00;11279;11335;11349;11471;11522;11573;11684;11728;11772;11813;11823;11837;11839;11844;11862;
19-01-00 02:00;11233;11290;11304;11429;11480.5;11532;11645;11689;11734;11775;11786;11799;11802;11806;11825;
19-01-00 03:00;11188;11246;11260;11386;11438.5;11491;11605;11650;11695;11737;11747;11761;11764;11768;11787;
19-01-00 04:00;11143;11201;11215;11343;11396;11449;11565;11610;11656;11698;11709;11723;11726;11730;11749;
19-01-00 05:00;11097;11156;11170;11299;11353;11407;11524;11570;11616;11659;11670;11684;11687;11691;11710;
19-01-00 06:00;11052;11111;11125;11255;11309.5;11364;11483;11529;11576;11619;11631;11645;11648;11652;11671;
19-01-00 07:00;11007;11066;11080;11211;11266;11321;11441;11488;11536;11580;11591;11605;11608;11613;11632;
19-01-00 08:00;10961;11021;11035;11167;11222.5;11278;11399;11447;11495;11539;11551;11565;11568;11573;11592;
19-01-00 09:00;10916;10976;10990;11123;11179;11235;11357;11405;11454;11498;11510;11525;11528;11532;11552;
19-01-00 10:00;10871;10930;10945;11079;11135;11191;11315;11363;11412;11457;11469;11484;11487;11492;11511;
19-01-00 11:00;10825;10885;10900;11034;11090.5;11147;11272;11320;11370;11416;11428;11443;11446;11451;11470;
19-01-00 12:00;10780;10840;10855;10989;11046;11103;11228;11278;11328;11374;11386;11401;11404;11409;11429;
19-01-00 13:00;10734;10795;10810;10945;11002.5;11060;11185;11235;11285;11332;11344;11359;11362;11367;11387;
19-01-00 14:00;10689;10750;10764;10900;10958;11016;11142;11192;11243;11290;11302;11317;11320;11325;11346;
19-01-00 15:00;10644;10704;10719;10856;10914;10972;11099;11149;11200;11247;11259;11275;11278;11283;11303;
19-01-00 16:00;10598;10659;10674;10811;10869.5;10928;11055;11106;11157;11205;11217;11232;11236;11241;11261;
19-01-00 17:00;10553;10614;10629;10767;10825.5;10884;11012;11063;11114;11162;11174;11190;11193;11198;11218;
19-01-00 18:00;10508;10569;10584;10722;10780.5;10839;10968;11019;11071;11119;11131;11147;11150;11155;11176;
19-01-00 19:00;10462;10523;10539;10677;10736;10795;10925;10976;11028;11076;11088;11104;11107;11112;11133;
19-01-00 20:00;10416;10478;10493;10632;10691.5;10751;10881;10932;10984;11033;11045;11061;11064;11069;11090;
19-01-00 21:00;10369;10432;10447;10587;10646.5;10706;10837;10888;10941;10989;11002;11017;11021;11026;11047;
19-01-00 22:00;10322;10385;10401;10542;10602;10662;10793;10845;10897;10946;10958;10974;10977;10983;11003;
19-01-00 23:00;10275;10338;10354;10496;10556.5;10617;10749;10801;10854;10902;10915;10931;10934;10939;10960;
20-01-00 00:00;10227;10291;10307;10450;10511;10572;10705;10757;10810;10859;10871;10887;10891;10896;10917;
20-01-00 01:00;10179;10244;10259;10404;10465;10526;10660;10712;10766;10815;10828;10844;10847;10852;10873;
20-01-00 02:00;10134;10197;10213;10358;10419.5;10481;10615;10668;10722;10771;10784;10800;10803;10809;10829;
20-01-00 03:00;10089;10152;10168;10312;10373.5;10435;10570;10623;10678;10727;10740;10756;10759;10765;10786;
20-01-00 04:00;10044;10107;10122;10267;10328.5;10390;10525;10579;10633;10683;10696;10712;10715;10721;10742;
20-01-00 05:00;10001;10063;10078;10221;10283;10345;10480;10534;10589;10639;10652;10668;10671;10676;10698;
20-01-00 06:00;9957.8;10019;10035;10177;10238.5;10300;10436;10489;10544;10594;10607;10624;10627;10632;10653;
20-01-00 07:00;9914.7;9976;9991.2;10133;10194.5;10256;10391;10445;10500;10550;10563;10579;10583;10588;10609;
20-01-00 08:00;9871.8;9932.7;9947.9;10089;10150.5;10212;10347;10400;10455;10506;10519;10535;10538;10544;10565;
20-01-00 09:00;9829;9890.2;9905.4;10046;10107;10168;10303;10356;10411;10461;10474;10491;10494;10499;10521;
20-01-00 10:00;9786.6;9848.2;9863.6;10003;10063.5;10124;10259;10312;10367;10417;10430;10447;10450;10455;10476;
20-01-00 11:00;9744.1;9806.3;9821.8;9961.8;10021.9;10082;10216;10269;10323;10374;10386;10403;10406;10411;10432;
20-01-00 12:00;9701.3;9763.9;9779.5;9918.2;9978.6;10039;10173;10225;10280;10330;10343;10359;10362;10368;10389;
