Time [yyyy-MM-dd HH:mm:ss];50909ObsUS: Discharge at (Waal2_B_A_A_A_ 6366_82)_ Flow1D [m³/s];50906ObsUS: Discharge at (Waal3_A_ 597_388)_ Flow1D [m³/s];889.00_WA: Discharge at (Waal3_B_B_A_ 451_736)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];50922ObsUS: Discharge at (Waal4_A_ 3082_405)_ Flow1D [m³/s];50930ObsUS: Discharge at (Waal5_A_ 5095_349)_ Flow1D [m³/s];938.00_WA: Discharge at (Waal5_B_B_A_ 971_827)_ Flow1D [m³/s];946.00_WA: Discharge at (Waal5_B_B_B_A_ 166_1865)_ Flow1D [m³/s];51021ObsUS: Discharge at (Waal5_B_B_B_A_ 5461_157)_ Flow1D [m³/s];953.00_WA: Discharge at (Waal6_A_ 249_5)_ Flow1D [m³/s];51043ObsUS: Discharge at (Waal6_A_ 2614_23)_ Flow1D [m³/s];956.00_WA: Discharge at (Waal6_B_A_ 512_541)_ Flow1D [m³/s];957.00_WA: Discharge at (Waal6_B_B_A_ 454_649)_ Flow1D [m³/s];960.00_WA: Discharge at (Waal6_B_B_B_B_B_ 107_9365)_ Flow1D [m³/s];
20-01-00 13:00;9657.8;9720.6;9736.3;9873.1;9934;9994.9;10130;10182;10237;10286;10299;10315;10319;10324;10345;
20-01-00 14:00;9613.6;9676.6;9692.3;9828.3;9889.1;9949.9;10086;10139;10193;10243;10256;10272;10275;10281;10302;
20-01-00 15:00;9569.1;9632.1;9647.9;9783.1;9843.3;9903.5;10042;10095;10150;10200;10213;10229;10232;10237;10258;
20-01-00 16:00;9524.4;9587.5;9603.3;9737.8;9797.4;9857;9996.5;10050;10106;10156;10169;10185;10189;10194;10215;
20-01-00 17:00;9479.5;9542.8;9558.5;9692.5;9751.45;9810.4;9950;10005;10061;10112;10125;10141;10145;10150;10171;
20-01-00 18:00;9434.4;9497.7;9513.5;9647.1;9705.75;9764.4;9904;9958.7;10016;10067;10080;10097;10100;10106;10127;
20-01-00 19:00;9389;9452.4;9468.2;9601.8;9660.35;9718.9;9858.4;9913.2;9970.1;10022;10035;10052;10055;10061;10082;
20-01-00 20:00;9343.7;9407;9422.9;9556.5;9615.05;9673.6;9813.2;9867.8;9924.9;9976.8;9990.1;10007;10010;10016;10037;
20-01-00 21:00;9298.9;9362.1;9377.9;9511.3;9569.85;9628.4;9768.1;9822.7;9879.8;9931.9;9945.2;9962.2;9965.6;9971.2;9993.3;
20-01-00 22:00;9254.3;9317.5;9333.3;9466.5;9525;9583.5;9723.1;9777.7;9835.1;9888.4;9902.2;9919.5;9922.9;9928.4;9950.4;
20-01-00 23:00;9209.9;9273;9288.8;9422;9480.4;9538.8;9678.5;9733.2;9791.5;9846.9;9861.3;9879.5;9883.2;9888.9;9910.7;
21-01-00 00:00;9165.4;9228.8;9244.6;9377.6;9435.95;9494.3;9634.3;9689.3;9748.4;9805.4;9820.2;9839;9842.8;9848.8;9871.2;
21-01-00 01:00;9119.9;9184.3;9200.2;9333.4;9391.8;9450.2;9590.5;9645.8;9705.5;9763.6;9778.6;9797.8;9801.7;9807.7;9830.6;
21-01-00 02:00;9070.8;9137.5;9153.9;9289.1;9347.65;9406.2;9547;9602.4;9662.6;9721.4;9736.7;9756.1;9760.1;9766.2;9789.3;
21-01-00 03:00;9020.6;9089.2;9106;9243.4;9302.65;9361.9;9503.5;9559.1;9619.7;9679;9694.4;9714;9717.9;9724.1;9747.4;
21-01-00 04:00;8969.6;9039.8;9056.9;9196.8;9256.8;9316.8;9459.7;9515.8;9576.8;9636.4;9651.8;9671.6;9675.5;9681.7;9705.2;
21-01-00 05:00;8918.2;8989.8;9007.2;9149.2;9210.1;9271;9415.6;9472.1;9533.6;9593.4;9609;9628.8;9632.8;9639;9662.6;
21-01-00 06:00;8866.8;8939.5;8957.1;9101.1;9162.85;9224.6;9370.9;9428.1;9490;9550.2;9565.8;9585.8;9589.7;9596;9619.7;
21-01-00 07:00;8815.7;8889.2;8906.9;9052.6;9115.1;9177.6;9325.8;9383.5;9446.1;9506.6;9522.3;9542.4;9546.4;9552.6;9576.5;
21-01-00 08:00;8766.6;8839.7;8857.4;9003.8;9067.05;9130.3;9280.1;9338.5;9401.8;9462.6;9478.4;9498.6;9502.6;9508.9;9533;
21-01-00 09:00;8718;8791.1;8808.8;8955.5;9019.1;9082.7;9234;9293.1;9356.9;9418.2;9434.1;9454.5;9458.5;9464.8;9489;
21-01-00 10:00;8669.7;8742.8;8760.5;8907.7;8971.55;9035.4;9187.7;9247.3;9311.7;9373.4;9389.4;9409.9;9414;9420.3;9444.7;
21-01-00 11:00;8622.3;8695.1;8712.7;8860;8924.1;8988.2;9141.3;9201.3;9266.1;9328.2;9344.4;9365;9369.1;9375.4;9400;
21-01-00 12:00;8575.4;8648;8665.5;8812.7;8876.9;8941.1;9094.9;9155.2;9220.4;9282.8;9299;9319.7;9323.8;9330.2;9354.9;
21-01-00 13:00;8529.1;8601.3;8618.8;8765.9;8830.15;8894.4;9048.6;9109.1;9174.6;9237.1;9253.4;9274.2;9278.3;9284.7;9309.5;
21-01-00 14:00;8483.3;8555.2;8572.6;8719.4;8783.65;8847.9;9002.4;9063;9128.7;9191.3;9207.7;9228.5;9232.6;9239;9263.8;
21-01-00 15:00;8437.6;8509;8526.4;8673.2;8737.45;8801.7;8956.3;9017.1;9082.9;9145.5;9161.8;9182.6;9186.7;9193.1;9218;
21-01-00 16:00;8392.7;8463.5;8480.8;8627.3;8691.45;8755.6;8910.3;8971.2;9037.1;9099.7;9116;9136.8;9140.9;9147.3;9172.2;
21-01-00 17:00;8348.4;8418.5;8435.8;8581.7;8645.8;8709.9;8864.5;8925.5;8991.5;9053.9;9070.2;9091;9095;9101.4;9126.3;
21-01-00 18:00;8305;8374.3;8391.4;8536.6;8600.5;8664.4;8818.9;8879.9;8945.8;9008.2;9024.4;9045.1;9049.2;9055.5;9080.4;
21-01-00 19:00;8262.5;8331.1;8348;8492.2;8555.8;8619.4;8773.6;8834.4;8900.3;8962.4;8978.7;8999.3;9003.3;9009.6;9034.5;
21-01-00 20:00;8221.4;8289.2;8305.8;8448.6;8511.8;8575;8728.5;8789.2;8854.9;8916.8;8933;8953.5;8957.5;8963.8;8988.6;
21-01-00 21:00;8181.1;8248.1;8264.5;8405.9;8468.6;8531.3;8683.9;8744.3;8809.7;8871.3;8887.4;8907.9;8911.9;8918.1;8942.8;
21-01-00 22:00;8141.5;8208;8224.2;8363.9;8426;8488.1;8639.7;8699.8;8765;8826.1;8842.2;8862.5;8866.4;8872.6;8897.2;
21-01-00 23:00;8101.7;8168.3;8184.4;8322.7;8384.2;8445.7;8596.1;8655.8;8720.5;8781.2;8797.1;8817.3;8821.2;8827.3;8851.8;
22-01-00 00:00;8061.4;8128.3;8144.4;8281.9;8342.9;8403.9;8553;8612.2;8676.6;8736.8;8752.5;8772.5;8776.3;8782.4;8806.7;
22-01-00 01:00;8021.5;8088.4;8104.5;8241.4;8301.95;8362.5;8510.3;8569.1;8633.1;8692.6;8708.2;8728;8731.8;8737.8;8761.9;
22-01-00 02:00;7984.1;8050;8065.7;8201.1;8261.25;8321.4;8468.1;8526.4;8589.9;8648.9;8664.3;8683.9;8687.7;8693.6;8717.5;
22-01-00 03:00;7947.4;8013.1;8028.4;8161.8;8221.3;8280.8;8426.2;8484.1;8547.1;8605.6;8620.9;8640.3;8644.1;8650;8673.6;
22-01-00 04:00;7908.8;7975.4;7990.8;8123.4;8182.25;8241.1;8384.8;8442.1;8504.7;8562.8;8578;8597.3;8601;8606.8;8630.2;
22-01-00 05:00;7871;7938;7953.4;8085.2;8143.55;8201.9;8344;8400.7;8462.8;8520.4;8535.5;8554.6;8558.3;8564;8587.2;
22-01-00 06:00;7832.7;7900.6;7916;8047.2;8105.05;8162.9;8303.8;8359.8;8421.4;8478.5;8493.4;8512.4;8516;8521.7;8544.7;
22-01-00 07:00;7793.8;7862.5;7878.2;8009.5;8066.9;8124.3;8263.9;8319.5;8380.4;8437;8451.8;8470.6;8474.2;8479.8;8502.5;
22-01-00 08:00;7754.9;7824.4;7840.3;7971.6;8028.75;8085.9;8224.4;8279.4;8339.9;8395.9;8410.6;8429.2;8432.8;8438.3;8460.9;
22-01-00 09:00;7716;7786.2;7802.3;7933.7;7990.65;8047.6;8185.2;8239.9;8299.9;8355.3;8369.9;8388.3;8391.8;8397.3;8419.6;
22-01-00 10:00;7677.4;7748.3;7764.5;7895.7;7952.45;8009.2;8146.2;8200.6;8260.2;8315.2;8329.6;8347.8;8351.3;8356.7;8378.8;
22-01-00 11:00;7639.4;7710.8;7727;7857.8;7914.4;7971;8107.4;8161.5;8220.8;8275.3;8289.6;8307.7;8311.2;8316.5;8338.4;
22-01-00 12:00;7601.9;7673.6;7689.8;7820.2;7876.65;7933.1;8068.7;8122.5;8181.6;8235.8;8250;8268;8271.5;8276.8;8298.7;
22-01-00 13:00;7563.6;7636.4;7652.8;7782.8;7839;7895.2;8030.2;8083.8;8142.6;8196.7;8211;8228.9;8232.4;8237.7;8259.5;
22-01-00 14:00;7525.7;7599.1;7615.6;7745.5;7801.55;7857.6;7991.9;8045.2;8104;8158;8172.2;8190.2;8193.6;8198.9;8220.6;
22-01-00 15:00;7489.2;7562.5;7579;7708.2;7764.25;7820.3;7953.9;8007;8065.6;8119.5;8133.7;8151.6;8155;8160.2;8181.9;
22-01-00 16:00;7451.6;7525.6;7542.2;7671.2;7727.05;7782.9;7916.1;7968.9;8027.5;8081.2;8095.3;8113.1;8116.5;8121.7;8143.3;
22-01-00 17:00;7413;7488.1;7505;7633.8;7689.65;7745.5;7878.4;7930.9;7989.5;8043;8057.1;8074.9;8078.3;8083.5;8105;
22-01-00 18:00;7374.6;7450.5;7467.5;7596.2;7652;7707.8;7840.5;7892.8;7951.6;8005;8019.1;8036.8;8040.2;8045.3;8066.8;
22-01-00 19:00;7336.1;7412.9;7430.2;7558.3;7614.1;7669.9;7802.6;7854.6;7913.6;7967.1;7981.1;7998.8;8002.2;8007.3;8028.7;
22-01-00 20:00;7297.6;7375.3;7392.9;7520.6;7576.2;7631.8;7764.4;7816.4;7875.7;7929.2;7943.2;7961;7964.3;7969.4;7990.7;
22-01-00 21:00;7258.2;7337.3;7355.1;7483;7538.35;7593.7;7726.2;7778.1;7837.7;7891.3;7905.3;7923.1;7926.4;7931.5;7952.8;
22-01-00 22:00;7219.1;7298.9;7317;7446.2;7501;7555.8;7688.2;7739.9;7799.8;7853.4;7867.4;7885.2;7888.6;7893.6;7914.9;
22-01-00 23:00;7180.4;7260.7;7278.9;7410;7464.35;7518.7;7650.3;7701.9;7761.9;7815.5;7829.6;7847.3;7850.7;7855.8;7877;
23-01-00 00:00;7142.3;7222.8;7241.1;7373;7427.5;7482;7613;7664.1;7724;7777.7;7791.8;7809.5;7812.9;7817.9;7839.1;
23-01-00 01:00;7104.5;7184.5;7203;7335.7;7390.75;7445.8;7575.9;7626.7;7686.4;7740;7754;7771.8;7775.1;7780.2;7801.3;
23-01-00 02:00;7070.1;7147.4;7165.7;7298;7353.65;7409.3;7539.2;7589.3;7649;7702.5;7716.5;7734.2;7737.5;7742.6;7763.6;
23-01-00 03:00;7037.9;7112.1;7130;7260.6;7316.5;7372.4;7502.6;7552.1;7611.7;7665.1;7679.1;7696.7;7700;7705;7726.1;
23-01-00 04:00;7007.4;7078.4;7095.8;7224;7279.85;7335.7;7466.1;7514.9;7574.4;7627.7;7641.6;7659.2;7662.5;7667.5;7688.5;
23-01-00 05:00;6977.7;7046.1;7062.9;7188.3;7243.65;7299;7429.2;7477.4;7536.9;7590.3;7604.3;7621.9;7625.2;7630.2;7651.1;
23-01-00 06:00;6948.9;7014.6;7031;7153.2;7207.95;7262.7;7392.2;7439.7;7499.3;7552.9;7566.8;7584.5;7587.8;7592.7;7613.7;
23-01-00 07:00;6920.8;6983.7;6999.7;7118.8;7172.7;7226.6;7355.3;7402.1;7461.6;7515.4;7529.3;7547;7550.3;7555.2;7576.2;
23-01-00 08:00;6892.6;6953.4;6969.1;7084.8;7138.05;7191.3;7318.5;7364.6;7424;7477.9;7492;7509.6;7512.9;7517.8;7538.8;
23-01-00 09:00;6864.7;6923.5;6938.8;7051.8;7104.2;7156.6;7282.2;7327.3;7386.3;7440.4;7454.5;7472.1;7475.4;7480.3;7501.3;
23-01-00 10:00;6837.2;6894;6909;7019;7070.7;7122.4;7246.2;7290.2;7348.6;7402.7;7416.9;7434.4;7437.6;7442.6;7463.7;
23-01-00 11:00;6809.7;6864.8;6879.4;6986.4;7037.25;7088.1;7210.8;7253.6;7311.1;7365;7379.1;7396.5;7399.7;7404.7;7425.6;
23-01-00 12:00;6782;6835.6;6850;6954.2;7004.1;7054;7175.8;7217.4;7273.9;7327.5;7341.7;7358.9;7362.1;7367;7387.8;
23-01-00 13:00;6753.8;6806.3;6820.5;6922.1;6971.15;7020.2;7140.8;7181.3;7236.9;7290.4;7304.6;7321.7;7324.9;7329.7;7350.4;
23-01-00 14:00;6725.4;6776.7;6790.8;6890.2;6938.4;6986.6;7105.9;7145.4;7200.1;7253.5;7267.7;7284.7;7287.9;7292.7;7313.3;
23-01-00 15:00;6696.8;6747.1;6761;6858.2;6905.6;6953;7071.1;7109.6;7163.4;7216.8;7231;7248;7251.1;7255.9;7276.4;
23-01-00 16:00;6667.3;6717.1;6731;6826.3;6872.95;6919.6;7036.4;7073.9;7126.8;7180.2;7194.5;7211.4;7214.5;7219.3;7239.8;
23-01-00 17:00;6638;6686.9;6700.7;6794.4;6840.5;6886.6;7001.9;7038.6;7090.5;7143.8;7158.1;7174.9;7178;7182.8;7203.2;
23-01-00 18:00;6609;6656.8;6670.5;6762.4;6808.2;6854;6967.8;7003.5;7054.5;7107.7;7122;7138.8;7141.8;7146.6;7167;
23-01-00 19:00;6579.7;6626.5;6640.1;6730.7;6776.1;6821.5;6933.9;6968.9;7018.8;7071.9;7086.3;7102.9;7106;7110.7;7131;
23-01-00 20:00;6550.7;6596.3;6609.8;6698.8;6744.05;6789.3;6900.3;6934.5;6983.5;7036.4;7050.8;7067.4;7070.4;7075.1;7095.4;
23-01-00 21:00;6521.9;6566.4;6579.7;6667.1;6712.05;6757;6867;6900.5;6948.4;7001.2;7015.6;7032.1;7035.2;7039.9;7060;
23-01-00 22:00;6493.2;6536.7;6549.9;6635.6;6680.2;6724.8;6833.7;6866.6;6913.7;6966.1;6980.5;6997;7000;7004.7;7024.9;
23-01-00 23:00;6464.8;6507.2;6520.3;6604.2;6648.45;6692.7;6800.5;6832.9;6879.3;6931.3;6945.6;6962;6965;6969.7;6989.8;
24-01-00 00:00;6436.5;6477.8;6490.8;6573;6616.85;6660.7;6767.6;6799.5;6845.3;6896.5;6910.8;6927.2;6930.2;6934.8;6954.9;
24-01-00 01:00;6408.3;6448.6;6461.5;6541.9;6585.4;6628.9;6734.8;6766.3;6811.4;6862;6876.2;6892.5;6895.5;6900.1;6920.1;
24-01-00 02:00;6380.7;6419.8;6432.6;6510.9;6554;6597.1;6702.3;6733.5;6778.5;6827.9;6841.9;6858;6861;6865.5;6885.5;
24-01-00 03:00;6354.1;6391.8;6404.3;6480.3;6522.85;6565.4;6669.9;6700.9;6745.9;6794.4;6808.2;6824.1;6827;6831.5;6851.2;
24-01-00 04:00;6328.1;6364.5;6376.8;6450.2;6491.95;6533.7;6637.5;6668.3;6713.2;6760.8;6774.4;6790.2;6793.1;6797.6;6817.3;
24-01-00 05:00;6302.1;6337.5;6349.6;6420.6;6461.55;6502.5;6605;6635.7;6680.5;6727.1;6740.8;6756.5;6759.3;6763.8;6783.4;
24-01-00 06:00;6276.4;6310.8;6322.7;6391.5;6431.6;6471.7;6572.7;6603.1;6647.8;6693.8;6707.2;6722.8;6725.7;6730.1;6749.7;
24-01-00 07:00;6250.8;6284.4;6296.2;6362.9;6402;6441.1;6540.6;6570.8;6615.2;6660.3;6673.7;6689.2;6692.1;6696.5;6716.1;
24-01-00 08:00;6225.3;6258.2;6269.9;6334.6;6372.7;6410.8;6508.7;6538.6;6582.8;6626.9;6640.2;6655.7;6658.5;6662.9;6682.5;
24-01-00 09:00;6199.4;6231.9;6243.7;6306.7;6343.85;6381;6477.2;6506.8;6550.6;6593.7;6606.7;6622.2;6625;6629.4;6649;
24-01-00 10:00;6173.4;6205.6;6217.4;6279.1;6315.35;6351.6;6446.2;6475.6;6519.2;6561;6573.8;6589;6591.8;6596.1;6615.6;
24-01-00 11:00;6147.2;6179.4;6191.3;6251.6;6287.1;6322.6;6415.5;6444.7;6488.1;6528.6;6541.2;6556.3;6559.1;6563.3;6582.7;
24-01-00 12:00;6120.9;6153.1;6165.1;6224.5;6259.2;6293.9;6385.3;6414.2;6457.3;6496.5;6508.8;6523.8;6526.5;6530.7;6550;
24-01-00 13:00;6094.4;6126.6;6138.8;6197.4;6231.45;6265.5;6355.3;6384.1;6427.1;6464.9;6476.9;6491.6;6494.4;6498.5;6517.6;
24-01-00 14:00;6067.7;6100.1;6112.5;6170.3;6203.7;6237.1;6325.7;6354.3;6397.2;6433.9;6445.7;6460.5;6463.2;6467.3;6486.5;
24-01-00 15:00;6040.9;6073.5;6086;6143.4;6176.25;6209.1;6296.3;6324.8;6367.6;6403.5;6415.1;6429.7;6432.5;6436.6;6455.7;
24-01-00 16:00;6014;6046.7;6059.4;6116.4;6148.75;6181.1;6267.2;6295.7;6338.4;6373.3;6384.6;6399.2;6401.9;6406;6425.1;
24-01-00 17:00;5986.9;6019.8;6032.6;6089.3;6121.2;6153.1;6238.2;6266.7;6309.4;6343.3;6354.4;6368.8;6371.5;6375.5;6394.6;
24-01-00 18:00;5959.4;5992.5;6005.5;6062.1;6093.65;6125.2;6209.4;6237.8;6280.6;6313.5;6324.3;6338.6;6341.3;6345.3;6364.2;
24-01-00 19:00;5931.5;5964.8;5977.9;6034.7;6065.9;6097.1;6180.6;6209.2;6252;6284;6294.6;6308.7;6311.3;6315.3;6334.1;
24-01-00 20:00;5903.4;5936.7;5950.1;6007;6038;6069;6152;6180.6;6223.5;6254.6;6264.9;6278.9;6281.5;6285.4;6304.1;
24-01-00 21:00;5874.9;5908.3;5921.9;5979.1;6009.85;6040.6;6123.3;6152.1;6195.1;6225.4;6235.5;6249.3;6251.8;6255.7;6274.3;
24-01-00 22:00;5845.7;5879.2;5893.1;5950.8;5981.4;6012;6094.6;6123.5;6166.8;6196.4;6206.2;6219.8;6222.4;6226.2;6244.7;
24-01-00 23:00;5816.4;5849.7;5863.9;5922.1;5952.55;5983;6065.7;6095;6138.8;6167.5;6177.2;6190.6;6193.1;6196.9;6215.3;
25-01-00 00:00;5786.5;5819.7;5834.2;5893.2;5923.5;5953.8;6036.7;6066.4;6110.7;6138.9;6148.3;6161.6;6164;6167.8;6186.1;
25-01-00 01:00;5756.4;5789.5;5804.1;5863.7;5894;5924.3;6007.5;6037.6;6082.5;6110.2;6119.5;6132.6;6135.1;6138.8;6157;
25-01-00 02:00;5726.2;5759;5774;5834;5864.15;5894.3;5978.3;6008.8;6054.3;6081.5;6090.6;6103.7;6106.2;6109.8;6128.1;
25-01-00 03:00;5695.9;5728.4;5743.5;5804;5834.05;5864.1;5948.6;5979.7;6026;6052.8;6061.8;6074.8;6077.3;6080.9;6099.1;
25-01-00 04:00;5665.4;5697.5;5712.8;5773.8;5803.75;5833.7;5918.7;5950.3;5997.6;6024.1;6033;6045.9;6048.4;6052;6070.2;
25-01-00 05:00;5634.6;5666.4;5681.9;5743.4;5773.25;5803.1;5888.5;5920.7;5969;5995.4;6004.3;6017.1;6019.5;6023.2;6041.4;
25-01-00 06:00;5603.5;5635;5650.7;5712.8;5742.6;5772.4;5858.4;5891.2;5940.4;5966.7;5975.5;5988.2;5990.7;5994.3;6012.5;
25-01-00 07:00;5571.8;5603.2;5619.1;5682.1;5711.75;5741.4;5827.9;5861.4;5911.7;5938;5946.7;5959.4;5961.8;5965.4;5983.6;
25-01-00 08:00;5539.8;5571.1;5587.3;5651;5680.7;5710.4;5797.1;5831.3;5882.9;5909.2;5917.9;5930.5;5933;5936.6;5954.8;
25-01-00 09:00;5507.4;5538.7;5555.1;5619.7;5649.35;5679;5766.1;5801;5854;5880.3;5889;5901.6;5904;5907.6;5925.9;
25-01-00 10:00;5474.5;5505.9;5522.6;5588.2;5617.85;5647.5;5734.9;5770.6;5824.9;5851.3;5860;5872.6;5875;5878.6;5896.9;
25-01-00 11:00;5441.2;5472.7;5489.7;5556.4;5586.05;5615.7;5703.4;5740;5795.7;5822.3;5831;5843.6;5846.1;5849.7;5868;
25-01-00 12:00;5407.6;5439.2;5456.4;5524.2;5553.95;5583.7;5671.9;5709.2;5766.3;5793.2;5801.9;5814.7;5817.1;5820.7;5839.1;
25-01-00 13:00;5373.9;5405.4;5422.7;5491.9;5521.7;5551.5;5640;5678.1;5736.6;5763.8;5772.6;5785.4;5787.9;5791.6;5810.1;
25-01-00 14:00;5340.1;5371.4;5389;5459.2;5489.3;5519.4;5608.1;5647;5706.8;5734.3;5743.2;5756.1;5758.6;5762.3;5780.9;
25-01-00 15:00;5306.2;5337.6;5355.3;5426.5;5456.75;5487;5575.9;5615.8;5677;5704.8;5713.7;5726.7;5729.2;5732.9;5751.7;
25-01-00 16:00;5272.2;5303.5;5321.4;5393.9;5424.25;5454.6;5543.2;5584;5647;5675.1;5684.1;5697.1;5699.7;5703.4;5722.3;
25-01-00 17:00;5238.2;5269.4;5287.3;5361.2;5391.8;5422.4;5511;5552.6;5616.9;5645.3;5654.2;5667.4;5669.9;5673.7;5692.7;
25-01-00 18:00;5203.9;5234.9;5253;5328.2;5359.1;5390;5478.9;5521.4;5586.8;5615.4;5624.3;5637.6;5640.1;5643.9;5663;
25-01-00 19:00;5169.4;5200.3;5218.5;5295;5326.3;5357.6;5447.3;5490.7;5556.9;5585.6;5594.5;5607.7;5610.3;5614;5633.3;
25-01-00 20:00;5134.8;5165.5;5183.7;5261.6;5293.4;5325.2;5415.7;5460;5527.2;5556;5564.9;5578;5580.6;5584.3;5603.5;
25-01-00 21:00;5100.2;5130.2;5148.3;5228;5260.3;5292.6;5384;5429.3;5497.7;5526.6;5535.4;5548.6;5551.1;5554.8;5574;
25-01-00 22:00;5065.4;5094.9;5112.9;5194.1;5227;5259.9;5352.6;5398.9;5468.2;5497.4;5506.1;5519.2;5521.7;5525.4;5544.6;
25-01-00 23:00;5030.4;5059.5;5077.2;5160.1;5193.65;5227.2;5321.3;5368.6;5438.8;5468.2;5476.9;5490;5492.5;5496.2;5515.3;
26-01-00 00:00;4995.5;5024;5041.6;5126;5160.2;5194.4;5290.2;5338.5;5409.5;5439.2;5447.9;5460.9;5463.4;5467.1;5486.2;
26-01-00 01:00;4960.9;4988.7;5006;5091.9;5126.75;5161.6;5259.2;5308.7;5380.5;5410.4;5419.1;5432.1;5434.6;5438.3;5457.3;
26-01-00 02:00;4928.6;4954.7;4971.4;5057.9;5093.4;5128.9;5228.5;5279.1;5351.6;5381.8;5390.5;5403.4;5405.9;5409.6;5428.6;
26-01-00 03:00;4897.8;4922.2;4938.4;5024.6;5060.55;5096.5;5198;5249.6;5322.9;5353.5;5362.2;5375.2;5377.7;5381.4;5400.2;
26-01-00 04:00;4868;4890.9;4906.4;4992.3;5028.5;5064.7;5167.9;5220.4;5294.3;5325.2;5334;5347;5349.5;5353.1;5372;
26-01-00 05:00;4838.9;4860.5;4875.5;4960.7;4997.1;5033.5;5138.2;5191.7;5265.8;5297.2;5306;5319;5321.4;5325.1;5343.8;
26-01-00 06:00;4810.4;4830.8;4845.4;4930.1;4966.55;5003;5109.3;5163.5;5237.6;5269.6;5278.3;5291.3;5293.7;5297.3;5315.9;
26-01-00 07:00;4782.3;4801.7;4815.9;4900.3;4937;4973.7;5080.8;5135.7;5209.4;5241.8;5250.7;5263.7;5266.2;5269.8;5288.4;
26-01-00 08:00;4754.6;4773.1;4787;4871.4;4908.25;4945.1;5053.2;5108.4;5181.5;5214.1;5223.1;5236.3;5238.8;5242.4;5261.1;
26-01-00 09:00;4727.3;4745;4758.6;4843.1;4880.15;4917.2;5026.4;5081.8;5154;5186.8;5195.8;5209.1;5211.6;5215.2;5233.9;
26-01-00 10:00;4700.2;4717.3;4730.7;4815.5;4852.8;4890.1;5000.3;5055.7;5127.1;5159.9;5169;5182.2;5184.7;5188.2;5206.8;
26-01-00 11:00;4673.3;4689.8;4703.1;4788.5;4826.1;4863.7;4975;5030.3;5100.6;5133.4;5142.5;5155.7;5158.1;5161.6;5180;
26-01-00 12:00;4646.7;4662.8;4675.8;4762;4799.95;4837.9;4950.4;5005.5;5074.4;5107.3;5116.3;5129.5;5131.9;5135.4;5153.6;
26-01-00 13:00;4620.4;4636;4649;4736;4774.3;4812.6;4926.3;4981.4;5048.8;5081.6;5090.6;5103.7;5106.1;5109.5;5127.6;
26-01-00 14:00;4594.3;4609.1;4622.3;4710.4;4749.2;4788;4902.8;4957.8;5023.9;5056.5;5065.4;5078.4;5080.8;5084.1;5102;
26-01-00 15:00;4568.2;4583;4595.8;4685.3;4724.6;4763.9;4879.7;4934.8;4999.5;5031.9;5040.8;5053.6;5055.9;5059.2;5076.8;
26-01-00 16:00;4542.3;4556.8;4569.6;4660.5;4700.4;4740.3;4857.2;4912.4;4975.5;5007.9;5016.7;5029.4;5031.7;5034.9;5052.2;
26-01-00 17:00;4516.5;4530.8;4543.6;4636;4676.55;4717.1;4835.2;4890.4;4952.1;4984.4;4993.1;5005.7;5008;5011.1;5028.2;
26-01-00 18:00;4490.8;4505;4517.8;4611.9;4653.1;4694.3;4813.6;4868.9;4929.1;4961.2;4969.9;4982.4;4984.7;4987.8;5004.6;
26-01-00 19:00;4465.2;4479.2;4492.2;4588.1;4630;4671.9;4792.1;4847.5;4906.5;4938.5;4947.2;4959.6;4961.8;4964.8;4981.5;
26-01-00 20:00;4439.7;4453.5;4466.6;4564.6;4607.25;4649.9;4771;4826.3;4884.3;4916.2;4924.9;4937.2;4939.4;4942.3;4958.8;
26-01-00 21:00;4414.2;4428.1;4441.1;4541.4;4584.8;4628.2;4750.2;4805.5;4862.3;4894.3;4903;4915.2;4917.3;4920.3;4936.5;
26-01-00 22:00;4388.9;4402.7;4415.9;4518.5;4562.7;4606.9;4729.5;4785;4840.7;4872.7;4881.4;4893.6;4895.7;4898.6;4914.6;
26-01-00 23:00;4363.6;4377.5;4390.8;4495.9;4540.95;4586;4709.1;4764.7;4819.4;4851.5;4860.2;4872.3;4874.4;4877.3;4893.1;
27-01-00 00:00;4338.5;4352.3;4365.7;4473.8;4519.75;4565.7;4689.2;4744.7;4798.5;4830.7;4839.4;4851.4;4853.5;4856.3;4872;
27-01-00 01:00;4313.7;4327.2;4340.7;4451.9;4498.8;4545.7;4669.6;4725.1;4777.9;4810.1;4818.8;4830.8;4832.9;4835.6;4851.1;
27-01-00 02:00;4292.2;4304.3;4317.3;4430.3;4478.1;4525.9;4650.3;4705.6;4757.4;4789.9;4798.6;4810.5;4812.5;4815.2;4830.6;
27-01-00 03:00;4272.2;4283;4295.6;4409.2;4457.85;4506.5;4631.2;4686;4736.9;4769.7;4778.4;4790.3;4792.4;4795;4810.4;
27-01-00 04:00;4253.1;4262.9;4275.2;4389.2;4438.4;4487.6;4612.3;4666.8;4716.6;4749.7;4758.5;4770.4;4772.4;4775;4790.3;
27-01-00 05:00;4234.8;4243.7;4255.8;4370.4;4419.9;4469.4;4593.6;4647.7;4696.5;4729.8;4738.6;4750.5;4752.5;4755.2;4770.4;
