Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Discharge at (IJssel02_B_B_B_ 173_859)_ Flow1D [m³/s];905.00_IJ: Discharge at (IJssel03_B_A_ 474_452)_ Flow1D [m³/s];50844ObsUS: Discharge at (IJssel03_B_A_ 12393_22)_ Flow1D [m³/s];923.00_IJ: Discharge at (IJssel03_B_B_B_ 498_93)_ Flow1D [m³/s];50848ObsUS: Discharge at (IJssel04_A_ 109_4015)_ Flow1D [m³/s];940.00_IJ: Discharge at (IJssel05_B_ 665_96)_ Flow1D [m³/s];50842ObsUS: Discharge at (IJssel06_A_ 1202_662)_ Flow1D [m³/s];Veessenboven: Discharge at (IJssel07_B_B_ 348_517)_ Flow1D [m³/s];odd_006: Discharge at (IJssel07_A_ 249)_ Flow1D [m³/s];944.00_IJ: Discharge at (IJssel06_B_B_A_ 187_8305)_ Flow1D [m³/s];947.00_IJ: Discharge at (IJssel06_B_B_B_A_ 434_799)_ Flow1D [m³/s];949.00_IJ: Discharge at (IJssel06_B_B_B_B_A_ 42_872)_ Flow1D [m³/s];950.00_IJ: Discharge at (IJssel06_B_B_B_B_B_ 65_6005)_ Flow1D [m³/s];977.00_IJ: Discharge at (IJssel09_B_ 100_375)_ Flow1D [m³/s]
06-01-00 11:00;598.51;692.36;687.21;702.99;791.11;786.81;808.81;783.72;794.29;806.98;820.38;817.04;815.07;754.2
06-01-00 12:00;600.04;694.18;688.64;704.37;793.42;789.17;811.46;786.61;797.25;809.65;823.24;819.93;817.96;756.72
06-01-00 13:00;601.63;696.08;690.09;705.82;795.79;791.6;814.15;789.53;800.24;812.37;826.13;822.85;820.9;759.33
06-01-00 14:00;603.24;698.1;691.55;707.27;798.23;794.08;816.88;792.47;803.27;815.12;829.04;825.8;823.86;761.99
06-01-00 15:00;604.86;700.15;693.11;708.8;800.71;796.62;819.67;795.46;806.32;817.92;832;828.79;826.87;764.69
06-01-00 16:00;606.5;702.26;694.76;710.42;803.25;799.2;822.5;798.49;809.42;820.77;835.01;831.83;829.91;767.43
06-01-00 17:00;608.16;704.46;696.49;712.12;805.86;801.83;825.37;801.57;812.56;823.66;838.05;834.91;833.01;770.23
06-01-00 18:00;609.85;706.69;698.27;713.88;808.53;804.52;828.3;804.69;815.76;826.6;841.15;838.04;836.14;773.07
06-01-00 19:00;611.57;708.92;700.1;715.69;811.25;807.26;831.27;807.87;819.01;829.59;844.29;841.23;839.35;775.97
06-01-00 20:00;613.33;711.21;702;717.56;814.02;810.06;834.3;811.11;822.32;832.64;847.49;844.46;842.6;778.92
06-01-00 21:00;615.11;713.54;703.96;719.5;816.86;812.9;837.38;814.41;825.68;835.73;850.73;847.74;845.89;781.91
06-01-00 22:00;616.91;715.92;705.98;721.49;819.75;815.79;840.51;817.75;829.09;838.88;854.03;851.07;849.23;784.97
06-01-00 23:00;618.72;718.34;708.04;723.53;822.7;818.74;843.68;821.15;832.56;842.06;857.35;854.43;852.6;788.08
07-01-00 00:00;620.55;720.81;710.15;725.6;826.42;821.81;846.91;824.6;836.08;845.29;860.73;857.83;856.02;791.25
07-01-00 01:00;622.4;723.34;712.25;727.6;830.81;825.27;850.39;828.11;839.65;848.73;864.25;861.36;859.55;794.49
07-01-00 02:00;624.42;725.93;714.3;729.55;835.37;829.17;854.27;831.68;843.31;852.54;868.1;865.15;863.32;797.8
07-01-00 03:00;626.78;728.59;716.35;731.52;840.09;833.37;858.47;835.35;847.12;856.68;872.27;869.27;867.4;801.16
07-01-00 04:00;629.41;731.4;718.44;733.52;845.03;837.81;862.94;839.14;851.13;861.09;876.73;873.67;871.75;804.58
07-01-00 05:00;632.29;734.2;720.58;735.57;850.1;842.49;867.66;843.08;855.34;865.76;881.45;878.33;876.36;808.06
07-01-00 06:00;635.37;737.11;722.77;737.69;855.3;847.36;872.6;847.21;859.77;870.65;886.4;883.22;881.22;811.62
07-01-00 07:00;638.58;740.15;725.05;739.92;859.68;852.27;877.69;851.53;864.42;875.73;891.57;888.33;886.28;815.27
07-01-00 08:00;641.9;743.32;727.52;742.37;864.05;856.95;882.68;856.06;869.29;880.75;896.75;893.52;891.45;819.02
07-01-00 09:00;645.3;746.61;730.13;744.97;868.43;861.56;887.58;860.78;874.31;885.68;901.84;898.64;896.57;822.89
07-01-00 10:00;648.78;750.01;732.89;747.69;872.88;866.13;892.43;865.65;879.42;890.56;906.89;903.72;901.66;826.92
07-01-00 11:00;652.34;753.53;735.78;750.54;877.41;870.73;897.27;870.64;884.58;895.43;911.91;908.78;906.73;831.11
07-01-00 12:00;655.95;757.16;738.67;753.43;882.02;875.38;902.15;875.73;889.78;900.32;916.95;913.85;911.81;835.45
07-01-00 13:00;659.65;760.73;741.75;756.46;885.7;880.02;906.88;880.93;895.03;905.12;921.77;918.75;916.75;840.02
07-01-00 14:00;663.44;764.31;745.03;759.73;889.35;884.31;911.31;886.22;900.24;909.64;926.34;923.43;921.48;844.73
07-01-00 15:00;667.26;767.93;748.46;763.16;892.03;888.3;915.47;891.44;905.32;913.9;930.63;927.83;925.95;849.58
07-01-00 16:00;671.12;771.49;752.08;766.83;894.57;891.77;919.18;896.56;910.2;917.73;934.56;931.91;930.1;854.53
07-01-00 17:00;675.07;775.02;755.82;770.61;897.07;894.95;922.52;901.57;914.84;921.18;938.08;935.57;933.85;859.54
07-01-00 18:00;679.04;778.57;759.62;774.44;899.55;897.94;925.61;906.43;919.25;924.36;941.3;938.93;937.29;864.61
07-01-00 19:00;683.03;782.15;763.46;778.3;901.97;900.79;928.52;911.1;923.4;927.33;944.31;942.06;940.5;869.7
07-01-00 20:00;687.03;785.73;767.31;782.17;904.36;903.53;931.28;915.57;927.3;930.16;947.15;945.02;943.52;874.78
07-01-00 21:00;691.05;789.33;771.19;786.09;905.77;906.05;933.9;919.82;931.01;932.85;949.85;947.83;946.39;879.81
07-01-00 22:00;695.08;792.9;775.17;790.15;907.03;908.11;936.13;923.87;934.52;935.19;952.26;950.38;949.03;884.75
07-01-00 23:00;699.16;796.44;779.19;794.23;908.17;909.89;938.05;927.72;937.79;937.2;954.33;952.58;951.32;889.59
08-01-00 00:00;703.28;799.97;783.23;798.32;909.34;911.49;939.72;931.3;940.78;938.96;956.12;954.51;953.34;894.29
08-01-00 01:00;707.41;803.5;787.27;802.4;910.48;912.98;941.24;934.62;943.5;940.53;957.71;956.22;955.14;898.84
08-01-00 02:00;711.59;807.03;791.29;806.46;911.56;914.38;942.63;937.68;945.98;941.98;959.16;957.78;956.77;903.22
08-01-00 03:00;715.69;810.54;795.28;810.47;913.14;915.76;943.95;940.49;948.25;943.33;960.5;959.21;958.27;907.41
08-01-00 04:00;719.54;814;799.18;814.35;915.59;917.42;945.37;943.08;950.35;944.75;961.84;960.62;959.72;911.41
08-01-00 05:00;723.39;817.36;802.95;818.08;918.17;919.48;947.13;945.47;952.34;946.46;963.42;962.2;961.32;915.22
08-01-00 06:00;727.53;820.65;806.63;821.72;920.81;921.77;949.14;947.78;954.36;948.44;965.27;964.03;963.15;918.83
08-01-00 07:00;732.11;823.92;810.24;825.32;923.49;924.2;951.33;950.06;956.44;950.6;967.31;966.05;965.16;922.27
08-01-00 08:00;736.47;827.31;813.79;828.86;926.18;926.73;953.65;952.35;958.6;952.89;969.48;968.2;967.3;925.55
08-01-00 09:00;740.79;830.79;817.32;832.38;928.88;929.32;956.05;954.68;960.84;955.28;971.76;970.46;969.55;928.7
08-01-00 10:00;745.11;834.32;820.87;835.91;931.61;931.96;958.51;957.05;963.15;957.73;974.11;972.8;971.88;931.76
08-01-00 11:00;749.43;837.88;824.43;839.44;934.35;934.64;961.01;959.46;965.52;960.23;976.51;975.19;974.25;934.74
08-01-00 12:00;753.79;841.46;828;842.99;937.11;937.34;963.56;961.9;967.93;962.77;978.95;977.62;976.67;937.65
08-01-00 13:00;758.15;845.06;831.59;846.55;939.89;940.09;966.12;964.39;970.38;965.33;981.4;980.07;979.12;940.55
08-01-00 14:00;762.5;848.69;835.19;850.13;942.7;942.86;968.71;966.9;972.86;967.91;983.88;982.55;981.59;943.43
08-01-00 15:00;766.83;852.32;838.82;853.74;945.52;945.65;971.32;969.44;975.37;970.52;986.38;985.04;984.09;946.28
08-01-00 16:00;771.13;855.96;842.46;857.35;948.38;948.47;973.95;971.99;977.9;973.15;988.9;987.56;986.6;949.11
08-01-00 17:00;775.42;859.6;846.1;860.98;951.24;951.31;976.61;974.55;980.45;975.8;991.45;990.1;989.13;951.93
08-01-00 18:00;779.67;863.24;849.76;864.62;954.12;954.16;979.28;977.11;983;978.48;994.01;992.66;991.68;954.74
08-01-00 19:00;783.91;866.87;853.45;868.28;957.02;957.04;981.98;979.7;985.58;981.17;996.59;995.24;994.25;957.52
08-01-00 20:00;788.11;870.5;857.14;871.96;959.94;959.93;984.69;982.3;988.17;983.88;999.19;997.83;996.84;960.29
08-01-00 21:00;792.32;874.17;860.86;875.65;962.88;962.84;987.42;984.93;990.79;986.61;1001.8;1000.4;999.45;963.05
08-01-00 22:00;796.53;877.84;864.59;879.36;965.83;965.77;990.17;987.57;993.42;989.36;1004.5;1003.1;1002.1;965.8
08-01-00 23:00;800.71;881.49;868.32;883.07;968.79;968.71;992.93;990.23;996.07;992.12;1007.1;1005.7;1004.7;968.56
09-01-00 00:00;804.88;885.14;872.06;886.8;971.78;971.67;995.72;992.9;998.74;994.9;1009.8;1008.4;1007.4;971.32
09-01-00 01:00;809.05;888.76;875.8;890.53;974.78;974.65;998.51;995.58;1001.4;997.69;1012.5;1011.1;1010;974.07
09-01-00 02:00;813.22;892.37;879.54;894.25;977.78;977.64;1001.3;998.23;1004.1;1000.5;1015.2;1013.8;1012.7;976.83
09-01-00 03:00;817.45;895.98;883.26;897.97;980.83;980.65;1004.2;1000.9;1006.8;1003.3;1017.9;1016.5;1015.4;979.57
09-01-00 04:00;821.81;899.62;886.97;901.67;983.87;983.68;1007;1003.7;1009.5;1006.2;1020.6;1019.2;1018.2;982.32
09-01-00 05:00;826.28;903.29;890.69;905.38;986.91;986.71;1009.9;1006.4;1012.3;1009;1023.4;1022;1020.9;985.08
09-01-00 06:00;830.87;907.02;894.42;909.1;989.95;989.75;1012.7;1009.2;1015;1011.9;1026.1;1024.7;1023.6;987.83
09-01-00 07:00;835.54;910.81;898.17;912.83;993;992.79;1015.6;1011.9;1017.8;1014.8;1028.9;1027.5;1026.4;990.59
09-01-00 08:00;840.25;914.65;901.94;916.58;996.05;995.85;1018.5;1014.7;1020.6;1017.7;1031.7;1030.3;1029.2;993.36
09-01-00 09:00;845;918.54;905.74;920.36;999.12;998.91;1021.4;1017.5;1023.4;1020.5;1034.5;1033;1032;996.13
09-01-00 10:00;849.83;922.49;909.57;924.16;1002.2;1002;1024.3;1020.3;1026.2;1023.4;1037.2;1035.8;1034.7;998.91
09-01-00 11:00;854.73;926.48;913.44;927.99;1005.3;1005.1;1027.2;1023.1;1029;1026.4;1040.1;1038.6;1037.5;1001.7
09-01-00 12:00;859.6;930.54;917.34;931.86;1008.4;1008.2;1030.1;1025.9;1031.8;1029.3;1042.9;1041.4;1040.3;1004.5
09-01-00 13:00;864.5;934.64;921.29;935.77;1011.6;1011.3;1033.1;1028.8;1034.7;1032.2;1045.7;1044.3;1043.2;1007.3
09-01-00 14:00;869.41;938.77;925.28;939.72;1014.9;1014.5;1036.1;1031.6;1037.5;1035.2;1048.6;1047.2;1046;1010.1
09-01-00 15:00;874.33;942.93;929.31;943.72;1018.1;1017.7;1039.1;1034.5;1040.4;1038.2;1051.5;1050.1;1049;1012.9
09-01-00 16:00;879.24;947.12;933.38;947.75;1021.4;1020.9;1042.2;1037.4;1043.4;1041.3;1054.5;1053;1051.9;1015.7
09-01-00 17:00;884.15;951.32;937.48;951.81;1024.8;1024.2;1045.3;1040.3;1046.3;1044.4;1057.5;1056;1054.9;1018.5
09-01-00 18:00;889.03;955.54;941.61;955.91;1028.2;1027.5;1048.4;1043.3;1049.3;1047.6;1060.6;1059.1;1057.9;1021.4
09-01-00 19:00;893.91;959.76;945.8;960.05;1031.6;1030.9;1051.6;1046.3;1052.3;1050.8;1063.6;1062.1;1061;1024.2
09-01-00 20:00;898.77;963.99;950;964.23;1035;1034.3;1054.9;1049.3;1055.4;1054;1066.8;1065.2;1064;1027.1
09-01-00 21:00;903.64;968.23;954.25;968.44;1038.5;1037.7;1058.1;1052.3;1058.5;1057.2;1069.9;1068.4;1067.2;1030
09-01-00 22:00;908.53;972.48;958.51;972.67;1042;1041.2;1061.4;1055.4;1061.6;1060.5;1073.1;1071.6;1070.3;1032.9
09-01-00 23:00;913.43;976.73;962.78;976.91;1045.6;1044.7;1064.8;1058.5;1064.7;1063.9;1076.3;1074.8;1073.5;1035.8
10-01-00 00:00;918.34;981;967.05;981.17;1049.1;1048.2;1068.1;1061.7;1067.9;1067.2;1079.6;1078;1076.8;1038.8
10-01-00 01:00;923.27;985.27;971.34;985.43;1052.7;1051.7;1071.5;1064.8;1071.1;1070.6;1082.9;1081.3;1080;1041.8
10-01-00 02:00;928.24;989.56;975.64;989.71;1056.3;1055.3;1074.9;1068;1074.4;1074;1086.2;1084.6;1083.3;1044.8
10-01-00 03:00;933.37;993.86;979.95;994;1059.9;1058.9;1078.3;1071.3;1077.7;1077.4;1089.5;1087.9;1086.6;1047.8
10-01-00 04:00;938.78;998.2;984.27;998.31;1063.5;1062.5;1081.8;1074.5;1081;1080.9;1092.9;1091.2;1089.9;1050.9
10-01-00 05:00;944.38;1002.6;988.62;1002.6;1067.2;1066.1;1085.2;1077.8;1084.2;1084.3;1096.2;1094.6;1093.3;1054
10-01-00 06:00;950.18;1007.1;992.99;1007;1070.9;1069.8;1088.7;1081;1087.5;1087.8;1099.6;1098;1096.6;1057.1
10-01-00 07:00;956.15;1011.8;997.4;1011.4;1074.7;1073.5;1092.3;1084.3;1090.9;1091.4;1103;1101.4;1100;1060.3
10-01-00 08:00;962.28;1016.5;1001.9;1015.8;1078.5;1077.3;1095.9;1087.7;1094.3;1094.9;1106.5;1104.8;1103.5;1063.4
10-01-00 09:00;968.63;1021.3;1006.5;1020.3;1082.3;1081;1099.5;1091;1097.7;1098.5;1110;1108.3;1106.9;1066.6
10-01-00 10:00;975.19;1026.3;1011.1;1024.9;1086.2;1084.9;1103.2;1094.4;1101.1;1102.2;1113.6;1111.8;1110.4;1069.8
10-01-00 11:00;982.06;1031.5;1015.8;1029.6;1090.2;1088.8;1106.9;1097.8;1104.6;1105.9;1117.1;1115.4;1114;1073.1
10-01-00 12:00;989.31;1036.9;1020.6;1034.3;1094.3;1092.7;1110.6;1101.3;1108.2;1109.6;1120.8;1119;1117.6;1076.3
10-01-00 13:00;997.06;1042.6;1025.6;1039.2;1098.4;1096.7;1114.5;1104.9;1111.8;1113.5;1124.5;1122.7;1121.3;1079.6
10-01-00 14:00;1005.4;1048.5;1030.8;1044.3;1102.6;1100.8;1118.4;1108.4;1115.4;1117.4;1128.3;1126.5;1125;1083
10-01-00 15:00;1014.5;1054.7;1036.1;1049.5;1107;1105;1122.4;1112.1;1119.1;1121.4;1132.2;1130.3;1128.8;1086.3
10-01-00 16:00;1024.2;1061.3;1041.7;1055;1111.6;1109.4;1126.5;1115.8;1122.9;1125.5;1136.2;1134.3;1132.7;1089.7
10-01-00 17:00;1034.6;1068.3;1047.5;1060.6;1116.3;1113.8;1130.8;1119.5;1126.7;1129.7;1140.3;1138.4;1136.8;1093.1
10-01-00 18:00;1045.2;1075.5;1053.6;1066.6;1121.3;1118.5;1135.2;1123.4;1130.7;1134.1;1144.5;1142.6;1140.9;1096.6
10-01-00 19:00;1056.1;1083.1;1059.9;1072.8;1126.4;1123.3;1139.8;1127.3;1134.8;1138.6;1148.9;1146.9;1145.2;1100.1
10-01-00 20:00;1067.3;1091.1;1066.6;1079.2;1131.8;1128.3;1144.5;1131.4;1139;1143.3;1153.5;1151.4;1149.7;1103.7
10-01-00 21:00;1078.2;1099.4;1073.6;1086.1;1137.4;1133.5;1149.5;1135.6;1143.4;1148.2;1158.3;1156.1;1154.3;1107.4
10-01-00 22:00;1089.2;1108;1080.9;1093.2;1143.4;1138.9;1154.6;1139.9;1147.8;1153.2;1163.1;1160.9;1159;1111.1
10-01-00 23:00;1101.1;1116.7;1088.6;1100.7;1149.7;1144.6;1159.9;1144.3;1152.5;1158.5;1168.2;1165.9;1164;1114.9
11-01-00 00:00;1113.9;1125.8;1096.6;1108.5;1156.2;1150.6;1165.6;1148.9;1157.3;1164.1;1173.7;1171.2;1169.2;1118.8
11-01-00 01:00;1127;1135.3;1104.8;1116.5;1163;1156.9;1171.6;1153.7;1162.3;1170;1179.4;1176.8;1174.7;1122.8
11-01-00 02:00;1139.9;1145.3;1113.4;1124.9;1170.2;1163.5;1177.8;1158.7;1167.6;1176.2;1185.4;1182.7;1180.5;1126.9
11-01-00 03:00;1152.6;1155.6;1122.4;1133.7;1177.8;1170.4;1184.4;1163.9;1173.2;1182.7;1191.7;1188.9;1186.6;1131.1
11-01-00 04:00;1165.2;1166.2;1131.7;1142.8;1185.6;1177.6;1191.4;1169.5;1179;1189.6;1198.4;1195.4;1193;1135.4
11-01-00 05:00;1177.8;1176.9;1141.4;1152.3;1193.9;1185.2;1198.6;1175.3;1185.1;1196.7;1205.3;1202.2;1199.7;1140
11-01-00 06:00;1190.5;1187.8;1151.4;1162.1;1202.5;1193.2;1206.2;1181.3;1191.6;1204.2;1212.6;1209.3;1206.7;1144.7
11-01-00 07:00;1203.3;1198.8;1161.7;1172.2;1211.4;1201.5;1214.1;1187.7;1198.3;1212.1;1220.2;1216.8;1214;1149.5
11-01-00 08:00;1216.4;1209.9;1172.2;1182.6;1220.6;1210.1;1222.4;1194.4;1205.3;1220.2;1228.1;1224.6;1221.7;1154.6
11-01-00 09:00;1229.7;1221.2;1182.9;1193.2;1230.2;1219;1230.9;1201.4;1212.7;1228.7;1236.4;1232.6;1229.6;1159.9
11-01-00 10:00;1243.2;1231.8;1193.8;1204;1240;1228.3;1239.8;1208.7;1220.3;1237.5;1244.9;1241;1237.9;1165.5
11-01-00 11:00;1256.6;1242.6;1204.7;1214.9;1250.1;1237.8;1249;1216.3;1228.3;1246.5;1253.8;1249.7;1246.4;1171.3
11-01-00 12:00;1269.8;1253.7;1215.5;1225.7;1260.2;1247.5;1258.4;1224.3;1236.6;1255.8;1262.9;1258.7;1255.3;1177.4
11-01-00 13:00;1282.9;1264.9;1226.5;1236.6;1270.5;1257.4;1268;1232.6;1245.1;1265.3;1272.2;1267.9;1264.3;1183.8
11-01-00 14:00;1295.9;1276.3;1237.4;1247.6;1280.8;1267.3;1277.7;1241.1;1253.9;1275;1281.6;1277.2;1273.5;1190.4
11-01-00 15:00;1308.7;1287.7;1248.6;1258.7;1291.3;1277.4;1287.5;1249.9;1262.9;1284.7;1291.1;1286.6;1282.9;1197.3
11-01-00 16:00;1321.5;1299.1;1259.7;1269.8;1301.9;1287.6;1297.4;1258.9;1272;1294.5;1300.8;1296.1;1292.3;1204.5
11-01-00 17:00;1334;1310.5;1270.9;1281;1312.5;1297.9;1307.4;1268.1;1281.3;1304.4;1310.5;1305.8;1301.9;1212
11-01-00 18:00;1346.1;1321.7;1282.1;1292.2;1323.2;1308.2;1317.4;1277.4;1290.8;1314.4;1320.3;1315.5;1311.6;1219.8
11-01-00 19:00;1358;1332.1;1293.3;1303.5;1334;1318.7;1327.6;1287;1300.3;1324.5;1330.2;1325.3;1321.4;1227.8
11-01-00 20:00;1369.7;1342.7;1304.4;1314.6;1344.8;1329.2;1337.8;1296.7;1310.1;1334.6;1340.2;1335.2;1331.2;1236.1
11-01-00 21:00;1381.1;1353.5;1315.3;1325.6;1355.5;1339.7;1348.1;1306.5;1319.9;1344.9;1350.2;1345.3;1341.2;1244.5
11-01-00 22:00;1392.1;1365.1;1326.2;1336.5;1366.1;1350.1;1358.4;1316.4;1329.8;1355;1360.3;1355.3;1351.2;1253.2
11-01-00 23:00;1402.9;1376.5;1337.5;1347.7;1376.7;1360.6;1368.6;1326.4;1339.8;1365.2;1370.3;1365.3;1361.2;1262.2
12-01-00 00:00;1413.3;1387.7;1348.8;1359;1387.5;1371.1;1378.9;1336.5;1349.7;1375.4;1380.4;1375.3;1371.2;1271.2
12-01-00 01:00;1423.4;1398.6;1360;1370.2;1398.4;1381.7;1389.2;1346.6;1359.8;1385.7;1390.5;1385.4;1381.3;1280.5
12-01-00 02:00;1433.2;1409.4;1371.2;1381.4;1409.2;1392.4;1399.7;1356.8;1369.8;1396.2;1400.8;1395.6;1391.4;1289.9
12-01-00 03:00;1443.1;1420.1;1382.3;1392.5;1420;1403.1;1410.2;1366.9;1379.9;1406.6;1411;1405.9;1401.7;1299.4
12-01-00 04:00;1453.2;1430.7;1393.3;1403.5;1430.8;1413.8;1420.8;1377.1;1390;1417.1;1421.3;1416.2;1411.9;1309.1
12-01-00 05:00;1463.9;1441.3;1404.1;1414.4;1441.5;1424.5;1431.3;1387.3;1400.2;1427.6;1431.7;1426.5;1422.2;1318.8
12-01-00 06:00;1475.3;1451.8;1414.9;1425.1;1452;1435.1;1441.8;1397.4;1410.3;1438;1442;1436.8;1432.5;1328.8
12-01-00 07:00;1487.2;1462.5;1425.6;1435.8;1462.4;1445.6;1452.2;1407.5;1420.4;1448.4;1452.2;1446.9;1442.6;1338.8
12-01-00 08:00;1499.7;1473.3;1436.2;1446.4;1472.8;1456;1462.5;1417.6;1430.3;1458.6;1462.3;1457;1452.7;1349
12-01-00 09:00;1512.7;1484.4;1447;1457.1;1483.2;1466.4;1472.8;1427.6;1440.3;1468.8;1472.4;1467.1;1462.7;1359.3
12-01-00 10:00;1526.6;1495.6;1457.8;1467.8;1493.4;1476.8;1483;1437.6;1450.2;1479;1482.4;1477.1;1472.7;1369.6
12-01-00 11:00;1541.3;1507.1;1468.8;1478.6;1503.7;1487;1493.1;1447.4;1460;1489.1;1492.3;1487;1482.6;1379.9
12-01-00 12:00;1556.8;1519;1479.8;1489.5;1514.1;1497.3;1503.3;1457.3;1469.8;1499.2;1502.3;1497;1492.6;1390.3
12-01-00 13:00;1573;1531.3;1491.3;1500.6;1524.5;1507.6;1513.4;1467.2;1479.6;1509.3;1512.3;1506.9;1502.5;1400.6
12-01-00 14:00;1589.6;1544;1503;1512;1535.1;1518;1523.7;1477.2;1489.5;1519.5;1522.3;1516.9;1512.5;1410.9
12-01-00 15:00;1606.2;1557.3;1515.2;1523.9;1545.9;1528.6;1534;1487.2;1499.5;1529.8;1532.4;1527;1522.5;1421.3
12-01-00 16:00;1621.9;1571.1;1527.9;1536.2;1557.1;1539.3;1544.5;1497.3;1509.6;1540.3;1542.8;1537.3;1532.8;1431.6
12-01-00 17:00;1636.9;1585.1;1541;1548.9;1568.6;1550.4;1555.3;1507.5;1519.7;1551;1553.3;1547.8;1543.2;1442
12-01-00 18:00;1651.4;1599.3;1554.5;1562;1580.7;1562;1566.9;1517.7;1530.1;1562.6;1564.7;1559;1554.3;1452.4
12-01-00 19:00;1665.2;1613.5;1568.3;1575.6;1593.2;1574.1;1578.7;1528.3;1540.9;1574.3;1576.1;1570.3;1565.5;1462.9
12-01-00 20:00;1678.9;1627.6;1582.3;1589.4;1606.1;1586.4;1590.7;1539.1;1551.8;1586.2;1587.8;1581.9;1577;1473.5
12-01-00 21:00;1692.2;1641.6;1596.4;1603.3;1619.3;1599;1602.9;1550.1;1563;1598.4;1599.7;1593.7;1588.7;1484.3
12-01-00 22:00;1705.1;1655.3;1610.6;1617.3;1632.6;1611.8;1615.4;1561.4;1574.4;1610.7;1611.9;1605.7;1600.6;1495.3
12-01-00 23:00;1717.4;1668.8;1624.7;1631.4;1646.1;1624.7;1628;1572.8;1586;1623.3;1624.2;1617.9;1612.7;1506.4
13-01-00 00:00;1729.3;1682.1;1638.8;1645.5;1659.6;1637.7;1640.7;1584.5;1597.8;1635.9;1636.6;1630.2;1624.9;1517.5
13-01-00 01:00;1741.2;1695.1;1652.8;1659.5;1673.1;1650.7;1653.4;1596.3;1609.8;1648.5;1649;1642.6;1637.2;1528.9
13-01-00 02:00;1753.1;1708.8;1666.6;1673.3;1686.5;1663.7;1666.2;1608.3;1621.9;1661.2;1661.6;1655.2;1649.7;1540.4
13-01-00 03:00;1765.7;1722.2;1680.6;1687.3;1699.9;1676.8;1679.1;1620.4;1634.1;1674.1;1674.3;1667.8;1662.3;1552.1
13-01-00 04:00;1778.9;1735.3;1694.5;1701.1;1713.4;1689.9;1692;1632.7;1646.5;1687;1687.1;1680.5;1675;1564
13-01-00 05:00;1793.1;1748.4;1708.2;1714.9;1726.8;1703;1704.9;1645.1;1659;1699.9;1699.9;1693.3;1687.7;1576.1
13-01-00 06:00;1808.4;1761.3;1721.8;1728.5;1740.1;1716;1717.7;1657.7;1671.6;1712.8;1712.7;1706;1700.4;1588.2
13-01-00 07:00;1824.7;1774.4;1735.4;1742.1;1753.4;1729;1730.5;1670.3;1684.2;1725.6;1725.4;1718.8;1713.1;1600.6
13-01-00 08:00;1842;1787.7;1749.1;1755.8;1766.6;1741.9;1743.2;1683;1696.8;1738.2;1738;1731.4;1725.8;1613
13-01-00 09:00;1861;1801.5;1762.9;1769.4;1779.8;1754.7;1755.9;1695.6;1709.5;1750.9;1750.6;1744;1738.4;1625.6
13-01-00 10:00;1881.8;1815.9;1776.8;1783.2;1793.1;1767.7;1768.6;1708.4;1722.1;1763.6;1763.3;1756.7;1751;1638.3
13-01-00 11:00;1904.3;1830.8;1791;1797.3;1806.5;1780.7;1781.4;1721.1;1734.9;1776.4;1776;1769.4;1763.8;1650.8
13-01-00 12:00;1928;1846.2;1805.4;1811.6;1819.8;1793.8;1794.2;1733.9;1747.6;1789.2;1788.7;1782.1;1776.5;1663.4
13-01-00 13:00;1953;1862.5;1819.9;1825.8;1833.2;1806.5;1806.9;1746.7;1760.4;1801.9;1801.4;1794.8;1789.2;1675.9
13-01-00 14:00;1979.2;1879.8;1834.8;1840.4;1846.3;1817.5;1818.2;1759.5;1773;1813.6;1813.4;1807;1801.5;1688.6
13-01-00 15:00;2005.7;1897.8;1850.6;1855.7;1859;1828.3;1828.8;1771.9;1785.1;1824.2;1824.2;1818;1812.7;1701.2
13-01-00 16:00;2033.2;1916.7;1867.1;1871.6;1872.7;1840.4;1840.4;1783.8;1796.7;1835.8;1835.6;1829.4;1824.1;1713.9
13-01-00 17:00;2062;1936.8;1884.4;1888.5;1887.3;1853.7;1853.7;1795.7;1808.6;1849.1;1848.8;1842.3;1836.8;1726.4
13-01-00 18:00;2091.5;1957.6;1902.7;1906.3;1903;1868.1;1867.6;1808.4;1821.4;1863;1862.4;1855.8;1850.1;1738.6
13-01-00 19:00;2122.2;1979.2;1922;1925.2;1919.7;1883.1;1882;1821.4;1834.6;1877.3;1876.4;1869.7;1863.9;1750.8
13-01-00 20:00;2154;2001.4;1942.1;1944.8;1937.3;1898.8;1897.2;1834.8;1848.2;1892.3;1891.2;1884.2;1878.3;1763
13-01-00 21:00;2186.3;2024.2;1962.8;1965.2;1955.8;1915.3;1913;1848.6;1862.3;1908;1906.6;1899.4;1893.3;1775.2
13-01-00 22:00;2216.2;2047.6;1984.3;1986.4;1975.2;1932.5;1929.6;1863;1877;1924.5;1922.7;1915.3;1909;1787.6
13-01-00 23:00;2245.9;2071.4;2006.5;2008.3;1995.4;1950.4;1946.8;1877.9;1892.3;1941.6;1939.5;1931.8;1925.3;1799.7
14-01-00 00:00;2276.6;2095.6;2029.3;2030.8;2016.5;1969.2;1964.8;1893.3;1908.2;1959.5;1957;1949.1;1942.3;1812.3
14-01-00 01:00;2308.1;2120;2052.7;2053.9;2038.1;1988.5;1983.5;1909.4;1924.8;1978;1975.2;1967.1;1960.1;1825.3
