Time [yyyy-MM-dd HH:mm:ss];Water level at (Waal2_A_ 3753_233) [m AD];Water level at (Waal2_B_A_A_A_ 6438_712) [m AD];Water level at (Waal2_B_A_A_B_ 2469_155) [m AD];Water level at (Waal2_B_A_B_A_ 2376_095) [m AD];Water level at (Waal3_A_ 691_637) [m AD];Water level at (Waal3_B_A_ 1117_265) [m AD];Water level at (Waal3_B_B_A_A_ 14276_89) [m AD];Water level at (Waal3_B_B_A_B_ 434_885) [m AD];Water level at (Waal4_A_B_ 2436_3) [m AD];Water level at (Waal5_A_ 5200_192) [m AD];Water level at (Waal5_B_A_ 5567_768) [m AD];Water level at (Waal5_B_B_A_B_ 6363_314) [m AD];Water level at (Waal5_B_B_B_A_ 5601_266) [m AD];Water level at (Waal6_B_A_ 1057_043) [m AD];Water level at (Waal6_B_B_A_ 973_946) [m AD];Water level at (Waal6_A_ 2734_108) [m AD];Water level at (Waal6_B_B_B_A_ 479_153) [m AD];Water level at (Waal6_B_B_B_B_A_ 1993_346) [m AD];;
01-01-00 20:00;11.55;11.157;11.019;10.863;10.69;10.575;9.1358;8.9943;7.4443;5.3136;4.5215;3.2413;2.5918;2.047;1.9546;2.1552;1.9064;1.7266;;
01-01-00 21:00;11.547;11.154;11.016;10.86;10.688;10.573;9.1344;8.9929;7.4433;5.313;4.521;3.2412;2.5916;2.0469;1.9545;2.1551;1.9063;1.7265;;
01-01-00 22:00;11.544;11.151;11.013;10.858;10.685;10.57;9.1328;8.9914;7.4422;5.3123;4.5205;3.2409;2.5914;2.0468;1.9543;2.1549;1.9061;1.7264;;
01-01-00 23:00;11.54;11.148;11.01;10.855;10.682;10.568;9.1311;8.9898;7.4409;5.3115;4.5198;3.2406;2.5911;2.0466;1.9541;2.1547;1.9059;1.7262;;
02-01-00 00:00;11.537;11.145;11.007;10.852;10.68;10.565;9.1293;8.988;7.4395;5.3105;4.5191;3.2403;2.5907;2.0463;1.9539;2.1544;1.9057;1.726;;
02-01-00 01:00;11.533;11.141;11.003;10.848;10.677;10.562;9.1273;8.9861;7.438;5.3095;4.5183;3.2399;2.5903;2.046;1.9536;2.154;1.9054;1.7258;;
02-01-00 02:00;11.529;11.138;11;10.845;10.674;10.559;9.1252;8.9841;7.4363;5.3083;4.5173;3.2395;2.5897;2.0456;1.9533;2.1536;1.9051;1.7255;;
02-01-00 03:00;11.525;11.134;10.996;10.842;10.67;10.556;9.123;8.9819;7.4346;5.307;4.5163;3.2389;2.5891;2.0451;1.9529;2.1531;1.9047;1.7252;;
02-01-00 04:00;11.521;11.13;10.992;10.838;10.667;10.553;9.1207;8.9796;7.4327;5.3056;4.5152;3.2384;2.5884;2.0446;1.9524;2.1526;1.9042;1.7248;;
02-01-00 05:00;11.517;11.126;10.988;10.834;10.664;10.55;9.1182;8.9772;7.4306;5.304;4.514;3.2378;2.5876;2.0441;1.9519;2.152;1.9037;1.7243;;
02-01-00 06:00;11.514;11.122;10.984;10.831;10.66;10.546;9.1157;8.9748;7.4285;5.3024;4.5126;3.2371;2.5867;2.0434;1.9513;2.1513;1.9031;1.7239;;
02-01-00 07:00;11.51;11.118;10.98;10.827;10.657;10.543;9.1132;8.9722;7.4263;5.3007;4.5112;3.2363;2.5858;2.0427;1.9506;2.1505;1.9025;1.7233;;
02-01-00 08:00;11.507;11.115;10.977;10.824;10.654;10.54;9.1106;8.9697;7.424;5.2988;4.5097;3.2356;2.5847;2.042;1.9499;2.1497;1.9018;1.7227;;
02-01-00 09:00;11.505;11.112;10.974;10.821;10.651;10.537;9.1082;8.9673;7.4217;5.2969;4.5082;3.2347;2.5836;2.0411;1.9491;2.1488;1.901;1.7221;;
02-01-00 10:00;11.503;11.11;10.972;10.819;10.649;10.535;9.1058;8.965;7.4194;5.2949;4.5065;3.2338;2.5824;2.0402;1.9483;2.1478;1.9002;1.7214;;
02-01-00 11:00;11.502;11.108;10.97;10.817;10.647;10.533;9.1037;8.9628;7.4172;5.2929;4.5049;3.2329;2.5811;2.0393;1.9474;2.1468;1.8993;1.7207;;
02-01-00 12:00;11.501;11.107;10.968;10.815;10.645;10.532;9.1018;8.9609;7.415;5.2909;4.5032;3.2319;2.5797;2.0383;1.9465;2.1457;1.8984;1.7199;;
02-01-00 13:00;11.501;11.106;10.968;10.814;10.644;10.53;9.1002;8.9592;7.413;5.289;4.5015;3.231;2.5783;2.0373;1.9455;2.1446;1.8975;1.7191;;
02-01-00 14:00;11.501;11.106;10.967;10.814;10.644;10.53;9.0988;8.9579;7.4112;5.2871;4.4999;3.23;2.5769;2.0362;1.9446;2.1434;1.8965;1.7183;;
02-01-00 15:00;11.502;11.107;10.968;10.814;10.644;10.53;9.0978;8.9568;7.4096;5.2853;4.4983;3.2291;2.5754;2.0351;1.9436;2.1423;1.8955;1.7175;;
02-01-00 16:00;11.503;11.108;10.968;10.815;10.644;10.53;9.0972;8.9561;7.4082;5.2836;4.4968;3.2281;2.574;2.034;1.9426;2.1411;1.8945;1.7167;;
02-01-00 17:00;11.505;11.109;10.97;10.816;10.645;10.531;9.0969;8.9557;7.4071;5.2821;4.4955;3.2273;2.5726;2.033;1.9416;2.1399;1.8936;1.7158;;
02-01-00 18:00;11.508;11.111;10.972;10.818;10.647;10.532;9.0969;8.9556;7.4063;5.2808;4.4943;3.2265;2.5712;2.0319;1.9406;2.1388;1.8926;1.7151;;
02-01-00 19:00;11.511;11.114;10.974;10.82;10.649;10.534;9.0973;8.956;7.4057;5.2797;4.4932;3.2257;2.5699;2.031;1.9397;2.1378;1.8917;1.7143;;
02-01-00 20:00;11.514;11.117;10.977;10.822;10.651;10.536;9.0981;8.9566;7.4055;5.2789;4.4924;3.2251;2.5687;2.0301;1.9389;2.1368;1.8909;1.7136;;
02-01-00 21:00;11.518;11.12;10.98;10.825;10.654;10.539;9.0992;8.9576;7.4056;5.2783;4.4917;3.2245;2.5677;2.0292;1.9381;2.1359;1.8902;1.713;;
02-01-00 22:00;11.523;11.124;10.984;10.829;10.657;10.542;9.1006;8.959;7.406;5.2779;4.4913;3.2241;2.5667;2.0285;1.9374;2.1351;1.8895;1.7124;;
02-01-00 23:00;11.528;11.129;10.988;10.833;10.66;10.545;9.1024;8.9607;7.4067;5.2778;4.4911;3.2237;2.5659;2.0279;1.9368;2.1345;1.8889;1.7119;;
03-01-00 00:00;11.533;11.133;10.993;10.837;10.664;10.549;9.1045;8.9627;7.4077;5.278;4.491;3.2235;2.5653;2.0274;1.9364;2.1339;1.8885;1.7115;;
03-01-00 01:00;11.538;11.139;10.998;10.842;10.668;10.553;9.107;8.965;7.409;5.2785;4.4913;3.2234;2.5649;2.027;1.936;2.1335;1.8881;1.7112;;
03-01-00 02:00;11.544;11.144;11.004;10.847;10.673;10.557;9.1097;8.9676;7.4106;5.2793;4.4917;3.2235;2.5646;2.0268;1.9358;2.1333;1.8879;1.711;;
03-01-00 03:00;11.55;11.15;11.009;10.852;10.678;10.562;9.1127;8.9705;7.4126;5.2803;4.4924;3.2236;2.5645;2.0267;1.9357;2.1332;1.8878;1.711;;
03-01-00 04:00;11.556;11.156;11.015;10.858;10.683;10.567;9.1159;8.9737;7.4148;5.2816;4.4934;3.224;2.5646;2.0267;1.9357;2.1333;1.8879;1.711;;
03-01-00 05:00;11.563;11.162;11.022;10.863;10.688;10.572;9.1194;8.9771;7.4173;5.2832;4.4945;3.2244;2.565;2.0269;1.9359;2.1335;1.888;1.7111;;
03-01-00 06:00;11.569;11.169;11.028;10.869;10.694;10.577;9.1231;8.9807;7.42;5.285;4.4959;3.225;2.5655;2.0273;1.9362;2.1339;1.8884;1.7114;;
03-01-00 07:00;11.575;11.175;11.034;10.875;10.699;10.582;9.127;8.9844;7.423;5.2871;4.4975;3.2257;2.5662;2.0278;1.9367;2.1344;1.8888;1.7118;;
03-01-00 08:00;11.58;11.18;11.04;10.88;10.704;10.587;9.1309;8.9882;7.4263;5.2894;4.4993;3.2265;2.5672;2.0285;1.9373;2.1352;1.8894;1.7123;;
03-01-00 09:00;11.585;11.186;11.045;10.885;10.709;10.592;9.1348;8.9921;7.4296;5.292;4.5013;3.2275;2.5683;2.0293;1.9381;2.1361;1.8902;1.7129;;
03-01-00 10:00;11.59;11.19;11.05;10.89;10.713;10.596;9.1386;8.9958;7.4331;5.2947;4.5035;3.2286;2.5697;2.0303;1.939;2.1371;1.891;1.7136;;
03-01-00 11:00;11.594;11.195;11.055;10.894;10.717;10.6;9.1422;8.9995;7.4366;5.2976;4.5058;3.2297;2.5712;2.0314;1.94;2.1383;1.892;1.7145;;
03-01-00 12:00;11.597;11.198;11.059;10.898;10.721;10.604;9.1457;9.0029;7.4402;5.3006;4.5083;3.231;2.5729;2.0326;1.9412;2.1396;1.8932;1.7154;;
03-01-00 13:00;11.599;11.202;11.062;10.901;10.724;10.607;9.1489;9.0061;7.4436;5.3036;4.5108;3.2324;2.5747;2.034;1.9424;2.1411;1.8944;1.7164;;
03-01-00 14:00;11.601;11.204;11.065;10.904;10.727;10.61;9.1518;9.0091;7.447;5.3066;4.5133;3.2338;2.5767;2.0354;1.9438;2.1427;1.8957;1.7176;;
03-01-00 15:00;11.602;11.206;11.067;10.906;10.729;10.612;9.1544;9.0117;7.4502;5.3096;4.5159;3.2352;2.5787;2.037;1.9453;2.1444;1.8972;1.7187;;
03-01-00 16:00;11.603;11.207;11.068;10.907;10.73;10.613;9.1567;9.0141;7.4531;5.3125;4.5184;3.2367;2.5809;2.0386;1.9468;2.1461;1.8986;1.72;;
03-01-00 17:00;11.603;11.208;11.069;10.908;10.731;10.614;9.1586;9.016;7.4559;5.3153;4.5208;3.2381;2.5831;2.0402;1.9483;2.1479;1.9002;1.7213;;
03-01-00 18:00;11.603;11.208;11.069;10.909;10.732;10.615;9.1602;9.0176;7.4583;5.318;4.5231;3.2395;2.5853;2.0419;1.9498;2.1497;1.9017;1.7226;;
03-01-00 19:00;11.601;11.207;11.069;10.908;10.732;10.615;9.1613;9.0189;7.4605;5.3204;4.5253;3.2409;2.5874;2.0436;1.9514;2.1515;1.9032;1.7239;;
03-01-00 20:00;11.6;11.206;11.068;10.908;10.731;10.615;9.1621;9.0198;7.4623;5.3227;4.5273;3.2422;2.5896;2.0452;1.9529;2.1532;1.9047;1.7251;;
03-01-00 21:00;11.598;11.205;11.067;10.907;10.73;10.614;9.1625;9.0203;7.4638;5.3247;4.5291;3.2434;2.5916;2.0468;1.9544;2.1549;1.9062;1.7264;;
03-01-00 22:00;11.595;11.203;11.065;10.905;10.729;10.613;9.1626;9.0204;7.4649;5.3264;4.5307;3.2446;2.5936;2.0483;1.9558;2.1566;1.9076;1.7276;;
03-01-00 23:00;11.592;11.2;11.062;10.903;10.727;10.611;9.1622;9.0201;7.4657;5.3278;4.5321;3.2456;2.5954;2.0497;1.9572;2.1581;1.909;1.7287;;
04-01-00 00:00;11.588;11.197;11.059;10.9;10.725;10.609;9.1615;9.0195;7.4661;5.329;4.5333;3.2465;2.5971;2.0511;1.9584;2.1595;1.9102;1.7297;;
04-01-00 01:00;11.584;11.193;11.056;10.897;10.722;10.606;9.1604;9.0185;7.4662;5.3298;4.5342;3.2473;2.5986;2.0523;1.9595;2.1608;1.9113;1.7307;;
04-01-00 02:00;11.58;11.189;11.052;10.894;10.719;10.603;9.159;9.0172;7.4659;5.3304;4.5349;3.248;2.6;2.0533;1.9605;2.1619;1.9123;1.7315;;
04-01-00 03:00;11.575;11.185;11.048;10.89;10.715;10.6;9.1573;9.0156;7.4652;5.3306;4.5353;3.2485;2.6011;2.0543;1.9614;2.1629;1.9132;1.7323;;
04-01-00 04:00;11.57;11.18;11.043;10.885;10.711;10.596;9.1552;9.0136;7.4642;5.3305;4.5354;3.2489;2.6021;2.0551;1.9622;2.1638;1.914;1.7329;;
04-01-00 05:00;11.565;11.175;11.038;10.881;10.707;10.592;9.1529;9.0114;7.4629;5.3301;4.5353;3.2491;2.6028;2.0557;1.9628;2.1644;1.9146;1.7334;;
04-01-00 06:00;11.559;11.17;11.033;10.876;10.703;10.588;9.1502;9.0089;7.4612;5.3294;4.5349;3.2492;2.6033;2.0561;1.9632;2.1649;1.915;1.7338;;
04-01-00 07:00;11.553;11.164;11.027;10.871;10.698;10.584;9.1473;9.0061;7.4593;5.3285;4.5343;3.2491;2.6036;2.0564;1.9635;2.1652;1.9153;1.7341;;
04-01-00 08:00;11.548;11.159;11.022;10.866;10.694;10.579;9.1443;9.0031;7.457;5.3272;4.5334;3.2489;2.6037;2.0566;1.9636;2.1653;1.9154;1.7342;;
04-01-00 09:00;11.542;11.153;11.017;10.861;10.689;10.575;9.141;8.9999;7.4546;5.3257;4.5323;3.2485;2.6035;2.0565;1.9636;2.1653;1.9154;1.7342;;
04-01-00 10:00;11.537;11.148;11.011;10.856;10.684;10.57;9.1377;8.9967;7.4519;5.3239;4.531;3.248;2.6031;2.0563;1.9634;2.165;1.9152;1.734;;
04-01-00 11:00;11.532;11.143;11.006;10.851;10.68;10.566;9.1343;8.9933;7.449;5.3219;4.5294;3.2473;2.6026;2.056;1.9631;2.1646;1.9149;1.7338;;
04-01-00 12:00;11.527;11.138;11.001;10.846;10.675;10.561;9.1308;8.9899;7.446;5.3197;4.5277;3.2465;2.6018;2.0554;1.9626;2.164;1.9144;1.7334;;
04-01-00 13:00;11.522;11.133;10.996;10.842;10.671;10.557;9.1273;8.9865;7.4429;5.3173;4.5258;3.2457;2.6008;2.0548;1.962;2.1633;1.9138;1.7329;;
04-01-00 14:00;11.517;11.128;10.991;10.837;10.667;10.553;9.1239;8.9831;7.4397;5.3148;4.5238;3.2447;2.5996;2.054;1.9613;2.1624;1.9131;1.7322;;
04-01-00 15:00;11.513;11.123;10.986;10.833;10.662;10.549;9.1205;8.9798;7.4365;5.3122;4.5217;3.2436;2.5983;2.053;1.9604;2.1614;1.9122;1.7315;;
04-01-00 16:00;11.509;11.119;10.982;10.829;10.659;10.545;9.1172;8.9764;7.4333;5.3096;4.5195;3.2424;2.5968;2.052;1.9594;2.1602;1.9113;1.7307;;
04-01-00 17:00;11.505;11.115;10.978;10.824;10.655;10.541;9.1139;8.9732;7.4301;5.3068;4.5173;3.2412;2.5952;2.0508;1.9584;2.1589;1.9102;1.7298;;
04-01-00 18:00;11.501;11.111;10.974;10.821;10.651;10.537;9.1107;8.97;7.4269;5.304;4.5149;3.24;2.5935;2.0496;1.9572;2.1576;1.9091;1.7289;;
04-01-00 19:00;11.497;11.107;10.97;10.817;10.648;10.534;9.1076;8.9669;7.4238;5.3013;4.5126;3.2387;2.5916;2.0482;1.956;2.1562;1.9079;1.7279;;
04-01-00 20:00;11.494;11.104;10.966;10.814;10.644;10.531;9.1046;8.9639;7.4207;5.2985;4.5103;3.2373;2.5898;2.0469;1.9547;2.1547;1.9066;1.7268;;
04-01-00 21:00;11.491;11.1;10.963;10.81;10.641;10.528;9.1017;8.961;7.4177;5.2957;4.5079;3.236;2.5878;2.0454;1.9534;2.1531;1.9053;1.7257;;
04-01-00 22:00;11.488;11.097;10.96;10.807;10.638;10.525;9.0989;8.9583;7.4148;5.293;4.5056;3.2346;2.5858;2.044;1.9521;2.1515;1.904;1.7246;;
04-01-00 23:00;11.485;11.094;10.957;10.804;10.635;10.522;9.0962;8.9556;7.412;5.2903;4.5033;3.2332;2.5838;2.0425;1.9507;2.1499;1.9026;1.7234;;
05-01-00 00:00;11.482;11.091;10.954;10.801;10.633;10.519;9.0936;8.953;7.4093;5.2876;4.501;3.2319;2.5818;2.041;1.9493;2.1483;1.9013;1.7223;;
05-01-00 01:00;11.48;11.089;10.951;10.799;10.63;10.516;9.0912;8.9505;7.4067;5.2851;4.4988;3.2306;2.5797;2.0395;1.9479;2.1466;1.8999;1.7211;;
05-01-00 02:00;11.478;11.086;10.949;10.796;10.628;10.514;9.0888;8.9482;7.4042;5.2825;4.4966;3.2292;2.5777;2.038;1.9465;2.145;1.8985;1.72;;
05-01-00 03:00;11.475;11.084;10.946;10.794;10.625;10.512;9.0866;8.9459;7.4018;5.2801;4.4945;3.2279;2.5757;2.0365;1.9451;2.1434;1.8972;1.7188;;
05-01-00 04:00;11.473;11.082;10.944;10.792;10.623;10.51;9.0844;8.9438;7.3995;5.2778;4.4925;3.2267;2.5737;2.035;1.9438;2.1418;1.8958;1.7177;;
05-01-00 05:00;11.472;11.08;10.942;10.79;10.621;10.508;9.0824;8.9417;7.3973;5.2755;4.4905;3.2254;2.5718;2.0336;1.9424;2.1402;1.8945;1.7166;;
05-01-00 06:00;11.47;11.078;10.94;10.788;10.619;10.506;9.0805;8.9398;7.3952;5.2733;4.4886;3.2242;2.5699;2.0321;1.9411;2.1387;1.8932;1.7155;;
05-01-00 07:00;11.469;11.077;10.939;10.787;10.618;10.504;9.0787;8.938;7.3932;5.2712;4.4867;3.2231;2.568;2.0307;1.9398;2.1372;1.8919;1.7144;;
05-01-00 08:00;11.468;11.076;10.937;10.785;10.617;10.503;9.0771;8.9364;7.3914;5.2692;4.485;3.222;2.5662;2.0294;1.9386;2.1357;1.8907;1.7134;;
05-01-00 09:00;11.467;11.075;10.936;10.784;10.616;10.502;9.0757;8.935;7.3897;5.2673;4.4833;3.2209;2.5644;2.0281;1.9373;2.1343;1.8895;1.7124;;
05-01-00 10:00;11.467;11.074;10.936;10.784;10.615;10.501;9.0745;8.9337;7.3881;5.2655;4.4817;3.2199;2.5627;2.0268;1.9362;2.1329;1.8884;1.7114;;
05-01-00 11:00;11.467;11.074;10.936;10.783;10.614;10.501;9.0735;8.9326;7.3867;5.2638;4.4802;3.2189;2.5611;2.0256;1.935;2.1316;1.8873;1.7105;;
05-01-00 12:00;11.468;11.074;10.936;10.783;10.614;10.5;9.0727;8.9318;7.3854;5.2622;4.4788;3.218;2.5596;2.0244;1.934;2.1304;1.8862;1.7096;;
05-01-00 13:00;11.469;11.075;10.936;10.784;10.615;10.501;9.0721;8.9312;7.3844;5.2608;4.4775;3.2171;2.5581;2.0233;1.9329;2.1292;1.8852;1.7087;;
05-01-00 14:00;11.47;11.076;10.937;10.784;10.615;10.501;9.0718;8.9308;7.3835;5.2595;4.4763;3.2163;2.5567;2.0223;1.932;2.128;1.8843;1.7079;;
05-01-00 15:00;11.471;11.077;10.938;10.785;10.616;10.502;9.0717;8.9307;7.3828;5.2584;4.4753;3.2156;2.5554;2.0213;1.931;2.127;1.8834;1.7072;;
05-01-00 16:00;11.473;11.079;10.94;10.787;10.617;10.503;9.0719;8.9308;7.3823;5.2575;4.4744;3.2149;2.5542;2.0204;1.9302;2.126;1.8826;1.7065;;
05-01-00 17:00;11.475;11.08;10.941;10.788;10.619;10.504;9.0723;8.9311;7.3821;5.2568;4.4737;3.2144;2.5531;2.0195;1.9294;2.1251;1.8818;1.7058;;
05-01-00 18:00;11.478;11.083;10.944;10.79;10.62;10.506;9.073;8.9317;7.382;5.2562;4.4731;3.2139;2.5521;2.0188;1.9287;2.1243;1.8811;1.7053;;
05-01-00 19:00;11.481;11.085;10.946;10.792;10.622;10.508;9.0739;8.9325;7.3821;5.2558;4.4726;3.2135;2.5513;2.0181;1.9281;2.1236;1.8806;1.7048;;
05-01-00 20:00;11.483;11.088;10.949;10.795;10.625;10.51;9.075;8.9336;7.3825;5.2556;4.4724;3.2132;2.5505;2.0176;1.9276;2.123;1.8801;1.7044;;
05-01-00 21:00;11.487;11.091;10.951;10.797;10.627;10.512;9.0763;8.9349;7.3831;5.2556;4.4723;3.213;2.55;2.0171;1.9272;2.1225;1.8796;1.704;;
05-01-00 22:00;11.49;11.094;10.955;10.8;10.63;10.515;9.0779;8.9363;7.3838;5.2558;4.4723;3.2128;2.5495;2.0168;1.9269;2.1221;1.8793;1.7037;;
05-01-00 23:00;11.494;11.097;10.958;10.804;10.633;10.518;9.0796;8.938;7.3848;5.2562;4.4725;3.2128;2.5492;2.0165;1.9266;2.1219;1.8791;1.7035;;
06-01-00 00:00;11.498;11.101;10.962;10.807;10.636;10.521;9.0816;8.9399;7.3859;5.2568;4.4729;3.2128;2.5491;2.0164;1.9265;2.1217;1.879;1.7034;;
06-01-00 01:00;11.502;11.105;10.965;10.81;10.639;10.524;9.0837;8.942;7.3873;5.2576;4.4734;3.213;2.5491;2.0164;1.9265;2.1217;1.879;1.7034;;
06-01-00 02:00;11.506;11.109;10.969;10.814;10.643;10.527;9.086;8.9442;7.3888;5.2585;4.4741;3.2132;2.5492;2.0165;1.9266;2.1218;1.8791;1.7035;;
06-01-00 03:00;11.51;11.113;10.974;10.818;10.646;10.531;9.0885;8.9466;7.3905;5.2597;4.475;3.2136;2.5495;2.0167;1.9268;2.122;1.8793;1.7036;;
06-01-00 04:00;11.515;11.118;10.978;10.822;10.65;10.535;9.0911;8.9491;7.3924;5.261;4.476;3.214;2.5499;2.017;1.9271;2.1224;1.8795;1.7039;;
06-01-00 05:00;11.52;11.122;10.983;10.827;10.654;10.539;9.0939;8.9519;7.3944;5.2625;4.4771;3.2145;2.5505;2.0174;1.9275;2.1228;1.8799;1.7042;;
06-01-00 06:00;11.525;11.128;10.988;10.831;10.659;10.543;9.0968;8.9547;7.3967;5.2641;4.4784;3.2151;2.5512;2.018;1.928;2.1234;1.8804;1.7046;;
06-01-00 07:00;11.532;11.133;10.993;10.836;10.663;10.547;9.0999;8.9578;7.399;5.2659;4.4798;3.2158;2.5521;2.0186;1.9285;2.1241;1.881;1.7051;;
06-01-00 08:00;11.538;11.14;11;10.842;10.668;10.552;9.1033;8.9611;7.4016;5.2679;4.4814;3.2166;2.5531;2.0193;1.9292;2.1249;1.8816;1.7056;;
06-01-00 09:00;11.546;11.146;11.006;10.848;10.674;10.558;9.107;8.9646;7.4043;5.27;4.483;3.2174;2.5542;2.0202;1.93;2.1258;1.8824;1.7063;;
06-01-00 10:00;11.554;11.154;11.014;10.855;10.68;10.564;9.1109;8.9685;7.4073;5.2723;4.4849;3.2183;2.5555;2.0211;1.9309;2.1268;1.8833;1.707;;
06-01-00 11:00;11.562;11.162;11.022;10.863;10.687;10.57;9.1153;8.9727;7.4106;5.2748;4.4869;3.2193;2.5569;2.0222;1.9319;2.1279;1.8842;1.7078;;
06-01-00 12:00;11.572;11.171;11.031;10.871;10.694;10.577;9.12;8.9773;7.4142;5.2775;4.489;3.2205;2.5584;2.0233;1.9329;2.1291;1.8852;1.7086;;
06-01-00 13:00;11.582;11.181;11.04;10.879;10.702;10.585;9.1251;8.9823;7.4181;5.2804;4.4914;3.2217;2.56;2.0245;1.934;2.1304;1.8863;1.7095;;
06-01-00 14:00;11.593;11.191;11.05;10.889;10.711;10.593;9.1306;8.9876;7.4223;5.2836;4.4939;3.223;2.5618;2.0258;1.9353;2.1319;1.8875;1.7105;;
06-01-00 15:00;11.605;11.202;11.061;10.899;10.72;10.602;9.1366;8.9935;7.4269;5.287;4.4967;3.2244;2.5638;2.0273;1.9366;2.1334;1.8888;1.7116;;
06-01-00 16:00;11.619;11.215;11.073;10.91;10.73;10.612;9.143;8.9997;7.432;5.2908;4.4997;3.226;2.5659;2.0288;1.9381;2.1351;1.8902;1.7128;;
06-01-00 17:00;11.633;11.228;11.086;10.922;10.741;10.622;9.1501;9.0066;7.4375;5.2949;4.503;3.2277;2.5682;2.0305;1.9397;2.137;1.8918;1.7141;;
06-01-00 18:00;11.647;11.242;11.1;10.935;10.753;10.634;9.1577;9.0139;7.4435;5.2993;4.5066;3.2296;2.5707;2.0324;1.9414;2.139;1.8935;1.7155;;
06-01-00 19:00;11.663;11.256;11.114;10.948;10.765;10.646;9.1659;9.0219;7.4501;5.3042;4.5104;3.2316;2.5734;2.0344;1.9432;2.1411;1.8953;1.7171;;
06-01-00 20:00;11.678;11.27;11.128;10.963;10.779;10.659;9.1747;9.0305;7.4572;5.3094;4.5147;3.2338;2.5764;2.0366;1.9453;2.1435;1.8973;1.7187;;
06-01-00 21:00;11.694;11.285;11.142;10.978;10.794;10.673;9.1842;9.0398;7.465;5.3152;4.5193;3.2362;2.5796;2.0389;1.9474;2.146;1.8994;1.7205;;
06-01-00 22:00;11.71;11.3;11.156;10.993;10.809;10.687;9.1943;9.0496;7.4735;5.3214;4.5243;3.2388;2.5831;2.0415;1.9498;2.1488;1.9018;1.7225;;
06-01-00 23:00;11.725;11.314;11.171;11.009;10.825;10.703;9.2049;9.06;7.4826;5.3281;4.5297;3.2417;2.5868;2.0443;1.9524;2.1518;1.9043;1.7246;;
07-01-00 00:00;11.741;11.329;11.185;11.026;10.842;10.719;9.2162;9.071;7.4923;5.3355;4.5356;3.2447;2.5909;2.0473;1.9552;2.1551;1.9071;1.7269;;
07-01-00 01:00;11.757;11.343;11.199;11.043;10.86;10.735;9.228;9.0825;7.5027;5.3433;4.5419;3.2481;2.5954;2.0505;1.9582;2.1586;1.9101;1.7294;;
07-01-00 02:00;11.773;11.358;11.213;11.06;10.878;10.753;9.2403;9.0945;7.5138;5.3518;4.5488;3.2517;2.6002;2.054;1.9615;2.1624;1.9133;1.7322;;
07-01-00 03:00;11.788;11.372;11.226;11.077;10.898;10.77;9.253;9.107;7.5255;5.3609;4.5562;3.2556;2.6054;2.0578;1.965;2.1665;1.9168;1.7351;;
07-01-00 04:00;11.804;11.386;11.24;11.094;10.917;10.788;9.2662;9.1199;7.5378;5.3705;4.564;3.2598;2.611;2.0619;1.9687;2.171;1.9206;1.7383;;
07-01-00 05:00;11.82;11.4;11.254;11.112;10.937;10.807;9.2796;9.1332;7.5507;5.3807;4.5723;3.2643;2.6169;2.0663;1.9728;2.1757;1.9247;1.7417;;
07-01-00 06:00;11.835;11.414;11.267;11.13;10.958;10.825;9.2934;9.1467;7.5641;5.3914;4.5811;3.2691;2.6233;2.0709;1.9771;2.1808;1.929;1.7453;;
07-01-00 07:00;11.851;11.429;11.281;11.148;10.979;10.844;9.3074;9.1605;7.578;5.4026;4.5903;3.2742;2.63;2.0759;1.9816;2.1861;1.9337;1.7492;;
07-01-00 08:00;11.867;11.443;11.295;11.166;11;10.863;9.3216;9.1744;7.5921;5.4143;4.6;3.2796;2.6372;2.0811;1.9865;2.1918;1.9386;1.7534;;
07-01-00 09:00;11.883;11.457;11.309;11.184;11.021;10.882;9.3359;9.1885;7.6062;5.4263;4.61;3.2853;2.6447;2.0866;1.9915;2.1977;1.9438;1.7577;;
07-01-00 10:00;11.899;11.471;11.322;11.201;11.043;10.901;9.3503;9.2026;7.6202;5.4388;4.6205;3.2914;2.6526;2.0923;1.9968;2.204;1.9493;1.7624;;
07-01-00 11:00;11.914;11.485;11.336;11.218;11.065;10.921;9.3649;9.217;7.6343;5.4517;4.6313;3.2977;2.6608;2.0983;2.0023;2.2105;1.955;1.7672;;
07-01-00 12:00;11.93;11.499;11.349;11.235;11.088;10.941;9.3797;9.2315;7.6483;5.4649;4.6424;3.3045;2.6693;2.1045;2.008;2.2172;1.9611;1.7723;;
07-01-00 13:00;11.946;11.514;11.363;11.251;11.11;10.961;9.3948;9.2463;7.6624;5.4785;4.6539;3.3116;2.6782;2.1109;2.0139;2.2242;1.9673;1.7775;;
07-01-00 14:00;11.961;11.528;11.376;11.267;11.132;10.981;9.4101;9.2612;7.6763;5.4924;4.6657;3.3191;2.6873;2.1175;2.02;2.2315;1.9738;1.783;;
07-01-00 15:00;11.977;11.542;11.39;11.283;11.153;11.001;9.4256;9.2762;7.6903;5.5065;4.6779;3.327;2.6968;2.1243;2.0262;2.2389;1.9805;1.7886;;
07-01-00 16:00;11.993;11.556;11.403;11.298;11.174;11.02;9.4412;9.2913;7.7042;5.5209;4.6902;3.3352;2.7065;2.1313;2.0327;2.2465;1.9875;1.7945;;
07-01-00 17:00;12.008;11.57;11.416;11.313;11.194;11.038;9.457;9.3066;7.718;5.5355;4.7027;3.3439;2.7165;2.1384;2.0392;2.2544;1.9947;1.8006;;
