Time [yyyy-MM-dd HH:mm:ss];Discharge at (51_A_B_ 3863_562) [m³/s];Discharge at (branch1_B_ 1793_735) [m³/s];Discharge at (Bovenrijn_A_ 1797_096) [m³/s]
27-01-00 23:00;6584.5;6607.3;6619.5
28-01-00 00:00;6551.2;6573.9;6586.1
28-01-00 01:00;6517.3;6539.9;6552.1
28-01-00 02:00;6482.8;6505.4;6517.5
28-01-00 03:00;6448.8;6471.1;6483.1
28-01-00 04:00;6416.3;6438.1;6449.8
28-01-00 05:00;6385.5;6406.6;6418
28-01-00 06:00;6356.5;6376.8;6387.7
28-01-00 07:00;6329.1;6348.6;6359.2
28-01-00 08:00;6303.3;6322;6332.1
28-01-00 09:00;6278.7;6296.6;6306.3
28-01-00 10:00;6255.4;6272.6;6282
28-01-00 11:00;6233.4;6250.1;6259.2
28-01-00 12:00;6212.5;6228.7;6237.6
28-01-00 13:00;6192.7;6208.4;6217
28-01-00 14:00;6173.6;6188.9;6197.3
28-01-00 15:00;6155.3;6170.2;6178.3
28-01-00 16:00;6137.6;6152;6160
28-01-00 17:00;6120.3;6134.4;6142.2
28-01-00 18:00;6103.6;6117.4;6124.9
28-01-00 19:00;6087.3;6100.7;6108.1
28-01-00 20:00;6071.4;6084.5;6091.8
28-01-00 21:00;6055.9;6068.7;6075.9
28-01-00 22:00;6040.6;6053.2;6060.2
28-01-00 23:00;6025.7;6038;6045
29-01-00 00:00;6011;6023.2;6030
29-01-00 01:00;5996.5;6008.5;6015.2
29-01-00 02:00;5982.3;5994.1;6000.7
29-01-00 03:00;5968.8;5980.2;5986.7
29-01-00 04:00;5956.4;5967.4;5973.7
29-01-00 05:00;5945.2;5955.7;5961.7
29-01-00 06:00;5935.2;5945;5950.7
29-01-00 07:00;5926.1;5935.3;5940.7
29-01-00 08:00;5918;5926.6;5931.6
29-01-00 09:00;5910.6;5918.6;5923.3
29-01-00 10:00;5904;5911.4;5915.8
29-01-00 11:00;5898;5904.9;5909
29-01-00 12:00;5892.6;5899;5902.8
29-01-00 13:00;5887.6;5893.6;5897.1
29-01-00 14:00;5883.1;5888.7;5892
29-01-00 15:00;5879.1;5884.2;5887.3
29-01-00 16:00;5875.3;5880.2;5883
29-01-00 17:00;5871.9;5876.4;5879.1
29-01-00 18:00;5868.8;5873;5875.5
29-01-00 19:00;5865.9;5869.9;5872.2
29-01-00 20:00;5863.3;5867;5869.1
29-01-00 21:00;5860.8;5864.3;5866.3
29-01-00 22:00;5858.5;5861.8;5863.7
29-01-00 23:00;5856.4;5859.5;5861.3
30-01-00 00:00;5854.5;5857.3;5859
30-01-00 01:00;5852.6;5855.3;5856.9
30-01-00 02:00;5850.9;5853.4;5855
30-01-00 03:00;5848.5;5851.2;5852.7
30-01-00 04:00;5845.1;5847.9;5849.6
30-01-00 05:00;5840.4;5843.6;5845.5
30-01-00 06:00;5834.7;5838.3;5840.3
30-01-00 07:00;5827.8;5831.9;5834.2
30-01-00 08:00;5820.1;5824.5;5827.1
30-01-00 09:00;5811.6;5816.4;5819.2
30-01-00 10:00;5802.3;5807.6;5810.6
30-01-00 11:00;5792.5;5798.1;5801.3
30-01-00 12:00;5782.1;5788;5791.5
30-01-00 13:00;5771.2;5777.5;5781.1
30-01-00 14:00;5759.9;5766.4;5770.3
30-01-00 15:00;5748.2;5755;5759
30-01-00 16:00;5736.2;5743.3;5747.4
30-01-00 17:00;5723.9;5731.2;5735.5
30-01-00 18:00;5711.3;5718.8;5723.2
30-01-00 19:00;5698.5;5706.2;5710.8
30-01-00 20:00;5685.5;5693.3;5698
30-01-00 21:00;5672.3;5680.3;5685.1
30-01-00 22:00;5659;5667.1;5672
30-01-00 23:00;5645.6;5653.8;5658.7
31-01-00 00:00;5632.3;5640.5;5645.5
